篇名	作者	页数	关键词	摘要	filename
信息环境变化与图书馆读者服务创新	杨伟:29411059	3	信息环境; 图书馆; 读者服务;	"信息环境的变化,使图书馆读者服务工作发生了深刻变革,本文分析了信息环境下图书馆读者服务的特点,以及如何适应新环境,以创新的服务满足读者个性化、多样化的信息需求。 "	ZJTQ201303012
高校图书馆信息共享空间建设研究	王菲菲:24890702	3	图书馆; 信息共享空间;	通过国内外图书馆信息共享空间建设发展状况、高校图书馆信息共享空间建设要素等两个方面探讨了高校图书馆信息共享空间建设。 	ZJTQ201303013
国外图书馆战略与趋势研究	陈韶玲:15579810|骆伊丽:10667587	5	信息技术; 战略规划; 数字图书馆;	"任何时代,图书馆总是存在于一定的社会环境下。在新的信息环境下,需要重新定义图书馆的作用,重新定义图书馆及其服务对象之间的关系。本文重点考查了国外图书馆的主要发展战略,在综合国外相关研究的基础上,分析了国外图书馆发展的总体趋势。 "	ZJTQ201303014
日本大学图书馆为师生服务的措施	张文青:14207078	4	日本; 大学图书馆; 服务; 措施;	"日本大学利用图书馆为师生的服务措施不断改进,在为大学师生选好书方面不断下功夫、并且逐步走上自动化发展的道路,每年针对新生通过放幻灯片、参观图书馆、指导学生查阅图书馆目录等,让新生快速地利用图书馆。日本还制定了《大学图书馆设施计划要项》所确立的大学图书馆活动的基本原则与主要标准,更好地为师生服务,给中国大学的图书馆建设一定的启迪。 "	ZJTQ201303015
《书香天堂》——图书馆之歌诞生记	赵志毅:21801097	6	书香天堂; 图书馆; 歌曲;	"记录了《书香天堂》这首图书馆之歌诞生的过程,并附《书香天堂》词曲。 "	ZJTQ201303016
高校图书馆科研工作评价参数的实证研究	朱玉奴:09395699|缪家鼎:10280241	8	高校图书馆; 科研; 评价; h指数; 元h指数; h5指数;	"对高校图书馆科学研究水平评估中使用的评价参数、研究时段、研究对象进行了评述。在此基础上,以h和h5指数为主对高校图书馆长期积累的科研实力和近年发展情况作了统计分析,以反映在科研方面具有影响力的图书馆及其发展态势。 "	ZJTQ201302002
高校图书馆面向公众服务在提升公民素养中的地位与作用	徐美凤:25953360|梁敏雅:28556162|钟福祥:28556163	4	高校图书馆; 公众服务; 公民素养;	"随着《图书馆服务宣言》的颁布,越来越多的高校图书馆面向公众开展各种形式的服务。高校图书馆作为承载着开展社会教育职能的一分子,与公共图书馆相比在公民素养教育中有着其自身不可忽视的优势,对提升公民素养起着重要的作用。 "	ZJTQ201302003
浅议网络环境下高校图书馆的发展策略	毛佳媚:29552474	3	网络环境; 现代信息; 高校图书馆; 图书馆信息化建设;	"随着现代信息技术的发展,高校的图书馆管理也进入了信息时代。在网络环境下,传统的高校图书馆既面临着挑战,也面临着机遇。高校图书馆要在新的网络环境下获得更大的发展,不仅要利用网络来丰富自身资源、加强信息服务,同时还要加快图书馆自动化建设的步伐,实现图书馆业务管理信息化,最终使高校图书馆在网络环境下获得长足的发展。 "	ZJTQ201302004
数字图书馆用户行为与需求分析	刘晓清:10592086	7	数字环境; 数字图书馆; 信息行为; 信息需求;	"随着数字环境的变迁,数字图书馆也由此从电子图书馆发展成为今天的基于知识网络的数字图书馆。对于数字图书馆的用户行为需求研究,在今天显得越来越紧迫。数字图书馆用户的信息行为也必将随着数字环境的变化而发生改变,目前对其变化的趋势较难得出定律性的归纳,我们通过未来数字图书馆用户群体和数字图书馆主要用户群体信息行为和需求的变化作为数字图书馆用户信息行为发展趋势的测度。一是""信息穷人""信息行为的提升,他们是数字图书馆的潜在用户或未来用户;二是从""Google一代""的信息行为来预计未来群体的信息行为和需求;三是未来研究人员的信息行为分析。 "	ZJTQ201302005
开放获取环境中的欧洲报纸档案历史文献资源探析	于新国:08916681	5	报纸档案; 外文报纸; 欧洲报纸; 开放获取;	"在介绍报纸档案资源的作用以及欧洲报纸档案资源及其利用的基础上,分别对开放获取环境中西欧、北欧、东欧、中欧和南欧国家的报纸档案历史文献资源进行了探析。 "	ZJTQ201302006
"利用图书馆资源,挖掘非遗宝藏——“新叶昆曲”搜集整理收获"	郑致明:13444065	5	非物质文化遗产; 图书馆; 新叶昆曲; 搜集整理;	"非物质文化遗产是祖先留给我们的财富,利用图书馆的图书资源,挖掘整理民间的非物质文化遗产,是图书馆一项重要且具有意义的工作。在搜集整理新叶昆曲过程中,尝到了收获的喜悦。 "	ZJTQ201302008
温州医学院图书馆研发推出图书定位系统		1	 	"<正>近日,温州医学院图书馆继开发书架导航系统后,又成功研发出图书定位系统,读者在该馆网上书目查询系统查到所需图书后,只要点击书名,就可以看到一幅生动直观的图书定位画面,读者根据画面定位指示可在书库很快找到图书。该系统为书库找书提供了极大便利,受到读者的欢迎。 "	ZJTQ201302007
省高校图工委七届十一次常委会会议纪要		1	 	"<正>2013年3月5日,浙江省高等学校图书情报工作委员会在杭州召开七届十一次常委会会议。省教育厅高教处领导、省高校图工委常务委员等16位同志参加了会议。本次会议主要内容:一、会议听取了省高校图工委副主任兼秘书长章云兰作的浙江省高校图工委2012年工作总结、省高校图工委第七届工作报告。常委们对工作总结和第七届工作报告进行了审议,原则同意《第七届工作报告》(讨论稿),由秘书处根据大家的意见,作进一步修改完善。二、会议听取了2012年财务报告。章云兰副主任对2012年的财务收入和支出逐一进行了汇报。 "	ZJTQ201302009
嘉兴学院第五届“世界读书日”系列活动开幕		1	 	"<正>4月21日上午,以""阅读无处不在""为主题的第五届""世界读书日""系列活动开幕式在嘉兴学院行政楼一楼报告厅隆重举行。校党委副书记吕延勤出席,学校图书馆和团委的主要负责人、""悦读之星""和部分读者代表200多人参加了开幕式。开幕式由图书馆直属党支部书记赵金飞主持。开幕式上,校团委书记陈立力为大会作了热情洋溢的致辞。她强调了读书的重要性,希望广大同学踊跃参与""世界读书日""系列活动,养成尚读、乐读、博读、常读和用读的习惯和风尚,共同营造书香充溢的校园,将""世界读书日""系列活动打造成校园文化活动的品牌,并预祝嘉兴学院第五届""世界读书日""系列活动圆满成功! "	ZJTQ201302014
浙江省高等学校图书情报工作委员会第七届工作报告		 	 	 	ZJTQ201302015
浙江省高等学校图书情报工作委员会关于表彰浙江省高校图书馆2011—2012年度先进集体、优秀馆长及先进个人的通知		3	 	"<正>浙高图秘字(2013)7号全省各高等学校图书馆:根据《关于评选浙江省高校图书馆2011—2012年度先进集体和先进个人的通知》(浙高图秘字(2013)1号)的要求,经各高校图书馆推荐,浙江省高校图工委七届十二次常委会议审议,并报省教育厅同意,授予浙江大学图书馆等20家单位先进集体荣誉称号,授予何立民等20位同志优秀馆长荣誉称号,授予叶英英等107位同志先进个人荣 "	ZJTQ201302016
图书馆服务未来暨高校图书馆信息共享空间建设研讨会在浙江大学圆满举行		2	 	"<正>2013年1月14日,由浙江大学图书与信息中心主办的""转型与发展:图书馆服务未来暨高校图书馆信息共享空间建设研讨会""在紫金港校区成功召开。浙江大学副校长罗卫东、美国Internet Archive全球图书部主任米勒等出席开幕式。来自境内外35所高校图书馆的馆长及专家80余人参加了研讨会。开幕式由浙江大学图书馆副馆长马景娣主持。罗卫东副校长在会上致辞。他首先对来自海内外的图书馆馆长、专家以及嘉宾,表示诚挚的欢迎。罗校长从国家、社会发展背景出发,肯定了会议的主题。他指出,图书馆在大学发展中占有的特殊地位,与大学的基本 "	ZJTQ201302017
致力为师生用户提供优质高效的学科化信息服务——浙江省高校图书馆学科服务研讨会成功举行		1	 	"<正>为总结国内外高校图书馆学科化服务的成功经验,进一步加强各图书馆学科馆员之间的交流,全面提升我省高校图书馆员业务素养,ZADL服务组和浙江省高校图工委信息咨询与用户教育专业委员会于4月2-3日在杭州联合举办了学科服务研讨会。学科化服务是高校图书馆日渐重要的一项知识服务,因此本次研讨会备受关注,吸引了来自全省高校从事学科服务的馆员约计140余人参加,浙江省高校图工委副主任兼秘书长、ZADL服务组组长章云兰出席了会议。 "	ZJTQ201302018
2013年浙江省高校图书馆馆长工作会议在浙江师范大学举行		2	 	"<正>2013年4月25-26日,由省高校图工委主办,浙江师范大学图书馆承办的浙江省高校图书馆馆长工作会议在浙江师范大学举行。全省83所高校图书馆的馆长、图工委各专业委员会主任等共110余人参加了会议。浙江师范大学副校长王辉,省教育厅高教处处长顾玮、调研员韩天琪出席了大会开幕式。大会分别由浙江师范大学图书馆馆长陈玉兰、杭州师范大学图书馆赵志毅、浙江工商大学图书馆馆长朱明伟主持。 "	ZJTQ201302019
高校阅览室纸质文献信息服务实践	林平:09404866	4	高校阅览室; 纸质文献; 信息服务;	"高校图书馆阅览室有大量的期刊、报纸等纸质文献,蕴含着丰富的信息资源。文中介绍了通过传统的复印、剪贴等方式,按内容将相关文献收集制成专集,为学校教学科研主动提供专题信息服务,并配上关键词以突出每期主题。总结了几年来尝试这项工作的具体经验和体会,为大学图书馆阅览室如何做好信息服务工作提供了有益借鉴。 "	ZJTQ201302010
杭州在校大学生文化消费现状调查报告	朱小玲:09366519|钱霞:27764687	7	大学生; 文化消费; 消费引导; 消费环境; 校园文化;	"文化消费不仅是大学生消费的主要内容,而且对其学习、生活、人生观、价值观等都具有重大影响。本文依据对杭州下沙高教园区大学生文化消费情况的实证调研,详细剖析了当代大学生的文化消费特点及存在的问题,并据此提出了科学引导文化消费、营造良好文化消费环境、倡导体验式文化消费等促进大学生合理消费的几点建议。 "	ZJTQ201302011
服务创新驱动中小型公共图书馆发展——以兴化市图书馆为例	何晓冬:26261826	4	公共图书馆; 服务创新; 服务效益; 中小型图书馆;	"结合兴化市图书馆在服务创新方面开展的实践,强调""以读者为本""的工作原则,阐明中小型公共图书馆应以服务创新作为发展动力,树立正确服务理念,增强服务创新内涵,促进图书馆事业的可持续发展。 "	ZJTQ201302012
学者观点调查:数字化时代的高校教学科研工作	崔丽芬:24668041	6	数字化; 高校; 教学科研; 学者观点;	"介绍Ithaka S+R所做的针对美国高校教学研究人员的有关图书馆认知情况调查报告,其中包括他们对图书馆的观点和对图书馆各种资源和项目的利用程度。 "	ZJTQ201302013
泛在理念下校区间图书馆IC路径的隐性知识共享	刘菲:21979430	4	泛在理念; 图书馆; IC; 隐性知识共享;	"泛在信息环境为图书馆IC服务的拓展提供了良好的外部环境和内部平台。文章基于泛在理念,从为用户隐性知识共享提供适当的物理和虚拟空间、提供充足的资源和提供各种必要的服务三方面对校区间隐性知识共享的图书馆IC模式进行了功能设计,并对构建交流与资源空间、实现学习资源的动态生成和技术保障等方面的配套创新进行了分析。 "	ZJTQ201301002
现代图书馆信息技术发展及趋势	陈韶玲:15579810|骆伊丽:10667587	6	信息技术; 数字化图书馆; Web2.0; 云计算技术; 面向用户;	"近年来信息技术的进步深入影响了图书馆的发展。在信息化的社会,传统的图书馆也不可避免地成为了先进的数字化图书馆。本文从集中关键的信息技术入手,探讨了信息技术进步和图书馆发展之间的关系,得出了未来图书馆将变得更加智能、人性、高效的发展趋势。 "	ZJTQ201301003
国内两大期刊数据库的比较研究对档案计算机检索系统的启示	翟彬偲1:29115273|郦泉江2:29115274	5	档案检索; 期刊数据库; 计算机检索; 数据标引;	"随着信息网络技术的快速发展,如何建设档案计算机检索系统是摆在我们面前的一个重要课题。档案计算机检索系统的建立,不仅可以提高检索效率,而且能够充分揭示和开发档案信息资源。本文试通过对国内两大期刊数据库CNKI和VIP的比较研究,对档案计算机检索系统建设的相关问题浅谈粗见。 "	ZJTQ201301004
图书馆问题读者的调查分析及对策	熊晓英:25534153|赵美娣:09354927	6	图书馆; 问题读者; 问题行为;	"问题读者的存在是图书馆很现实的一个问题,他们不仅妨碍其他读者在图书馆的合法权益,也在一定程度上危害到图书馆员的身心健康。本文调查了图书馆问题读者的现状,分析了读者与图书馆员对问题读者的不同感受,并探讨了图书馆问题行为产生的原因和应对措施。 "	ZJTQ201301005
基于现代物流技术的多校区图书流通模式研究——以杭州师范大学图书馆为例	刘萍:23188868	5	多校区图书馆; 图书物流; 模式;	"基于高效益原则和配送中心选址的最优化规划方法与仿真方法,初步构建了杭州师范大学多校区图书流通模式,该模式包括:流通程序、管理系统、物流系统。设计了支持多校区图书流通的流通程序,制定了管理规则,构建了单程路线方案、循环路线方案,并对两种方案的优缺点进行了分析。 "	ZJTQ201301006
杭州师范大学图书馆馆藏亮点——地方文献的利用	林琳:25061685	5	杭州; 地方文献; 开发利用; 目录;	"通过对馆藏的杭州地方文献资料的调查,分析开发利用地方文献资源的必要性。根据现在利用开发地方文献资源所面临的问题,并结合本馆的实际情况,提出通过与相关单位联合开发的方式,先行开发目录库工作,进而推动专题数据库的建设,使之成为我馆的特色,让我校成为研究杭州的中心。 "	ZJTQ201301007
2012年浙江省高职高专院校图书馆学术研究论文统计分析	于新国:08916681	6	高职院校图书馆; 高等专科学校图书馆; 研究论文; 统计分析; 浙江;	"从统计分析数据来源,发文图书馆状况统计分析,发文作者状况统计分析,发文期刊状况统计分析等方面,对2012年浙江省高职高专院校图书馆员在国内期刊发表的学术研究论文状况进行了统计分析。 "	ZJTQ201301008
提升图书馆读者到馆率的几个因素和服务拓宽研究——以东阳市图书馆为例	傅燕芳:25296684	4	图书馆; 到馆率; 读者服务;	"以东阳市图书馆为例,总结了提升图书馆读者到馆率的几个因素,论述了读者增加带来的现实问题和解决方案。 "	ZJTQ201301009
继往开来 传承创新——近代绍兴的图书馆事业	蔡彦:10744861	8	绍兴; 近代; 图书馆;	"我国近代图书馆是在传统藏书基础上进行兼容并蓄、博采广收而建立的。从传统藏书楼到近代图书馆的转变包含两方面的内容,一是以藏书的""公开、公共""为标志,发展成一个社会教育机构;二是在继承传统的基础上成为学术中心。本文记述了近代绍兴图书馆事业的发展,总结得失。 "	ZJTQ201301010
进则忧国忧民 退则杜门著述——试论珍贵古籍《南渡录》及其作者李清	何晓冬:26261826	3	史学名儒; 李清; 南渡录;	"李清系明季兴化史学名儒,本文从他的生平及其著作《南渡录》,探究其抗疏诤谏、亮节孤忠、忧国忧民的高尚品德。《南渡录》2010年6月入选《第三批国家珍贵古籍名录》,家抄本现藏于兴化市图书馆。 "	ZJTQ201301011
浙江工业大学图书馆2011—2020年建设发展规划纲要		9	 	"<正>过去十年是我校实现跨越发展时期,不但实现了学校规模的扩张,更重要的是实现了从教学型向教学研究型转变,从多科性向综合性转变,从省内知名向国内知名转变,为实现省委提出的建成为研究型大学的目标打下了坚实的基础。为了适应新的发展形势要求,学校制订了《浙江工业大学2011—2020年发展规划纲要》和10个子规划,确立了学校新的发展战略目标,到2020年,学校的战 "	ZJTQ201301012
浙江省高校图书情报工作委员会2012年主要工作记事		3	 	<正>2月29日省教育厅高教处副处长金仁康、省高校图工委副主任兼秘书长章云兰参加在上海交通大学图书馆召开的长江三角洲地区高校图书馆联盟联席会议。会议通报了长三角高校图书馆联盟2011年工作情况;审议通过了长三角高校图书馆联盟章程、加盟程序以及长三角高校图书馆联盟2012年工作计划。3月2日省高校图工委学术委员会在浙江大学图书馆召开工作会议。会议对 	ZJTQ201301013
《浙江高校图书情报工作》2012年总目录		4	 	 	ZJTQ201301014
浙江省高校图工委网络数字化专业委员会年会在宁波召开		1	 	"<正>2013年1月10日至11日,浙江省高校图工委网络数字化专业委员会、浙江省图书馆学会网络与数字分委会2012年年会在宁波顺利召开。省内图书馆界专家学者、高校图书馆和公共图书馆的70余位代表参加了会议。浙江工商大学图书馆副馆长、专业委员会主任张杰主持了年会开幕式,省高校图工委副主任何立民,省图书馆学会副理事长刘晓清等出席会议并作了精彩的讲话。本次 "	ZJTQ201301015
高校教材管理现状及新模式的构建	徐美凤:25953360|梁敏雅:28556162|钟福祥:28556163	6	教材管理; 管理模式; 模式构建; 高等学校;	"从高校教材管理的现状入手,对在杭高校经过调研概括出目前存在于高校教材管理工作中的几个问题及几种教材管理模式。以本人所在的浙江工业大学为例,在分析现有的教材管理的基础上,试图构建出一种适合时代发展,适合该校发展的教材管理模式,以达到更好地为广大师生服务,促进学校发展的目的。 "	ZJTQ201206002
基于SERVQUAL的机构知识库服务质量评价模型构建	于丹阳:28560385	4	服务质量; 评价因子; 评价模型;	"从全方位服务用户角度出发,基于SERVQUAL理论,在绩效期望、努力期望、促成因素、社会影响架构的四维度服务环境下,构建知识服务质量评价模型,供各机构知识服务自评。 "	ZJTQ201206003
基于Rexsee平台的移动图书馆的研究与实现	佘静涛:21970089|王醒宇:20911918	7	移动图书馆; WAP2.0; Android操作系统; Rexsee开发平台;	"随着移动技术以及移动设备的不断创新,移动图书馆作为数字图书馆的延伸和补充,已经受到国内外图书馆界的密切关注。本文首先介绍了WAP2.0(无线应用协议)、Android操作系统和Android开发平台Rexsee,然后基于WAP2.0协议和Rexsee开发平台,设计并实现了一个具有良好兼容性和可用性的移动图书馆系统,该系统能够同时支持浏览器用户和Android客户端用户的访问,提高了系统性能和用户体验。 "	ZJTQ201206004
三网融合背景下的数字电视图书馆发展研究	张婷:10785763	5	数字电视图书馆; 三网融合; 数字资源;	"分别介绍三网融合和数字电视图书馆及其各自的优势,提出三网融合下的数字电视图书馆建设的有利条件,探讨数字电视网络开展图书馆服务存在的问题,简要分析三网融合背景下数字电视图书馆的发展前景。 "	ZJTQ201206005
构建学科服务平台 深化学科馆员职责——以杭州师范大学图书馆学科服务创新实践为例	陈勤:10723785	6	学科服务平台; 学科馆员; 高校图书馆; 学科服务;	"近年来,国内图情界学科服务实践不断向纵深发展,各类型图书馆大胆尝试方式方法,勇于创新机制模式,在创新实践中总结成功做法和经验。杭州师范大学图书馆在学科服务的创新实践中,紧扣本校创建省内乃至国内一流大学的目标,坚持高校图书馆的核心价值理念,遵循教学科研信息需求的客观规律,每周定时定点深入学院一线服务,构建以学院为单元的学科服务平台,出版《学科服务周刊》,强化学科馆员的专业服务角色,形成了富有我校特色的学科服务机制和模式。 "	ZJTQ201206006
高校图书馆读者制度研究	林靖:28559035	4	图书馆制度; 读者制度; 管理体系; 读者公示;	"在高校图书馆制度体系中,有一部分制度与读者有关。本文通过对图书馆管理体系中读者制度部分的理性思辨,从图书馆/读者""界面""进行分析,就读者制度的制订需关注的问题以及向读者公示环节进行研究。 "	ZJTQ201206007
2011年我国高职院校图书馆研究论文内容概述——以信息资源建设、信息资源组织、建筑和设备研究为例	于新国:08916681	4	高职院校图书馆; 信息资源建设; 信息资源组织; 建筑和设备; 研究论文;	"从2011年我国高职院校图书馆研究论文概况;高职院校图书馆信息资源建设总论研究;高职院校图书馆信息资源建设采访研究;高职院校图书馆信息资源典藏和数字信息资源建设研究;高职院校图书馆特色信息资源建设研究;高职院校图书馆信息资源组织、建筑和设备研究等方面,对2011年国内期刊发表的我国高职院校图书馆信息资源服务、信息资源服务组织、建筑和设备研究论文的内容进行了概述。 "	ZJTQ201206008
公共图书馆垂直服务的实施	姚启玮:24668017	4	公共图书馆; 垂直服务; 特点; 方式;	"对公共图书馆垂直服务的概念和特点做了阐述,对公共图书馆实施垂直服务的优劣势进行了分析,并结合工作实际对公共图书馆实施垂直服务的方式和方法进行了探讨。 "	ZJTQ201206009
鲁迅先生的图书馆情缘	宋剑祥:45685041	6	鲁迅先生; 图书馆; 情缘;	"鲁迅先生是中国20世纪的文化名人,他对中国历史、文化、教育和革命等方面都产生了深远的影响。文章回顾了他的生平事迹,着重从读者和图书馆利用视角探讨了鲁迅先生到图书馆学习和研究的情缘。 "	ZJTQ201206010
藏书续学 蔚为大观——绍兴藏书史略	蔡彦:10744861	7	绍兴; 藏书; 历史;	"绍兴素以人才辈出而著称于世,曾被一代伟人毛泽东誉为""鉴湖越台名士乡""。旧时史家多把这一人文现象归因于越中山灵水秀的地理条件,实则与这一地区发达的藏书有更直接关系。本文对绍兴古代藏书作一概述,总结藏书的社会贡献及传统藏书向近代图书馆转变的轨迹。 "	ZJTQ201206011
2012年浙江省高职高专院校图书馆馆长会议纪要		1	 	<正>2012年浙江省高职高专院校图书馆馆长会议于10月31日至11月2日在温州科技职业学院图书馆隆重召开。来自全省47所高职高专院校图书馆馆长、业务骨干共70人参加了会议。开幕式由温州科技职业学院副院长苏孝永主 	ZJTQ201206012
"行走在诗词中,品悟人生百味——80后青春作家安意如做客中国计量学院"		1	 	"<正>10月18日晚,知名青春作家安意如应图书馆的邀请作客中国计量学院,为师生读者做了一场行走在诗词中女子的精彩讲演。从浪漫情怀的《人生若只如初见》到风格明媚的《世有桃花》,知名青春作家徽州女子安意如用温婉、细腻的笔墨行走在古往今来 "	ZJTQ201206014
省高校图书馆科技查新服务培训在杭州成功举办		1	 	"<正>10月23-26日,ZADL项目服务中心联合浙江省高校图工委举办了科技查新服务培训。全省27所本科院校图书馆的63位参考咨询馆员参加会议。本次科技查新培训紧密围绕查新服务的一般工作流程,在3天时间之内,从科技查新的概念、业务类型、理论与技术、文献检索工 "	ZJTQ201206016
浙江省高校图工委信息咨询与用户教育专业委员会2012年年会纪要		1	 	<正>由绍兴文理学院图书馆承办的2012年浙江省高校图工委信息咨询与用户教育专业委员会年会于12月3日至5日绍兴稽山宾馆隆重召开。来自省内各高校的图书馆馆长、业务骨干代表共80余位代表参加了本次会议。 	ZJTQ201206018
浙江省“文化变迁与期刊发展变革”学术研讨会会议纪要		1	 	"<正>2012年11月6—8日,由浙江省高等学校图书情报工作委员会期刊专业委员会和浙江省图书馆学会资源建设与共享分委会联合主办的浙江省""文化变迁与期刊发展变革""学术研讨会在浙江义乌隆重召开。此次会议由义乌工商学院承办,义乌工商学院党委书记严金发、浙江省高等学校图书情报工作委员 "	ZJTQ201206022
浙江省高校图书情报工作委员会成立30周年庆祝大会隆重举行		2	 	"<正>2012年11月30日,由浙江省教育厅主办,浙江省高校图工委、浙江传媒学院承办的浙江省高校图书情报工作委员会成立30周年庆祝大会在浙江传媒学院隆重举行。浙江省高校图工委历届领导、常委,各专业委员会 "	ZJTQ201206013
浙江省高校图书情报工作委员会成立30周年庆祝大会上的讲话	汪晓村:28556164	2	 	"<正>尊敬的高校图工委各位新老领导,各位图书馆馆长,同志们:在全国上下认真学习宣传贯彻党的十八大精神之际,我们隆重集会,共同庆祝浙江省高校图工委成立30周年。首先,我谨代表浙江省委教育工委、省教育厅,向全省高校图书 "	ZJTQ201206015
浙江省高校图书情报工作委员会成立30周年庆祝大会上的讲话	罗卫东:10280045	2	 	"<正>尊敬的各位领导、各位老师:今天,我们在这里隆重集会,庆祝浙江省高校图工委成立30周年,共同回顾图工委走过的光辉历程,分享几代人辛勤耕耘的丰硕成果。首先,我代表浙江省高校图工委,向与会的各位领导、各位嘉宾、各位老师表示热烈 "	ZJTQ201206017
浙江省高校图书情报工作委员会成立30周年庆祝大会上的讲话	缪进鸿:28556167	1	 	"<正>各位同志:今天,我能与大家共聚一堂,共同庆祝浙江省高等学校图书情报工作委员会成立30周年,感到十分高兴。浙江省高教局是1981年成立的(大约一年后与省教育厅合并)。当时我个人的指导思想是,省高教局是为浙江省各高等学校服务的,但我们的行政管理能力十分有限,主要还要发挥和提高高校自己管理自己的能力, "	ZJTQ201206019
浙江省高校图书情报工作委员会建立30周年庆祝大会上的讲话	夏勇:09349813	1	 	"<正>各位领导,各位同行:今天能来参加浙江省图书情报工作委员会成立30周年庆祝会非常高兴。与这么多的老领导、老朋友、老同事欢聚一堂机会难得。让我发言感到很荣幸。在此我代表各位退休的老图书馆工作者感谢策划组织这次会议的浙江省教育厅、浙江省传媒学院和浙江省高校图书情报工作委员会,非常感谢! "	ZJTQ201206020
求实进取 开拓创新——浙江省高等学校图书情报工作委员会30年工作回顾		8	 	"<正>浙江省高等学校图书情报工作委员会(以下简称图工委)成立至今已30周年了。30年来,图工委在浙江省教育厅的领导下,在教育部高校图工委的指导下,紧跟高等教育的发展步伐,在贯彻党的教育方针,推动事业发展,凝聚行业力量,发挥整体效益等方面起着重要作用。 "	ZJTQ201206021
农村阅读环境的营造	陈韶玲:15579810	5	农村; 图书馆; 阅读环境; 文化建设;	"农村图书馆作为我国农民继续学习和教育的阵地,在我国构建和谐社会,以及社会主义新农村建设的进程中,有着重要的作用和影响。但是当下我国农村图书馆的建设还不够完善,这给农村阅读环境的营造带来巨大的阻力。为了引导农民建设社会主义新农村文化,我们在加强农村图书馆建设的同时也要营造健康舒适的阅读环境,与农村群众共建和谐的阅读环境。 "	ZJTQ201205002
诊析《公共图书馆建设标准》的创新点和不足点	姚启玮:24668017	4	标准; 创新; 不足;	"《公共图书馆建设标准》明确了图书馆建设中的诸多数量指标,有利于规范各地公共图书馆的建设行为,促进我国公共图书馆事业健康、稳定地发展。在三年多的实施过程中,""标准""的创新之处愈为凸现,存在的个别不足之处也很明显。本文就此作了理性解读,并提出了改进建议。 "	ZJTQ201205004
省高校图书馆第三次青年学术论坛在杭州召开		1	 	"<正>青年学术论坛是省高校图工委的一项重要活动,自2008年以来,我们每两年举行一次。2012年6月15日,浙江省高校图书馆第三次青年学术论坛在杭州召开,来自我省高校图书馆的专家、青年工作者共80余人聚集一堂,共同探讨移动互联网的图书馆服务创 "	ZJTQ201205003
浙江省高校数字图书馆(ZADL)引进资源建设	李晨虹:10719466|张军:09391976	5	数字图书馆; ZADL; 资源引进; 集团采购;	"浙江省高校数字图书馆(ZADL)建设的主旨是要联合全省高校图书馆,以教科网(CERNET)为依托,以CALIS和CALIS华东南地区文献信息中心为后盾,基本建成我省研究级学科文献保障体系的基础框架,并在三年内逐步完善。本文主要对浙江省高校数字图书馆(ZADL)资源引进实践进行了具体的介绍,包括总体建设目标、技术框架、建设内容、组织实施等几个方面,并对取得的效益进行了分析。 "	ZJTQ201205005
基于DSpace构建杭州师范大学人文社科教师成果库	李春子:26637428|丁国锋:28338508|范玉红:10606081	6	DSpace; 构建; 教师成果库;	"分析了构建杭州师范大学人文社科教师科研成果平台的必要性,以及利用开源软件DSpace构建成果库的优势,重点阐述了应用DSpace系统构建杭州师范大学人文社科教师成果库的实例。 "	ZJTQ201205006
我国图书馆学内部期刊开放获取资源	于新国:08916681	5	图书馆学; 内部期刊; 开放获取;	"从内部期刊资源与开放获取、阅读类开放获取内部期刊资源、省级公共图书馆开放获取内部期刊资源、高等学校图书馆开放获取内部期刊资源、少年儿童图书馆开放获取内部期刊资源、其他类型图书馆开放获取内部期刊资源等方面,对我国图书馆学10种内部期刊开放获取资源进行了例举和简介。 "	ZJTQ201205007
基于SCI的中国计量学院科学研究现状及分析	叶亚娜:26106901|唐六一:28338509|蒋新民:09534094	6	科学引文索引; 中国计量学院; 科技论文; 统计分析; SCI;	"以Web of Science中的SCI数据来源为依据,用文献计量学的方法对2005-2011年SCI收录中国计量学院的论文数量、学科分布、作者分布、刊载期刊的影响因子和论文被引次数进行统计分析,了解该校近6年的科研论文状况和水平,并针对分析结果提出建议。 "	ZJTQ201205008
《浙江省高职高专图书馆建设指标体系》实证研究	毕惠芳1:09366523|豆洪青2:08173913|韩惠琴2:08173955	6	图书馆评估; 资源共享; 高职高专; 指标体系;	"介绍《浙江省高职高专图书馆建设指标体系》(简称《指标体系》)研制过程及基本内容,并以38所浙江省高职高专院校图书馆建设评估情况为例,实证研究《指标体系》中变化较大的办馆条件、文献资源建设、读者服务、学术研究、创新与特色等5个指标。认为《指标体系》需要体现地方特色,加强与浙江省高校图书馆事业的融合;重视数字图书馆建设和数字资源评估;把浙江省高校数字图书馆(ZADL)建设纳入评估指标体系,加强对资源共享的评估。 "	ZJTQ201205009
高校图书馆信息共享空间构建研究——以杭州师范大学图书馆为例	孙红莺:17708248	9	信息共享空间; 大学图书馆; 信息服务; 实体层; 虚拟层; 支持层;	"利用网络调查法对国外知名大学图书馆和国内""211""工程大学图书馆信息共享空间的构建现状进行调研,特别是对其信息服务、信息资源、软硬件设施及虚拟环境等部分的构建进行分析和研究,提出了适合我校图书馆信息共享空间构建的可行性方案。 "	ZJTQ201205010
