篇名	作者	页数	关键词	摘要	filename
布拉德福定律的发展历程		24	 	"<正>从1934年文献[1]发表,亦即布拉德福定律问世至今,已经整整63年了。这一由文献学家开发的、源于文献领域的经验性量化规律,其影响今天已大大超出图书情报界,具有强烈普遍的社会意义[2]。回顾这一定律的发展历程时,人们会看到该定律所经历的几度高潮和转折,本文择其重要综述如下。0引言布拉德福(S. C. Bradford)是英国著名的文献学家、图书馆学 "	QBXJ199800003
论信息资源及其活动		25	 	"<正>信息是普遍存在的,但信息并非全都是资源,只有满足一定条件的信息才能称之为信息资源。我们认为,只有经过人类开发与组织的信息才是信息资源。信息资源管理(IRM)的概念在70年代末首先兴起于美国,尔后在澳洲和欧洲也相继在80年代初开展了IRM的研究。80年代 "	QBXJ199800004
多媒体与超文本技术综述		27	 	"<正>数字多媒体技术是现代电子技术和计算机科学发展的综合成就,它开创了计算机对多种媒体信息集成控制和实时处理的新时期。多媒体技术在80年代中期之后发展起来,1987年发表的DVI(Digital Video Interactive)系统是多媒体技术走向标准化和实用化的标志产品。进入90年代以后,多媒体技术更加趋于成熟,特别 "	QBXJ199800005
数据库技术的新进展		23	 	"<正>0引言数据库是计算机技术发展和信息管理现代化的产物。它自60年代末诞生以来,经历了几个重要的发展阶段。70年代广为流行的是层次式数据库和网状数据库,它们都属于第一代数据库。这两类数据库系统的数据模型(DM)都用图来表示,采用过程化的数据操作语言(DML),因而,复杂的DM图和过程化的DML给一般用户利用数据库带来了困难。人们热切期望具有易于理解 "	QBXJ199800006
1995年世界信息市场基本状况		42	 	"<正>0引言今天,信息的战略价值已得到人们的广泛认可。各国政府已经认识到,信息是形成世界经济体系的至关重要的力量,信息和通信技术具有促进稳定和实际增长、提高竞争能力、创造新的就业机会以及提高人民的生活质量的极大潜力,这也是各国制定信息政策和发展本国信息产业的基本指导思想。日本经济学家小松崎清介60年代提出了一种测定信息化水 "	QBXJ199800007
我国情报学专业教育研究		18	 	"<正>0引言我国情报学专业教育自1978年恢复以来,已经度过了十几个春秋。如今,我国情报学专业教育无论在数量上还是质量上都取得了长足的进步。据文献[1～2]统计,我国目前已有50余所院校经国家教委批准设立了情报学系或专业,在校学生人数已逾万人。文献[3]还强调指出,我国情报学专业教育的理论研究也出现了前所未有的蓬勃发展的局面。据文献[4]统计,有关情报教 "	QBXJ199800008
关键词索引		3	 	 	QBXJ199800009
情报学理论研究	严怡民:10139261	17	 	"<正>情报学是一门发展中的新兴学科,学术界对其形成和发展给予了极大的关注。文献[1][2][3]先后分别对其研究进展作了系统介绍和评述,我在《情报学研究导论》[4]一书中对情报学研究的一些主要方面也作过论述。本文仅对当前情报学理论研究的几个侧面谈些认识,希望有助于学科理论的深入 "	QBXJ199600002
90年代的我国文献计量学	王崇德:08157750|徐久龄:08111560|刘春茂:08152863	20	 	"<正>0引言进入90年代以来,文献计量学(Bibliometrics)是一个逐渐引起争议的学术称谓。挑战的代表人物便是世界著名的英国情报学家B. C.布鲁克斯(Brookes),他在1988年主张用情报计量学(Informetrics)加以替代,响应的大有人在,例如比利时情报学家L.埃格(Egghe)等,就认为有这样一个 "	QBXJ199600003
文献计量学的进展与趋势	邱均平:05965051	21	 	"<正>0引言20世纪初期以来,文献计量学从无到有、从小到大,获得了迅速发展,特别是近些年来新论叠出,硕果累累,引起了国际情报学界的普遍关注和高度重视[1]。国内外一些大学的图书情报学院专门开设了""文献计量学""课程;从事文献计量学研究的人员日益增多;有关的论著不断出版。据1981年的不完全 "	QBXJ199600004
90年代面向实践的信息经济学	杨列勋:16927395	22	 	"<正>0引言经济学是一门实践性与应用性很强的科学,它与人类社会的生产过程、分配过程、消费过程密切相关。信息经济学作为信息科学与经济科学的交叉学科,已从过去的偏于构建自身的理论框架、寻找学科分析手段等领域中挣脱出来,开始深入剖析信息活动中的经济问题和经济现象以及经济活动中的信息 "	QBXJ199600005
信息检索理论年度述评	周智佑:09512654	27	 	"<正>本文根据1994年国外的有关文献,就信息检索理论这一问题进行归纳与叙述,最后谈了自己的几点评论意见。1检索的用户及相关性研究1.1用户Allen为确立系统的可用性,叙述了所进行的两个试验,以确定信息系统的用户及用户结合信息技术实现的专门设计特点。在某一实例中,在逻辑推理 "	QBXJ199600006
信息检索技术及应用	曾蕾1:07999462	30	 	"<正>0导言计算机信息检索系统在过去30年的发展中有着其特有的众多的里程碑,其中最具代表性的要数70年代初出现的商业性联机服务,80年代末的CDROM应用产品和OPAC (联机公众查寻目录),以及90年代在Internet和信息高速公路网络中的发展。在情报学领域中,有关信息检索的文献和研究成 "	QBXJ199600007
电子信息时代的信息服务和管理	曾民族:12175803	32	 	"<正>0前言世界处于历史的转折点。世界政治、经济、文化从来没有像今天如此相互依赖和彼此牵连,任何国家、产业和地球上任何一个角落,再也不能游离于这个变动的世界而孤立存在。这一变化首先发端于以通信、计算机和信息的结合为代表的信息媒介的进步。一个不受国别、地理、时间和经济制约的限制而 "	QBXJ199600008
多媒体技术及其应用	陈睿1:07547257|欧阳鹏2:11349956|谢新洲3:06261661	20	 	"<正>媒体一词(Medium)具有两方面的含义:一是指知识和信息的存贮介质,如纸张,磁带,磁盘和半导体存储器件等;二是指知识和信息的传播载体,如文字,声音,图形,图象和人的体态,动作,表情等。""多媒体""(Multimedia)是把文字、图形、图像、声音、视频等多种信息通过计算机进 "	QBXJ199600009
电子出版物的新发展	谢新洲:06261661|王军:06263051	20	 	"<正>0引言近年来,电子出版物作为一种新的知识传播媒介获得了迅速发展,引起了全世界的极大关注。尤其是随着美国1993年""信息高速公路""计划的提出与实施,电子出版物的社会影响与地位显得越来越重要,其种类也越来越繁多,使用电子出版物的读者也越来越普及。它不仅强烈地影响着出版业,而且也影 "	QBXJ199600010
光盘技术及其应用进展	赖茂生:06263616	33	 	"<正>0导言光盘是20世纪后期人类发明的最有影响的信息技术之一。没有任何技术能象它那样对信息服务产生如此广泛的影响。它使数据库检索大众化,改变了信息传播和服务的方式。因而,光盘技术及其应用一直是近年来情报学界和信息技术领域最受人关注的热点之一,每年都有大量的文献涉及此课题。 "	QBXJ199600011
计算机通信技术的应用与发展	盛友招:01777899	18	 	"<正>1信息高速公路:全球关注的热点自1993年9月美国提出创建信息高速公路,在美国政府部门内称为国家信息基础结构(NII:National Information Infrastructure)的构想一年多以来,目前在美国已有若干地区开始组建信息高速公路的试验。由于这个空前未有的大胆设想不仅涉及许多高、新技术领域而且还将涉及法律、投资等诸方面。 "	QBXJ199600012
世界信息服务业的发展现状与前景	时文生1:13573134|金允汶2:10327645	45	 	"<正>经济学家认为:18世纪中叶～20世纪中叶所发生的工业革命使物质和能源造福于人类,而从1946年世界上第一台电子计算机ENIAC问世后所引发的信息革命则是利用信息资源为全人类服务。1信息产业和信息服务业的基本含义和范围界定1.1产业和产业化的基本含义所谓产业,狭义地是指私有土地、房屋和工厂等财产;在产业经济学中是 "	QBXJ199600013
关键词索引		4	 	 	QBXJ199600014
发展大事记		7	 	"<正>1890欧洲出现文献活动。1892 P.奥特莱和H.拉封丹决定成立国际书目学会。1895国际目录学学会(IIB)成立。1907美国化学会成立化学文摘社(CAS),编辑出版《化学文摘》,1967年建库。1924英国专业图书馆人员协会(Aslib)成立,后改名为情报管理协会。 "	QBXJ199600015
前言		3	 	"<正>情报学起源于文献学。自1895年比利时学者奥特莱和拉封登等人成立""国际书目学会""(IIB)至今已有一个世纪的发展史。IIB创建的宗旨是对人类社会的知识进行科学的加工整理。1908年IIB第四届会议上接受了""文献学""(Documentation)这一术语。1931年IIB改名为""国际文献学会""(IID),1937年易名为""国际文献联合会""(FID),一直 "	QBXJ199600001
