篇名	作者	页数	关键词	摘要	filename
基于HowNet和PAT树的网购评语情感分析	李永忠:06689389|胡思琪:34414893	6	HowNet情感词典; PAT树; 网购评语; 情感分析;	"在对相关研究情况进行总结与分析的基础上,通过对How Net情感词典进行扩展并利用基于PAT树和统计相结合的分词方法,对从淘宝网站中获取的评论内容进行分析,结果表明,基于How Net和PAT树的情感分析方法对分析网购评论的情感倾向性行之有效,并以淘宝一女装商家为例进行实证研究,最后指出进一步探索情感倾向性分析的几个方向。 "	PTSQ201603008
大学生网络学术信息检索行为分析	王丽佳:34726197|卢章平:07783528	8	大学生; 网络学术信息; 检索行为; 可用性测试实验; Morae软件;	"在界定信息、网络学术信息、信息检索行为、网络学术信息检索行为四个概念的基础上,设定两个实验假设和五项情景任务,运用Morae软件,以33名受测者为研究样本,开展大学生网络学术信息检索行为实验研究。五项情景任务分别针对五种类型网络学术信息设置,即图书、期刊论文、学位论文、学术会议相关信息、行业协会或研究机构网站的检索。每项情景任务完成情况的测试都包括首选检索平台、检索词的选取、检索式构造及高级功能使用、检索结果浏览与选择方式、检索结果全文获取五个方面。根据实验结果,总结出大学生在检索不同类型学术信息时的行为特征以及大学生在进行网络学术信息检索过程中各具体环节的行为特点或规律。 "	PTSQ201603009
基于机器学习的专利文本分类算法研究综述	刘红光:08074235|马双刚:35377242|刘桂锋:26191208	8	专利文本; 自动分类; 机器学习; 朴素贝叶斯; 支持向量机;	"总结国内外专利文本分类情况,简要叙述基于机器学习的专利文本分类的一般框架,介绍专利文本分类的文本预处理、特征提取、文本表示、分类器构建及效果评价等过程。将应用于专利文本分类的机器学习算法分为单一分类算法和组合分类算法着重探讨:单一分类算法主要有NB算法、ANN算法、Rocchio算法、KNN算法、SVM算法等;组合分类算法主要有两种组合算法,如NB-KNN算法、Rocchio-KNN算法、KNN-SVM算法、SVM-其它算法,还有多种组合算法。指出各种机器学习算法应用在专利文本分类上的优势与不足,从专利文本预处理、特征提取、专利文本表示、分类器的构建、新方法的探索等五个方面对专利文本自动分类技术进行展望。 "	PTSQ201603010
《清文献通考·经籍考》因革《四库全书总目》析论——以子部为样本	李成晴:35580639	5	《清文献通考》; 《子部经籍考》; 《四库全书总目》; 因革;	"学界迄今尚未对《清文献通考·经籍考》与《四库全书总目》的关系加以考述,实则《清文献通考·经籍考》解题内容本于《总目》,但在部类、体式的安排上则系折衷马端临《文献通考》及《总目》而来。通过以《清文献通考》中的《子部经籍考》为样本进行分析,可发现《子部经籍考》对《总目》有所扬弃,在这一改编的过程中,在解题的立意、史实、考证诸方面对《总目》皆有所补充与订正。 "	PTSQ201603011
《经义考·通说》引文续考	陈开林:35156674	7	《经义考》; 朱彝尊; 通说; 经学;	"朱彝尊《经义考·通说》四卷辑录春秋至清初诸人关于经学的观点,共499则,引文均未注明出处,且多经剪裁。通过查考引文的原始出处,有助于恢复引文本始面目,利于增加学界转引《经义考·通说》相关材料时的真实性和准确性。在武汉大学司马朝军教授《<经义考·通说>疏证》和笔者《<经义考·通说>引文考辨十二则》的基础上,根据最新研习所得,详细考订朱彝尊《经义考·通说》中32则引文出处,并辨正《<经义考·通说>疏证》4处溯源之误。 "	PTSQ201603012
征稿启事		1	 	"<正>《图书情报研究》系由江苏大学主办的图书馆学、情报学、档案学学术刊物(ISSN2222-1603),热忱欢迎广大作者投稿。本刊以广大图书、情报、档案工作者和图书情报学、档案学专业师生为主要读者对象,坚持""百花齐放,百家争鸣""方针,注重理论性 "	PTSQ201603013
基于硕博士论文和国家社科基金项目的我国情报学研究热点分析	李广建:06264278|祝振媛:34269559	9	情报学; 硕博士论文; 国家社会科学基金项目; 研究热点; 研究侧面; 共词分析; 可视化;	"以CNKI、万方数据的博硕士学位论文数据库、部分高校(如北京大学、中国人民大学等)自建的学位论文数据库中2011~2015年情报学专业的硕博士论文和2011~2015年国家社会科学基金项目中的情报学项目作为数据来源,对硕博士论文从研究主题、研究方法与研究的主题侧面两类高频关键词分别进行词频统计,绘制情报学硕博士论文高频关键词共词图谱;对情报学社科基金项目的主题分布、热点分布、研究侧面、研究背景等方面进行分析。通过对比、整合两种数据来源的分析结果,发现两者的共性和差异。它们的共性主要有三点:近五年情报学领域的研究热点都集中在情报分析、政府信息公开、知识管理、社会网络分析等;评价研究、机制研究、应用研究与发展模式研究都是主要研究侧面;都强调情报学方法和情报研究方法的创新。两者的差异主要在于:情报学社科基金项目更关注学科中的前沿问题,注重研究环境的变迁对研究的影响,而情报学硕博士论文对前沿主题的关注相对较少。 "	PTSQ201602001
大数据环境下情报学在网络舆情研究中的作用	徐敏:06265189	8	大数据; 情报学; 网络舆情; 建模; 画像; 融合;	"在CNKI中对图书情报领域相关期刊中有关""网络舆情""研究的现状进行调研,发现网络舆情研究已经大量地应用情报学的理论、方法和技术。通过文献分析指出大数据环境下网络舆情研究存在三个问题:一是仅关注意见领袖的研究,忽略全用户群的研究;二是仅关注自媒体的研究,忽略全媒体的研究;三是仅关注舆情治理的研究,忽略舆情生态环境的研究。为解决这些问题提出利用情报学的理论与方法对舆情媒体进行多维建模,对舆情用户进行全源画像,对舆情环境进行融合研究,实现以趋势预测代替危机补救,用环境优化代替舆情治理的目标。 "	PTSQ201602002
大数据环境下情报学在智库建设中的作用	耿瑞利:33960652	7	大数据; 情报学; 情报分析; 智库;	"分析大数据环境下情报学的发展趋势及其与智库建设的关系,简介情报学在智库建设中发挥作用的相关理论探讨,从实证的角度选取12个国际知名智库,采用网站调研法分析其专家团队组成情况、文献资源建设及利用情况、研究报告中使用情报学分析方法情况,结果显示:社会网络分析、用户信息行为分析、信息计量、竞争情报分析、知识图谱等情报学的方法在智库建设中发挥了重要作用。并进一步提出大数据环境下情报学可以从组织层、资源层、方法层参与到智库建设中,发挥保障智力支持、促进资源建设、提供方法支撑等重要作用。 "	PTSQ201602003
大数据环境下的中国竞争情报发展探析	赵柯然:34451104	6	大数据; 竞争情报; 内容分析法; 研究热点; 研究特点; 影响;	"在大数据环境下,无论竞争情报学术研究还是竞争情报行业实践都面临着新的挑战和机遇,呈现出新的发展动态。以CNKI数据库中的154篇期刊论文为研究对象,采用内容分析法,从研究热点和研究特点两方面对大数据环境下的竞争情报研究现状进行总结和分析。结果发现,大数据影响下竞争情报领域的研究热点主要分布在四个领域:竞争情报分析与处理技术、竞争情报平台与系统构建、竞争情报服务与评价、产业竞争情报实践。研究特点主要有两个:研究层级实现了宏观、中观和微观三个层面的全覆盖;研究成果涉及竞争情报工作各个环节,包括情报的搜集、处理、分析、服务等。然后,归纳出大数据对竞争情报发展的直接影响和间接影响。最后,建议从思维方法、技术工具、人才培养等方面采取措施,以推动大数据环境下竞争情报的持续发展。 "	PTSQ201602004
大数据环境下情报分析对个人信息安全的影响	于洁:06271968	6	大数据; 情报分析; 个人信息安全; 个人隐私; 个人信息保护;	"大数据环境下的情报分析工作不可避免地会涉及到个人隐私信息,注重保护个人信息安全是大数据环境下情报分析工作应当关注的问题。在明确""个人信息""的含义和内容、总结大数据环境下个人信息呈现的新特征的基础上,从网络搜索行为、社交网络、通讯、商务和金融四个方面总结大数据环境下情报分析对个人隐私产生的影响,提出情报分析工作应对个人信息保护问题的几条策略,包括严把情报收集入口关、合理运用情报分析方法、设定新的情报产品评价指标。 "	PTSQ201602005
公共图书馆面向读写困难症儿童服务研究——以东莞图书馆少儿分馆为例	周崇弘1:17180734|宋双秀2:33809943	7	读写困难症; 儿童服务; 公共图书馆; 特殊群体;	"以2012年东莞图书馆少儿分馆""公共图书馆为读写困难儿童服务""研究项目的实践为基础,介绍项目产生的背景及整体策划,从广泛收集资料、进行多渠道宣传,组织专业培训、提高馆员素养,制定测评量表、筛选目标儿童,确定培训教师、组建培训团队,开展主题活动、组织读写训练课程,进行反馈调查、评估服务效果六个方面详细分析具体实施过程,并对我国公共图书馆进一步开展读写困难症群体服务做出思考,认为应该制定服务指南与规范,加大服务宣传力度,延伸服务至家庭与学校,组织多种形式的服务,开展多方合作交流,开展服务效果评估。 "	PTSQ201602006
高校图书馆培育大学生志愿者阅读推广人的思考	梅华:06495093|杨晓湘:06479775|肖爱斌:25974262	4	高校图书馆; 大学生志愿者; 阅读推广人;	"简介阅读推广人的提出背景,分析培育大学生志愿者阅读推广人的可行性,包括高校领导的重视、馆员阅读推广经验丰富且热爱阅读推广工作、图书馆重视阅读推广活动的创新,认为大学生承担志愿者阅读推广人具有巨大的优势和潜力,提出高校图书馆成立阅读推广部、制定培训计划和讲义、对大学生志愿者阅读推广人实行学分制、评定优秀阅读推广人等几个培育大学生志愿者阅读推广人的具体方法和措施。 "	PTSQ201602007
“慕课”环境下我国高校图书馆核心竞争力提升策略研究	王雪涛:34693045|马小琪:11169974	5	“慕课”; 高校图书馆; 核心竞争力; 策略;	"简介""慕课""的产生和发展,总结图书馆的核心竞争力,分析""慕课""与我国高校图书馆的关系,指出""慕课""新颖的学习特点和服务方式在资源、服务和管理三个方面给高校图书馆带来的冲击,并从基于""慕课""内容的特色化信息资源建设、基于""慕课""特点的信息化服务建设、基于""慕课""环境的人力资源建设、基于""慕课""理念的信息素养教育四个方面提出""慕课""环境下高校图书馆提升核心竞争力的策略。 "	PTSQ201602008
面向本科专业教学改革的嵌入式学科服务研究与实践——以沈阳理工大学焊接专业“工程实践问题驱动”教学为例	孙杰1:08684064|孟凡玲2:26577605|刘爱国2:26799931	4	学科服务; 嵌入式服务; 教学改革; 焊接专业; 课程设计;	"简介本科专业教学改革的背景,分析学科服务嵌入本科专业教学改革的必要性:一是""工程实践问题驱动""教学需要嵌入式学科服务,二是嵌入式学科服务是图书馆知识服务发展的需要。提出嵌入式学科服务教学的总体设计,绘制流程图,并在沈阳理工大学焊接专业教学改革中进行实践:通过目标分析,学科馆员帮助学生选择合适的检索工具、制定检索策略、获取相关文献,最后学生阅读文献,在专业教师的指导下设计焊接工艺,并进行试验,取得成功。 "	PTSQ201602009
高校图书馆古籍读者服务工作的现状与思考——以湖南师范大学图书馆为例	李鹏连:26543213	5	高校图书馆; 古籍; 读者服务;	"调查26家高校图书馆古籍读者服务工作情况,指出高校图书馆古籍读者服务存在的问题,如从业人员紧缺、分工不合理,数字化、编目系统滞后,整理、开发力度不够等,并以湖南师范大学图书馆为例,从做好检索、阅览教育,熟悉馆藏、加强与读者的沟通,不断学习、提高业务素质与工作能力等几个方面提出做好高校图书馆古籍服务工作的几点思考。 "	PTSQ201602010
江苏大学图书馆“十三五”事业发展规划(2016～2020)		9	 	"简要回顾江苏大学图书馆""十二五""期间在资源建设、读者服务、科研与学科建设、社会服务、人才队伍建设、党的建设等六个方面的主要成就,总结经验,指出存在问题及面临的形势,明确""十三五""事业发展的指导思想、发展思路及目标,阐述""十三五""事业发展的主要任务,即推进文献资源中心、信息服务中心、知识交流中心、文化传承中心四个工程的建设,认为经费、人才、技术、管理、党的领导是完成主要任务的重要保障条件。 "	PTSQ201602011
国内关联数据研究现状及趋势的可视化分析	刘竟:22121429|孙薇:35159518|袁润:45728048	7	关联数据; 社会网络分析; 技术生命周期; 可视化;	"选取CNKI数据库收录的关联数据相关研究文献,利用社会网络分析法、文献计量法对关联数据领域作者共现和高频关键词共现进行可视化,在此基础上对高频作者的合著网络、中介中心性进行分析,对高频关键词词频及图谱、高频关键词共词矩阵、高频关键词聚类情况进行分析,呈现国内关联数据的研究现状及热点,并基于技术生命周期理论,尝试利用Loglet Lab软件估算国内关联数据各生命周期阶段的时间点,对该领域的发展趋势进行预测。 "	PTSQ201602012
阅读行为眼动研究知识图谱分析	王秀红:07763065|袁银池:31669915	10	眼动; 阅读行为; 知识图谱; 共被引; Citespace Ⅲ;	"选择Web of Science数据库中阅读眼动研究的相关文献数据,利用CitespaceⅢ、Hist Cite软件及数据库在线分析功能对数据进行分析,从学科分布、国家实力与合作、机构合作、作者合作、研究热点和前沿、高影响力作者及其代表性文献、期刊共被引几方面进行分析。研究结果表明,阅读眼动研究已形成多学科融合、多方位合作、多主流学派、心理学期刊主导的局面,研究热点主要涵盖阅读基本问题、实验内容、实验对象、技术模型四个知识群,研究前沿涉及患者或受测者对照、阅读方式与实验材料、词的加工和认知过程、信息处理与行为认知,从而为其他学者快速了解该领域的研究现状和前沿提供重要参考。 "	PTSQ201602013
基于三维战略坐标图的信息经济学热点分析	储伊力:29355766	6	共词分析; 聚类分析; 三维战略坐标图; 信息经济学;	"借助Excel、Sati3.2、Spss18、Ucinet等软件,统计2000~2015年中国学术期刊网络出版总库中刊载的所有主题为""信息经济""的学术论文,选取35个高频关键词构建多值矩阵和相异矩阵进行共词分析,在此基础上根据关键词之间的共现次数进行聚类分析,最终绘制出企业财务信息、新经济、信息经济中的创新行为、经济全球化、信息不对称、信息经济技术六个类团的新颖度、密度、中心度三个维度的战略坐标图,并进行具体深度分析,全面、综合地反映信息经济学研究的热点及趋势。 "	PTSQ201602014
民国时期古籍丛书出版的主要方式	崔建利:07952773	5	民国; 古籍丛书; 雕版印刷; 影印; 铅字排印;	"逐一介绍民国时期古籍丛书出版的三种主要类型:雕版印刷、影印和排印。传统的雕版印刷在民国时期古籍丛书出版中仍占有一席之地,主要以私刻为主,坊刻与官刻则相对稀少;影印(照相石印)和铅字排印成为这一时期图书出版的主流印刷手段,影印主要有原样影印、缩印、对原书行格重新剪切拼接后重印以及将原书内容重新抄写后再摄影缩印等四种样式;在工艺上,与传统雕版印刷、影印相比,铅字排印体现出一定的优越性,而在形式上,民国初期的铅印古籍丛书大多完全模仿雕版古籍的装帧方式,使得其版面构造、行款、装帧等与雕版古籍几无二致。 "	PTSQ201602015
本刊投稿格式		1	 	"<正>1架构顺序:1中文题目、作者姓名、作者单位名称及邮政编码、中文摘要、中文关键词(3-8个)、中图分类号;2英文题目、作者汉语拼音姓名、作者单位英文名称及邮政编码、英文摘要、英文关键词;3正文;4参考文献;5作者简介(姓名、性别、出生年、职称、职务、研究方向、发表论文及出版著作数量)。2摘要撰写:应能较详细地反映论文主要内容,包括问题、思路、观点、研究方法、工具、结论等, "	PTSQ201602016
征稿启事		1	 	"<正>《图书情报研究》系由江苏大学主办的图书馆学、情报学、档案学学术刊物(ISSN 2222-1603),热忱欢迎广大作者投稿。本刊以广大图书、情报、档案工作者和图书情报学、档案学专业师生为主要读者对象,坚持""百花齐放,百家争鸣""方针,注重理论性与实践性相结合、微观性与宏观性相结合、探索性与指导性相结合、学术性与可读性相结合、普及性与提高性相结合,致力于为学术研究搭建一个新的交流平台,着力打造学术精品。 "	PTSQ201602017
国外公共图书馆战略规划中愿景、使命和目标研究	曹树金:09997620|罗子豪:34640874	8	公共图书馆; 战略规划; 愿景; 使命; 目标;	"总结国内外学者在公共图书馆战略规划方面相关研究的基础上,选取国外19个城市公共图书馆战略规划文本,对其愿景、使命与战略目标进行内容分析,发现目前国外图书馆的愿景与使命着重关注信息资源、教育与促进学习、文化保存、创新培育等,而其战略目标则普遍重视促进学习、提升服务质量、提升馆员水平、提高技术应用、建立合作伙伴关系等几个方面。指出在制定中长期战略发展规划时,国内公共图书馆应注重发挥图书馆辅助学习、促进学习的功能,发挥图书馆的创新培育功能,注重合作伙伴关系的建立。 "	PTSQ201601001
中美城市公共图书馆战略规划中阅读推广策略比较研究	曹树金:09997620|王志红:32926543	7	城市图书馆; 公共图书馆; 战略规划; 阅读推广策略;	"以中美城市公共图书馆战略规划为分析文本,对中美城市公共图书馆阅读推广策略进行内容分析与比较。研究发现:中美城市公共图书馆战略规划中阅读推广策略所占比重均不是很高;在推广对象方面,美国城市公共图书馆在未来几年仍然将持续重视培养儿童早期阅读素养,国内城市公共图书馆除关注儿童之外,进城务工人员、低收入群体等特殊人群也是重点关注对象;推广方式均注重结合传统和新型阅读推广方式,开展多种形式的阅读推广活动;推广客体以书目等文献信息读物为主,美国城市公共图书馆更加强调阅读乐趣,而国内更加强调阅读习惯的培养。在分析中美差异的基础上提出四点建议:细化阅读推广对象、重点提升儿童早期阅读素养,创新阅读推广方式、加强与其他组织机构的合作,拓展阅读推广客体、着力提升民众阅读兴趣,增加并实施阅读推广效果评价。 "	PTSQ201601002
网络环境下公共图书馆服务宣传推广策略研究	曹树金:09997620|郑力:34640875	6	网络环境; 公共图书馆; 宣传推广; 策略;	"互联网环境下,公共图书馆在宣传与推广方面面临新的机遇与挑战。以广州图书馆、深圳图书馆和上海图书馆为例,调查这三所国内知名的公共图书馆利用官方网站、微信公众平台开展图书馆服务宣传推广工作的情况。采用SWOT方法分析我国公共图书馆的内部条件和外部环境,明确在新环境下利用新技术、新方法促进宣传推广的必要性。在此基础上,分别提出SO策略、ST策略、WO策略和WT策略,以期实现公共图书馆的全方位宣传推广,更好地完成公共图书馆的使命。 "	PTSQ201601003
高校图书馆资源发现系统创新扩散机制研究	曹树金:09997620|王志红:32926543	8	资源发现系统; 高校图书馆; 创新扩散; TOE框架; 信息系统采纳;	"介绍资源发现系统的研究现状,以创新扩散理论和TOE框架为基础,分析其在高校图书馆整体层面的创新扩散规律和个体层面的创新扩散过程。从个体层面提出认知、说服、选型、实施、确认和评价六个阶段创新扩散模型,并以上海交通大学为例进行讨论;同时对六阶段创新扩散过程中各个阶段的影响因素进行分析,构建用户-信息-技术-环境(U-I-T-E)四维度模型,详细讨论四个不同维度下具体的指标变量,提出完整的资源发现系统创新扩散影响因素模型。 "	PTSQ201601004
响应式Web设计及其在图书馆门户网站中的应用——以“211”高校图书馆为例	曹树金:09997620|吴育冰:33646965	5	响应式Web设计; 高校图书馆; 图书馆门户网站;	"介绍响应式Web设计的概念及关键技术,分析其优缺点,然后通过台式电脑、安卓手机、Ipad分别访问国内112所""211""高校图书馆门户网站,以期了解响应式Web设计在国内高校图书馆网站移动化建设中的应用情况。调查结果表明,仅有云南大学图书馆和中国科学技术大学图书馆的门户网站采用了响应式Web设计。最后,提出在未来,响应式Web设计并非最好的方式,也不是唯一的方式。未来高校图书馆门户网站建设不会仅局限于某一种平台,可采用未来友好的思维,顺应潮流,确保灵活,能够适应未来的一切变化。 "	PTSQ201601005
MOOCs环境下学科馆员嵌入式服务研究	陈越:10362452|都平平:10362541	6	大规模在线开放式课程; 学科馆员; 嵌入式服务;	"对MOOCs环境下学科馆员的定位进行分析,总结面向MOOCs的嵌入式服务的三个维度:课程建设咨询与技术支持、MOOCs化信息素养教育、MOOCs学习对象库建设。提出开展MOOCs环境下的嵌入式服务可以分为环境评估、优势切入及全面融合三个阶段,并给出每个阶段的服务推进策略。 "	PTSQ201601006
城市图书馆集群下基层图书馆服务标准化实践研究——以东莞图书馆总分馆为例	刘小斌:26384446	4	城市图书馆集群; 基层图书馆; 标准化; 标准规范; 总分馆;	"以东莞图书馆总分馆为例,从政策、国家及行业标准、实际情况、技术等四个层面介绍城市图书馆集群服务体系建设中,基层图书馆服务标准化的具体做法,分析标准化产生的良好效果,如基层网点增长迅猛、服务效果明显提升、活动日趋成熟、产生较大经济效益等,并做了进一步的思考,以期给发展中的各地区基层图书馆标准化建设提供借鉴和参考。 "	PTSQ201601007
公共图书馆立体讲座服务实践与思考——以“走读台州”为例	苏怡:31815390	4	立体讲座; 讲座服务; 走读台州; 工作策略; 公共图书馆;	"从活动形式和理念、总体设想、活动成效等几方面简要介绍台州市图书馆""走读台州""活动的概况,分析该活动的五个特点:主题鲜明化、形式新颖化、内容地域化、组织多元化、宣传全方位化。结合""走读台州""活动,对公共图书馆开展立体讲座服务提出三条建议:建设活动网页、丰富走读形式和线路、拓展宣传渠道。 "	PTSQ201601008
图书馆数字出版生态系统构建研究	袁润:45728048|姜晔:33328731	5	信息生态链; 数字出版生态链; 图书馆数字出版生态系统;	"分析图书馆在信息生态链的角色变化趋势,即由初始的信息传递者转变为集信息生产者、信息传递者和信息消费者于一身。然后,将信息生态链与数字出版链相结合,得到数字出版生态链。从数字出版的角度,构建出图书馆数字出版生态系统。最后,比较图书馆数字出版生态系统与出版生态系统的不同之处。 "	PTSQ201601009
微博的界定及其管理与利用	周金元1:08091830|周天羚1:34640876|陈刚2:06690069	5	微博; 信息源; 信息甄别; 信息管理; 信息利用;	"从定义、加工集约程度、特征三个方面将微博和传统信息源进行比较。分析当前微博发展面临的主要问题,提出微博信息甄别的三阶段:机构甄别、机器过滤、人的主观甄别。就微博信息的管理和利用提出自己的几点思考:微博的标准和法律规范的设立,扩展微博互动和微博问政制度,进一步挖掘微博的商业价值。 "	PTSQ201601010
高校图书馆改进数字资源采购模式之我见	周杨:31035309|郑加佳:27787109	4	高校图书馆; 数字资源采购; 改进;	"介绍高校图书馆数字资源采购的三种常见付费模式,即大宗交易、按学科主题采购和按次计费,并分析三种模式各自的优缺点,以Emerald、Jstor、Springer数据库为例,对贵州财经大学图书馆数字资源实际使用情况进行具体分析,提出基于图书馆具体使用状况的更加精细化的采购模式改进方案:按品种组合资源包,根据学校重点学科购买和按篇购买,并进行了可行性论证。 "	PTSQ201601011
影响SCI、EI、CPCI收录论文检全率的特殊因素	王红霞1:21490365|郑建明2:08073193	7	科学引文索引; 工程索引; 科技会议录索引; 检全率;	"总结影响SCI、EI、CPCI三大数据库检索结果的多个不常见因素,包括收录规则、期刊更名、编辑失误、期刊整期缺少、会议文摘的特殊收录等,通过举例一一进行说明,并提出解决思路与技巧。 "	PTSQ201601012
Scientometrics2000~2014年载文分析	王玲1:09961003|王丽丹2:32998281	6	情报学; 期刊评价; 文献计量学; Scientometrics;	"以SCI数据库中Scientometrics2000~2014年期间刊载的2 415篇论文为研究对象,采用文献计量学的方法,从载文量、被引情况、合作情况、核心作者、研究热点等几个角度进行分析,同时对中国作者发表的论文进行重点分析。研究结果表明,中国的发文量逐年上升,2011~2014年一直排在第一,但是总被引次数以及篇均被引次数都偏低,合作论文以国内合作为主,国际合作比例偏小,主要的合作国家有美国、比利时等。 "	PTSQ201601013
2010~2014年我国企业竞争情报研究热点分布与趋势分析	胡安琪:31977712	6	企业; 竞争情报; 热点分布; 趋势;	"对CNKI数据库中2010~2014年我国企业竞争情报研究的相关文献进行关键词共词分析、聚类分析、多维尺度分析,总结近五年我国企业竞争情报研究的三大热点:从战略高度构建企业竞争情报体系研究、以网络信息为情报源的企业竞争情报研究以及企业技术竞争情报研究,结合热点分布指出我国企业竞争情报研究的三大趋势:企业竞争情报的开展主体不再局限于单个部门、网络成为企业竞争情报开展的主要阵地以及技术情报受到企业高度关注。 "	PTSQ201601015
e-Science环境下青年科研人员科研信息素养现状调查与分析	齐俊景:31373562	6	e-Science; 科研信息素养; 信息获取与管理; 青年科研人员;	"采用问卷调查法,从e-Science环境感知、科研信息获取、科研数据存储与管理、科研信息分析与利用及科研交流与合作几个方面,对青年科研人员的科研信息素养现状展开调查。在分析调查数据的基础上,从科研主体的角度提出三条提升青年科研人员科研信息素养的对策:定期开展信息检索教育与检索经验交流,采用多种方法提高科研数据管理意识,构建良好的科研信息共享氛围及完善共享激励机制。 "	PTSQ201601016
高校图书馆“十三五”规划经验交流会举行		1	 	"<正>2015年12月10日至11日,由教育部高等学校图书情报工作指导委员会战略规划组及江苏省高等学校图书情报工作委员会主办、江苏大学图书馆承办的高校图书馆""十三五""规划经验交流会在镇江举行。江苏大学宋余庆副校长致开幕辞,来自国内外100多所高校图书馆的馆长、副馆长和业务骨干等200多名代表出席会议,江苏大学图书馆卢章平馆长主持开幕式。美国伊利诺伊大学伊利诺伊州消防服务培 "	PTSQ201601014
《滇南文略》的成书、体例及文章评点	茶志高:31968083	7	袁文揆; 张登瀛; 《滇南文略》; 成书; 体例; 文章评点; 《滇南诗略》;	"《滇南诗略》与《滇南文略》分别是清代云南重要的历代诗、文汇编。《滇南文略》的编者在辑《滇南诗略》时,兼顾《滇南文略》材料的搜罗,而编刻稍为滞后,《滇南诗略》的成书极大地推动了《滇南文略》的纂辑。《滇南文略》的编排体例主要有四个特点:不求备体,而是分门别类以求古;文体排列顺序体现""尊君尊经""、""义正事公""的思想;对未见之文不下断言,留有余;评点的选择标准不注重照官爵、行辈之先后,而以评点之精当与否为准。《滇南文略》的文章评点主要包括眉批、行间评语、跋语等类型,不少评语清楚地交代了所收文章的不同来源。其编排体例合理,文章评点独到,搜罗广泛,成为后来编纂云南相关文集的材料来源和总集编纂的范例。 "	PTSQ201601017
《中国古籍总目·史部·目录类》“郡邑”类条目补正	周日蓉:34217432	4	中国古籍总目; 郡邑; 补正;	"从书名著录不准确、作者著录讹误、版本信息著录不准确、馆藏地著录讹误以及误收地方诗文总集等几个方面,指出《中国古籍总目·史部·目录类》""郡邑""类的疏漏之处,并略加分析,以为补正。 "	PTSQ201601018
本刊投稿格式		1	 	"<正>1架构顺序:(1)中文题目、作者姓名、作者单位名称及邮政编码、中文摘要、中文关键词(3-8个)、中图分类号;(2)英文题目、作者汉语拼音姓名、作者单位英文名称及邮政编码、英文摘要、英文关键词;(3)正文;(4)参考文献;(5)作者简介(姓名、性别、出生年、职称、职务、研究方向、发表论文及出版著作数量)。2摘要撰写:应能较详细地反映论文主要内容,包括问题、思路、观点、研究方法、工具、结论等,不必出现""本文""、""了""等字样,英文与中文相对 "	PTSQ201601019
征稿启事		1	 	"<正>《图书情报研究》系由江苏大学主办的图书馆学、情报学、档案学学术刊物(ISSN 2222-1603),热忱欢迎广大作者投稿。本刊以广大图书、情报、档案工作者和图书情报学、档案学专业师生为主要读者对象,坚持""百花齐放,百家争鸣""方针,注重理论性与实践性相结合、微观性与宏观性相结合、探索性与指导性相结合、学术性与可读性相结合、普及性与提高性相结合,致力于为学术研究搭建一个新的交流平台,着力打造学术 "	PTSQ201601020
高校图书馆阅读推广的多样化与品牌建设	王新才:08989203	5	高校; 阅读推广; 品牌建设; 多样化;	"在介绍国内外阅读推广背景与组稿缘起的基础上,指出高校阅读推广活动在组织者、推广对象、推广主题、活动形式方面呈现出多样化的形态,认为高校阅读推广活动品牌知名度的形成和培育取决于创意、定位、投入、持续、宣传五方面的因素,并讨论了多样化的阅读推广活动是基础、是否形成品牌是判断阅读推广活动成功与否的标准、领导的重视与良好的管理是阅读推广活动的保障以及必要的宣传是扩大阅读推广活动影响的关键几个相关问题。 "	PTSQ201504001
读书会在阅读推广中的重要作用——华中师范大学“风雅读书会”解析	朱立红:07643554	5	阅读; 读书会; 经典阅读; 高校图书馆;	"简介华中师范大学图书馆""风雅读书会""的创办、理念及""风雅悦读会·师生共分享""和""文华公书林讲坛""两个阅读活动平台,逐一分析开展读书会活动的策划过程:读书会的准确定位、选题范围的规划、选题的确定、学生的阅读需求以及主讲嘉宾的选聘,从制度化管理以保证阅读推广活动的持续性、实施阅读信息化以扩大阅读推广活动的延展性、采取多样化形式以增强阅读推广活动的创新性三个方面重点解析读书会的特色,最后指出风雅读书会的意义及存在的问题。 "	PTSQ201504002
体验式阅读推广活动探析——以“六五环境日百人读书接力”活动为例	周迪:33826769|熊婵:17306038	5	阅读推广; 高校图书馆; 读书接力; 世界环境日; 华中农业大学;	"从活动的策划与设计、活动现场、活动反响三个方面介绍华中农业大学图书馆的""六五环境日百人读书接力""活动。在总结该活动经验、得失的基础之上,提出体验式阅读推广活动的四点思考:转换视角,真正契合读者的心理期望;善用主流媒体与新媒体;应有科学的评价指标体系;强化高校阅读推广对全民阅读的示范与引擎作用。 "	PTSQ201504003
利用特色资源和活动开展阅读推广——中南民族大学图书馆的探索	徐澎:22483971	4	阅读推广; 特色资源; 竞赛; 宣传;	"阅读推广在全世界和全中国都日益受到重视,联合国和各个国家与地区都为阅读推广做出了努力。本文介绍中南民族大学图书馆各项阅读推广举措,包括立足于特色资源的推广、以竞赛促进阅读、以知识讲座提升文化品位以及面向社会公众开放的阅读推广等,并从学校及图书馆领导重视、与各部门及学生团体合作、以资源为基础开拓创新服务、信息素养教育推动阅读、打造全方位立体宣传网络五方面分析该馆阅读推广的成功经验与启示。 "	PTSQ201504004
