篇名	作者	页数	关键词	摘要	filename
工业过程控制系统研究现状与发展方向	柴天佑:05965131	13	 	"通过对过程工业和离散制造业不同特点和智能制造的不同目标的分析,提出了实现高效化与绿色化为目标的过程工业智能优化制造的涵义和工业过程控制系统的发展方向——智慧优化控制系统.在分析工业过程控制、优化和故障诊断与自愈控制方法和控制系统实现技术研究现状的基础上,结合智慧优化控制系统的愿景功能,提出了控制、优化和故障诊断与自愈控制方法与控制系统实现技术的发展方向,结合我国过程工业的实际需求,提出了当前应开展的具有自适应、自学习、安全可靠优化运行的智能化控制系统理论与技术的研究方向和主要研究内容. "	PZKX201608005
知识自动化及工业应用	桂卫华:05964310|陈晓方:09976961|阳春华:00008165|谢永芳:09982998	19	 	"知识型工作是对知识的利用和创造,是具备知识才能完成的工作.现代工业中机器已经基本取代体力劳动,其管理、调度和运行的核心是知识型工作.知识型工作自动化是驱动未来经济发展的颠覆性技术,具有广泛应用价值,知识自动化主要是指知识型工作的自动化.论文综述了国内外在知识获取、表示、关联、推理等知识自动化相关的研究现状及基于知识的自动化应用技术.通过锌冶炼厂原料采购决策知识自动化实例阐明了如何实现工业过程的知识自动化.结合工业生产过程在管理决策、计划调度、运行优化各个层面实现知识自动化面临的新挑战,探讨了工业生产过程知识的特点及知识自动化的若干问题,最后给出了知识自动化的研究对策建议. "	PZKX201608006
高效信号辐射源和探测器件	黄燕1:10633703|王林1:24708801|胡伟达1:09619158|潘建珍1:35582425|郝加明1:34878781|徐刚毅1:34118549|陈建新1:10353432|尤立星2:21913437|孙晓玮2:10354987|王刚3:25794299|陈效双1:09665915|陆卫1:09665998	18	 	"本文通过信号辐射源和探测器件的国内外研究现状,从太赫兹/长波红外器件设计、仿真与测试技术、太赫兹/长波红外材料生长和器件研制、毫米波射频器件、真空/超导电子器件、人工电磁材料和器件等5个方面分析了信号辐射源和探测器件的发展趋势,最后总结了需重点开展研究的科学问题. "	PZKX201608007
海洋信息获取、传输、处理及融合前沿研究评述	"徐文1,2:09388776|鄢社锋3:05982810|季飞4:07549712|陈景东5:09120639|张杰6:06967074|赵航芳1:17688334|陈戈7:09517509|吴永清3:10357541|余华4:10693035|张歆5:10206144|许肖梅8:10231990|陈惠芳1:10276668"	33	 	"海洋信息的获取、传输、处理和融合,不仅在海洋科学研究、环境调查、资源开发、权益维护与安全防卫中发挥重要的作用,也因其应用环境的特殊性而成为信息科学研究的热点之一.海洋信息技术近30年的发展分享信息理论的丰富成果,同时突显出传播物理、信号处理以及海洋环境的紧密关系,这种结合在其他信息领域较为少见.本文主要关注海上目标探测、识别理论及方法;水下目标探测机理和识别方法;水下通信与海空一体信息传输;海洋环境遥感遥测理论与方法;海洋数据处理与信息融合方法与技术等.旨在通过对海洋信息获取、传输、处理和融合前沿研究的评述,凝练若干海洋信息关键科学问题,为我国海洋信息基础理论与方法的发展提供思路. "	PZKX201608008
毫米波与太赫兹技术	洪伟:14859838|余超:22496988|陈继新:06600383|郝张成:06614930	22	 	"本文概要介绍了毫米波与太赫兹技术的研究现状,并根据国内外发展趋势梳理归纳了今后的一些重要发展方向.在毫米波技术方面,重点介绍了近年来毫米波芯片的研究现状与新进展,同时也介绍了一些热点毫米波系统应用,如毫米波通信、毫米波成像、毫米波雷达等.相对于毫米波频段,太赫兹频谱的利用还处在探索阶段.本文重点对太赫兹的一些关键技术作了概要介绍,包括太赫兹源、太赫兹传输、太赫兹检测、太赫兹元器件等.简要介绍了太赫兹在天文学、无损检测、生命科学、安全、高速通信等领域的一些应用. "	PZKX201608009
微纳集成电路和新型混合集成技术	曾晓洋1:06708607|黎明2:25902402|李志宏2:06265385|陈兢2:06254192|杨玉超2:35582426|黄如2:00012413	28	 	"随着摩尔定律的不断推进,集成电路产业迎来了巨大发展机遇的同时,也面临着前所未有的发展瓶颈和技术挑战.论文围绕创新的微纳集成电路和新型混合集成技术领域的基础理论和关键技术问题,聚焦在新型低功耗器件及电路理论,纳米尺度单片集成电路技术、微纳传感和异质集成融合技术等方向,开展了比较广泛和深入的国内外研究现状与发展趋势综述,旨在为人们提供一个相对全面的""后摩尔""时代集成电路创新理论与技术发展脉络图,也尝试为新型应用驱动的集成电路技术与产品开发描绘出新的路线图. "	PZKX201608010
超高分辨、高灵敏光学检测方法与技术	"张雨东1,2:10527863|骆清铭3,4:07593441"	20	 	"超高分辨、高灵敏光学检测方法与技术不仅是获取物质微观信息的重要手段,同时也是高精度光学加工、高精密3D打印等先进制造技术的基础.本文简要介绍和分析了超高分辨和高灵敏光学成像技术、亚纳米级精度光学表面检测技术、三维空间信息精确提取与精密检测技术,以及高灵敏度精细光谱实时检测技术等方向的发展历史、现状以及发展趋势,结合我国的战略需求,对""十三五""期间应重点开展的超高分辨、高灵敏光学检测方法与技术提出了建议和展望. "	PZKX201608011
光电子器件与集成技术	祝宁华1:09516761|李明1:26094695|郝跃2:00000420	19	 	"光电子器件与集成技术具有低功耗、高速率、高可靠、小体积等突出优势,是突破信息网络所面临的速率带宽、能耗体积、智能化与可重构等方面瓶颈的核心关键技术.本文围绕光电子器件与集成技术,综述了近年来光通信及信息处理功能集成芯片技术、超高分辨成像及显示芯片技术和宽禁带光电子器件技术的研究现状、重要进展以及我国已具备的基础和条件,分析并提出了在未来5年主要的研究方向和内容等相关建议. "	PZKX201608012
征稿简则		1	电子技术及信息科学	"<正>简介:《中国科学:信息科学》(英文名称:SCIENTIA SINICA Informationis)是中国科学院和国家自然科学基金委员会共同主办、《中国科学》杂志社出版的学术刊物.本刊力求刊载信息科学领域最高学术水平的中文文章,及时报道计算机科学与技术、控制科学与控制工程、通信与信息系统、电子科学与技术等领域基础与应用研究方面的原创性成果,推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版.收录情况:《中国科学:信息科学》被《中文核心期刊要目总览》、《中国科学引文数据库》、《中国期刊全文数据库》、《中国科技论 "	PZKX201608013
从单幅图像学习场景深度信息固有的歧义性	"何雷1:35378976|董秋雷1,2,3:22049924|胡占义1,2,3:10595815"	8	 	"从单幅图像学习场景深度信息是目前机器学习的一个重要问题,这类方法的原理依据是人类视觉系统可以从单幅图像感知深度.人类单眼感知深度是一种长期进化的能力,其对应的""脑加工机理""仍远未清楚,所以将这种""原理""直接作为""计算依据""的合理性似乎并不充分.事实上,三维场景到二维图像的成像过程,存在严格的几何映射关系.当没有任何先验信息时,场景深度与相机焦距存在固有的歧义性.所以,本文认为目前文献中从单幅图像学习场景深度信息这类方法,由于没有考虑焦距的因素,在原理上存在固有的缺陷.本文通过对实际图像进行测试,证实了这种歧义性的存在.从单幅图像学习深度信息,应该考虑相机内参数的影响,至少是相机有效焦距的影响. "	PZKX201607001
基于多源共享因子的多张量填充	张骁:35375764|胡清华:28840286|廖士中:08914300	15	 	"张量填充在数据挖掘、机器学习、生物信号处理等领域有着广泛的应用.现有的张量填充方法多在低秩假设的前提下对单独的张量进行填充,然而由于张量数据的复杂结构,张量填充的精度通常较低.为此,研究不同来源多个张量同时填充的方法.首先,利用Tucker分解将多源张量填充问题转换为最小二乘问题.然后,假设不同来源的张量在共享模式上具有共同的信息,为Tucker分解构造共享的因子矩阵集,提取多源张量在共享模式上的共同潜在结构,进而建立基于共享因子的多源张量填充(SF-MTC)方法.最后,利用非线性共轭梯度法和奇异值分解(SVD)快速求解Tucker分解的因子矩阵集及核心张量,完成同时对多个张量的填充,并进一步分析了SF-MTC的计算复杂度.在人工及实际数据集上的实验结果表明,所提出的SF-MTC能提高张量填充的求解效率,并在具有相关性的多源张量数据集上得到更高的填充精度. "	PZKX201607002
求解多阶段护士排班问题的带权禁忌搜索算法	苏宙行:35375765|王卓:07608486|吕志鹏:07591520	21	 	"本文研究了多阶段护士排班问题,该问题由第2届国际护士排班竞赛提出,在医疗优化领域具有重要的意义.针对多阶段护士排班问题,本文提出了一种带权禁忌搜索算法.该算法使用了3种互斥的简单邻域结构与一种复合邻域结构,并根据其适应性动态调整搜索各邻域的概率.同时,通过调整各护士的惩罚权重来实现搜索过程中集中性与疏散性的平衡.为了应对各个独立的阶段缺乏全局信息的问题,提出了一种对全局约束的近似评估策略.算法还针对自适应的邻域选择策略,以减少多种邻域的整体计算开销为目标设计了邻域评估的缓存策略,进一步提升了算法的执行效率.算法在竞赛使用的60个算例上的计算结果表明了算法的有效性,最终在第2届国际护士排班竞赛决赛中排名全球第4.此外,本文对算法中的关键要素进行了对比分析,表明了这些组成部分的方案选择和参数设置的合理性. "	PZKX201607003
可完全验证的双线性对运算外包算法	"任艳丽1:25980509|丁宁2,3:11563843|王天银4:10966720|陆海宁5:09597721|谷大武2:08515643"	15	 	"双线性对运算是基于对的密码学中最昂贵的运算.基于两个不可信的服务器,本文首先提出了单个双线性对运算的外包计算方案.用户不需要执行任何复杂度高的运算,如标量乘、模乘运算等.本文还提出了多个双线性对运算的外包方案,效率远远高于调用单个对运算外包方案.在所提的两个算法中,如果服务器不诚实,用户均能以概率1检测到错误.基于两个算法,本文还提出了可外包解密的基于身份匿名加密方案和签名外包验证的基于身份签名方案. "	PZKX201607004
基于无标度先验的图模型结构学习	"郭骁1:35378990|张海1,2:09099886|吴奖伦3:35378991"	13	 	"本文研究在无标度先验下,图模型的结构学习问题.提出新的正则化模型,其惩罚项为Log型和Lq型惩罚函数的复合,该模型包含无标度先验.本文使用重赋权迭代算法求解该模型.实验表明,所提出的新模型有效、实用,其在参数估计和模型选择方面均有良好效果. "	PZKX201607005
基于轨迹基的三维非刚体线性重建方法	"刘侍刚1,2:15539765|彭亚丽1,2:22079053|雷涛3:11198935|刘中华4:10828063|汪西莉2:09498680"	16	 	"为了实现非刚体的三维重建,本文提出了一种基于轨迹基的三维非刚体线性重建方法.利用非刚体的运动轨迹构成一个低维子空间,并由一组Haar小波基线性表示,从而线性地实现三维非刚体的重建.由于该Haar小波基可以事先定义,求解的未知数大大减少,并且使三维非刚体的重建转化为线性求解问题,提高了算法的鲁棒性.仿真实验和真实数据实验表明,该方法能够有效地实现非刚体的三维重建. "	PZKX201607006
基于空域信道跳变抗干扰DOA估计方法	"郭素霞1:17627092|李翔宇1:27771246|金梁1:17607193|刘璐1:30768475|季新生1,2:21276051"	14	 	"针对信源与干扰来波方向接近时,传统子空间估计方法 ""秩亏""导致DOA失效的问题,通过引入可控的人工跳空信道及跳空图案,使信源在一个码元周期内的等效空域信道动态变化,以加大信源和干扰的信道特征差异,从而有效规避干扰的影响,解决了信源和干扰DOA估计的分辨问题.由于N次跳变可等效地在空域衍生出N对虚拟阵列,因此可成倍扩展虚拟阵列数及子空间维度,提高了DOA估计的分辨性能.仿真结果验证了该算法的有效性. "	PZKX201607007
多跳协作V-MIMO信道遗传优化估计	"张祖凡1,2:15493519|张宇1:26729050|唐彦楠1:31133304"	12	 	"针对多跳协作虚拟多输入多输出(virtual multiple input multiple output,V-MIMO)系统信道估计问题,研究分析了多跳级联信道和能量泄露对信道稀疏性的破坏性,考虑到采用译码转发协作能够避免级联信道估计产生的估计误差积累,遗传算法优化正交基可以提高信道稀疏度,提出基于译码转发协作的多跳协作V-MIMO系统的遗传算法优化正交基信道估计算法.仿真结果表明,相比放大转发,所提出的算法提高了信道估计精确度、降低了多跳协作V-MIMO系统的误符号率. "	PZKX201607008
非理想CSI下DF与RF中继SIMO系统保密中断性能分析	王丹阳:35375766|赵辉:34557509|潘高峰:30355268	12	 	"本文研究了非理想信道状态信息(channel state information,CSI)下经典4点(信源、信宿、中继、窃密者)模型的物理层保密中断性能.在此模型中,考虑窃密信道为单输入多输出,也就是信源、中继均为单天线,信宿、窃密者均为多天线.信宿和窃密者均采用最大比合并分集策略处理接收到的多径信号,中继分别采用解码放大转发(decode-and-forward,DF)和随机放大转发(randomize-andforward,RF)两种方式向信宿转发信息.信源通过中继向信宿发送信息时,信源与中继、中继与信宿两跳通信过程均遭到窃密者的窃听.在非理想CSI下,本文分别推导出了DF与RF中继转发下保密中断概率的闭式表达式及渐近表达式,并通过Monte Carlo仿真验证了理论模型的正确性. "	PZKX201607009
征稿简则		1	电子技术及信息科学	"<正>简介:《中国科学:信息科学》(英文名称:SCIENTIA SINICA Informationis)是中国科学院和国家自然科学基金委员会共同主办、《中国科学》杂志社出版的学术刊物.本刊力求刊载信息科学领域最高学术水平的中文文章,及时报道计算机科学与技术、控制科学与控制工程、通信与信息系统、电子科学与技术等领域基础与应用研究方面的原创性成果,推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版.收录情况:《中国科学:信息科学》被《中文核心期刊要目总览》、《中国科学引文数据库》、《中国期刊全文数据库》、《中国科技论 "	PZKX201607010
移动计算环境下基于动态上下文的个性化Mashup服务推荐	"何伟1,2:08257547|崔立真1,2:08198818|任国珍1:08854536|李庆忠1,2:08852561|李婷1:08212488"	21	 	"移动互联网的快速发展和智能终端数量的迅速增长使得Internet服务更加密切地融入到人们的生活中,面向非专业用户的Mashup服务在移动计算环境下有着更广泛、迫切的需求,同时,用户行为过程中的上下文动态不确定性、用户行为模式复杂性和个性化特征等因素对传统Mashup技术提出了挑战.针对目前Mashup技术和研究中存在的问题,本文将关注点从离散的服务推荐扩展到Mashup构造与运行过程,提出一种新的基于迭代式自主构造的Mashup服务组合和运行模式,主要思想是对大量离散、孤立的历史执行轨迹进行挖掘处理,建立上下文相关和偏好相关的用户行为选择概率模型,为构造优化的个性化Mashup组合方案提供支持.分析和模拟实验表明,面对移动环境上下文动态性和普适性特点,本文方法能够有效简化Mashup构造过程中用户参与的复杂性,减少对用户专业知识的依赖;同时,在用户行为模式预测和Mashup服务构造与推荐方面能够获得比其他服务推荐或组合方法更好的效果. "	PZKX201606001
算术表达式的一种可信计算算法及其软件ISReal	赵世忠:24642663	16	 	"算术表达式的精确计算是确保各类复杂计算正确性的基础.然而,对于大多数主流软件来说,计算过程中""不正确的舍入误差""与机器误差,导致计算结果不稳定.针对这种计算不稳定问题,本文提出中间运算的精度自适应技术,进而给出算术表达式的一种可信计算算法,并用C++实现软件ISReal.利用该算法(软件),不论计算模型是""良态的""还是""病态的"",均可计算出其任意精度的值,即计算结果始终与理论结果相一致. "	PZKX201606002
基于分布式非负矩阵分解的大规模主题社区挖掘	"贺超波1,2:29014268|汤庸2:23892884|杨阿祧3,2:26181165|赵淦森2:26445736|刘海2:07576614|黄昌勤2:23158227"	15	 	"复杂网络的主题社区挖掘具有重要的应用价值,但现有方法可扩展性差,无法高效挖掘大规模复杂网络的主题社区.针对该问题,提出一种基于分布式非负矩阵分解的主题社区挖掘方法:TCMDNMF(topic community mining based on distributed nonnegative matrix factorization),该方法基于非负矩阵联合分解模型,可以有效统一集成节点链接和内容信息挖掘主题社区.通过采用梯度下降方法对主题社区挖掘模型进行了优化求解,并引入L1范数作为稀疏性正则项以及基于Map Reduce分布式计算框架提高了关键算法的计算效率.实验结果表明,TCMDNMF不仅可以有效挖掘主题社区,而且具有高度可扩展性,可以有效解决大规模复杂网络主题社区挖掘带来的大数据量计算问题. "	PZKX201606003
OFBNLF加密工作模式的分析	"孙哲蕾1,2,3:35094829|王鹏1,3:32903032"	14	 	"OFBNLF(output feedback with a nonlinear function)模式是我国分组密码工作模式的国家标准之一,选择明文攻击不可区分(IND-CPA)模型则是用来评判分组密码工作模式的重要安全指标.迄今为止,还没有文献对OFBNLF模式的安全性进行分析或证明,也没有文献对其软件实现进行评估.本文对OFBNLF模式的安全性分析进行了研究,在给出OFBNLF模式的在线加密描述的基础上,采用做游戏(game-playing)的技术,第一次证明了OFBNLF模式在逐分组选择明文攻击不可区分(BWIND-CPA)模型下的安全性.鉴于之前对BW-IND-CPA模型的形式定义并没有对一般的加密模式进行在线的形式化处理,本文在给出在线加密形式定义的基础上,重新对BW-IND-CPA模型进行了定义.同时还对OFBNLF软件实现效率做了评估,并与国家标准中其他的加密模式在安全性和软件实现效率方面分别进行了对比. "	PZKX201606004
三值光学计算机双空间存储器的结构和理论	"欧阳山1,2:26602763|彭俊杰1:22478794|金翊1,2:09541286|沈云付1:09542946|刘学民1:27549066|韩越兴1:34557507|李卫民1:23721152"	20	 	"三值光学处理器的数据位数高达数千位,每一位的计算功能都可以按用户要求实时重构,每一位都可分配给不同的任务使用.因此,会有大量数据在三值光学计算机的存储器和光学处理器之间频繁传送.针对这一新问题,利用固态盘兼有非易失性和随机访问性的特点,作者研发了双空间存储系统和内存空间推移技术.本文详细介绍了双空间存储器的理论、构造、管理和使用方法,以及内存空间推移技术的硬件结构、技术原理和推移命令.讨论了利用在双空间存储器中设置的不可闭窗,实现开机后无等待地接续停机前的工作、启动程序无等待和提高系统安全性的新方法.文中描述了在8086系统中设置双空间存储器的结构和实施内存空间推移技术的仿真实验,实验结果证实了这个新理论的正确性和相关技术的有效性.双空间存储器理论和内存空间推移技术不仅满足了三值光学计算机对存储器的需求,而且为构造基于固态盘的计算机新体系结构提供了理论和技术基础. "	PZKX201606005
基于MIMO雷达的海面场景成像模拟及海浪信息反演方法	王伟1:06980564|张斌1:06981135|马跃华2:32621837|朱昨庆3:17229750	14	 	"多输入多输出(multiple input multiple output,MIMO)雷达作为一种新型的雷达体制,其成像兼具高分辨率与实时性的优点,为海面成像观测提供了一种新的技术平台.基于MIMO雷达的海面成像技术目前还处于探索性研究阶段,若干关键问题需要进一步解决和完善.针对这一问题,本文从MIMO雷达海面场景模拟和基于MIMO雷达图像的海流与海浪信息反演两个方面展开了研究.在MIMO雷达海面场景成像模拟方面,针对目前利用MIMO雷达对海面进行成像的外场实验条件尚不具备的问题,提出一种基于双尺度模型的MIMO雷达海面场景成像模拟方法.利用曲率修正的双尺度方法和阴影效应构建海面的后向散射截面分布模型,以此为目标采用舰载MIMO雷达成像系统与反向投影成像算法对其作成像处理.在海流与海浪信息反演方面,利用所得的MIMO雷达图像反演海表面流速与海浪参数.反演海流时,采用加权最小二乘法,在海浪参数反演时,利用成像模拟仿真实验确定了MIMO雷达的调制传递函数,在此基础上获得了海浪谱与海浪参数反演结果.相比于航海导航雷达,基于MIMO雷达的有效波高,主波波向与上跨零周期反演都具有更高的精度.仿真... "	PZKX201606006
基于IEEE 1588协议的多跳无线网络时间同步方法	"王照伟1,2,3:33358997|郑萌1,2:33101686|曾鹏1,2:09631810|李栋1,2,3:28218876"	12	 	"考虑无线链路的非对称传播时延、中间节点的转发时延以及从节点的时钟源计时误差因素,提出一种全新的基于IEEE 1588协议的多跳无线网络时间同步方法.该时间同步方法首先建立主从时钟之间的时钟偏移以及时钟偏移率的状态空间模型,然后基于此状态空间模型,利用Kalman滤波方法对从节点的时间进行估计.仿真结果表明,本文的时间同步方法与现有工作相比具有更高的同步精度. "	PZKX201606007
一种基于信号循环平稳特征的抵御恶意模仿主用户攻击协作频谱检测算法	"马彬1,2:15448476|方源1,2:35079094|谢显中1,2:10628765"	11	 	"现有的抵御恶意模仿主用户攻击(PUEA)算法大多基于能量检测,有着应用环境特殊,易被模仿等缺点.针对上述情况,本文提出了一种基于信号循环平稳特征的抵御PUEA协作频谱检测算法,该算法通过对次用户的本地判决结果进行统计分析,并与不含恶意用户情况下的理论统计特性作比较,来识别系统是否受到恶意用户攻击.仿真结果表明,该算法在保证良好的频谱检测性能的同时可以有效抵御PUEA,是一种简单有效的抵御策略. "	PZKX201606008
一种余数基性能评估及多通道余数基构建方法	马上:06541831|汪陈浩:32706605|胡剑浩:05979108|姚毅:26621552	11	 	"余数系统由于其优良的并行计算特性,在乘加密集型的数字信号处理系统中得到了深入研究和关注.余数基的选择和构建是余数系统应用中的核心问题之一,它是VLSI实现复杂度的关键因素.目前的研究已经提出了多种具体的余数基形式,但构建方法种类繁多,且在构建过程中具有较大的随意性.传统的评估方法均为面向特定应用的电路实现进行评估,忽略了余数基形式带来的内在影响.本文从余数基的基本运算单元、动态范围利用率、通道间平衡性、余数基并行度这4个方面对余数基实现性能进行抽象,同具体的电路实现性能评估一起作为描述余数系统性能的参数,以避免通常的VLSI实现性能评估只能针对具体实现结构和电路的弊端,为余数基的构建提供建议.基于此,本文通过引入一个新的余数基分量,提出了一种多通道余数基构建方法,所构建的余数基具有良好的动态范围利用率、平衡性和并行度. "	PZKX201606009
征稿简则		1	电子技术及信息科学	"<正>简介:《中国科学:信息科学》(英文名称:SCIENTIA SINICA Informationis)是中国科学院和国家自然科学基金委员会共同主办、《中国科学》杂志社出版的学术刊物.本刊力求刊载信息科学领域最高学术水平的中文文章,及时报道计算机科学与技术、控制科学与控制工程、通信与信息系统、电子科学与技术等领域基础与应用研究方面的原创性成果,推动信息科学技术发展,搭 "	PZKX201606010
中国科学:信息科学(月刊)		1	电子技术及信息科学	"<正>SCIENTIA SINICA Informationis定位:发表信息领域最高学术水平的中文文章,包括计算机科学与技术、控制科学与控制工程、通信与信息系统、电子科学与技术、生物信息学等领域的理论、工程技术和应用研究方面的原创性成果,推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版. "	PZKX201606011
智慧城市的智能汽车	李骏:10598253|邱少波:10948352|李红建:10994085|张晓艳:34926259|和卫民:27610142|王永军:13548377|姚一玮:34926260|杨兴旺:10992839	9	 	"本文分析了大城市机动出行问题,对国内外主要城市交通拥堵程度进行了评估,总结了城市交通的4大问题.本文以全方位视角概括分析了国际先进的智慧城市解决方案,提出了成都智慧城市交通解决方案,提出了一汽未来商业模式的转型,即从过去简单地提供产品,向提供智慧城市智能汽车(SVSC,Smart Vehicle for Smart City)加提供服务产品(FSCT,FAW Smart City Transit)转型,本文最后对SVSC和FSCT新概念进行了概述. "	PZKX201605001
汽车经济性行驶优化	"郭露露1,2:29638177|高炳钊1:07672713|陈虹1,2:07655476"	11	 	"汽车经济性行驶优化通过改善车辆行驶轨迹并结合整车能量管理,能够有效降低汽车能源消耗.当车辆通过特定路段时,不同的驾驶策略对应不同的燃油消耗,考虑经济性的汽车行驶优化就是通过一定的优化策略对车辆驾驶进行决策和综合优化,从而达到降低能耗的目的.本文介绍了汽车经济性行驶优化及其相关辅助技术的发展历程、技术现状,回顾了大多数策略研究的主要工作.对未来智能交通系统下的车辆行驶优化进行了简要的概述,并指出车辆行驶优化的发展趋势和面临的挑战. "	PZKX201605002
实时优化算法在汽车动力系统控制问题中的应用	张江燕1:34926599|康铭鑫2:34926600|申铁龙2:21363769	20	 	"本文介绍一种非线性实时优化算法及其在汽车动力系统控制中的应用.首先,回顾了求解线性代数方程的GMRES算法以及如何将其用于求满足Pontryagin条件的实时优化问题的解.该算法提供一种求解一般非线性滚动时域控制问题的数值方法.由于其计算量小,因此能够完成汽车动力系统控制中的快速暂态控制问题并保证实时性.随后介绍这种实时优化算法在内燃机扭矩跟踪控制问题和混合动力系统能源管理问题的应用实例,并且给出了其分别在发动机控制实验台架和GT-SUITE仿真器上完成的实验及仿真验证结果. "	PZKX201605003
数能一体化无线通信网络	杨鲲1:34926261|于秦1:06548800|冷甦鹏1:14206780|张平2:06426687	19	 	"本文介绍一种新型的数能一体化无线通信网络(data and energy integrated communication networks,DEINs),它将传统的无线网络中相互独立的无线信息传输(wireless information transfer,WIT)和无线能量传输(wireless energy transfer,WET)融合起来,实现数据和能量的协作同传.传统的无线携能通信(simultaneous wireless information and power transfer,SWIPT)侧重在物理层进行,本文所提出的数能一体化网络则强调系统性,在网络各层设计并实现相应的协议和资源分配.与其他再生能源如风能太阳能等不同,数能一体化网络DEINs中的能量源,即基站的射频(RF)信号,不受自然环境的影响,而且完全可控.数能一体化网络在解决无线通信系统的能效问题、实现无线通信的节能减排方面具有巨大的潜力.本文从两个方面阐述所提出的数能一体化网络:能量和网络.在能量方面,本文介绍并分析了数能一体化网络的能量编码、能量模型、能量管理等.在数据网络方面,本文对数能一体化网络的... "	PZKX201605004
基于矩阵运算的复杂网络构建方法	"刘胜久1,2:28488833|李天瑞1,2:10222865|洪西进1,2,3:31159062|王红军1,2:24069962|珠杰1,2,4:28527554"	17	 	"本文从邻接矩阵的视角分析复杂网络,研究了基于矩阵Kronecker积运算与Kronecker和运算的复杂网络构建方法.将Kronecker积运算迭代地应用于一个简单初始网络的邻接矩阵,得到了一个Kronecker积图,也是一个分形维数不超过2的自相似网络.当初始网络是连通非二分图时,则得到的Kronecker积图同时具有小世界特性,其直径不超过初始网络直径的两倍.其次,将Kronecker和运算顺次应用于多个简单初始网络的邻接矩阵,得到了一个Kronecker和图,也是一个度分布呈正态分布的随机网络.最后,给出了基于矩阵运算的复杂网络构建方法的若干性质. "	PZKX201605005
基于多方向差分的重采样取证技术	"彭安杰1,2:34539584|曾辉1,3:10073814|康显桂1,3:10170202"	16	 	"重采样操作常用于数字图像篡改,重采样的盲取证受到了研究者的关注.已有的重采样取证算法主要关注取证检测器的有效性,而忽略了检测器的安全性,即恶意攻击者对检测器的攻击.目前,针对重采样取证的攻击已出现.该攻击使得基于周期性""指纹""的重采样取证检测器失效.本文提出了一种基于多方向差分的重采样取证技术.它同时考虑了重采样取证的有效性与安全性.首先根据方向性和对称性将多方向差分分组,然后分别建立自回归模型(auto-regressive model,AR)并提取出自回归系数和直方图特征,最后将所有分组特征组合成重采样检测特征.在由多个图像数据库组成的混合图像库上的测试结果表明所提出的算法既能有效地检测重采样操作,也能检测已有的恶意攻击.此外,本文提出的算法也大幅度地提升了下采样操作的检测准确率以及针对JPEG压缩的鲁棒性.篡改图像上的检测结果也证实所提算法兼顾了有效性与安全性. "	PZKX201605006
同步挤压S变换	"黄忠来1,2:30448150|张建中1,2:25951948"	8	 	"小波变换是被广泛使用的信号时频分析的有效工具,但小波变换时频谱的分辨率达不到最优.最近提出的同步挤压变换以严格的数学推导为基础,通过对小波变换结果进行""挤压""和重排,能够获得更高分辨率的时频谱.由于小波变换难以较好地反映信号中的高频低振幅分量,使得基于小波变换的同步挤压变换也很难反映信号中的高频低振幅分量.相比之下,S变换能够较好地刻画信号中的高频低振幅分量,并能实现无损逆变换,但与小波变换一样,它的时频谱分辨率也达不到最优.为了提高S变换的分辨率,本文提出了同步挤压S变换,给出了同步挤压S变换的基本理论,推导出了同步挤压S变换及其逆变换的数学表达式.分别使用小波变换、S变换、同步挤压变换和同步挤压S变换对理论合成信号进行处理.结果表明,同步挤压S变换兼顾了S变换和同步挤压变换的优势,不仅能够极大地提高信号时频变换的分辨率,而且能够较好地反映信号中弱振幅分量的时频特征. "	PZKX201605007
基于Hough变换的测向交叉定位系统多目标跟踪技术	盛丹:24216221|王国宏:21048641|于洪波:23209787	14	 	"无源交叉定位系统在现代抗干扰中有着广泛的应用,其中多目标定位中虚假定位点的去除是一个长期困扰研究者的难点.针对被动传感器测向交叉定位系统对多目标的跟踪问题,分析了多目标交叉定位虚假交叉点(鬼点)的分布特点,建立了基于Hough变换的多目标跟踪模型,通过Hough变换鬼点判决实现了单个观测周期大多数鬼点的去除,通过Hough变换逐层分离实现了航迹的起始,并在此基础上通过滤波完成了多目标的跟踪.仿真结果表明,该方法对鬼点的剔除率较高,对目标的跟踪精度较高. "	PZKX201605008
利用基于SDN的IP融合切换技术实现面向多业务的动态流量调控	马守江:34926262|胡道允:34926263|李晟如:34926264|薛娜娜:34926265|邵妍:34926266|李索恒:31889771|朱祖勍:31329149	12	 	"本文基于软件定义网络(software defined betworking,SDN)概念,利用OpenFlow技术设计并实现了一种新颖的IP融合切换技术.该技术基于当前网络状况对IP数据流的下一跳转发方式进行灵活选择,在IPv4与IPv6域之间完成高效的动态切换.因此,它可以在IPv4与IPv6共存的异构网络中实现服务质量(QoS)感知的动态流量调控.本文对OpenFlow进行了适当的拓展,并完成了OpenFlow系统设计以实现IP融合切换技术,同时提出了面向多业务的动态流量调控算法,并利用真实的网络交换机和服务器搭建了实验平台,验证了系统和算法的性能.视频和文件同步传输实验的结果证明了所提出的IP融合切换技术在实现动态流量调控方面的优越性. "	PZKX201605009
