篇名	作者	页数	关键词	摘要	filename
构建中小学网络图书馆图书文献信息采编中心	赵淑田:13103780	2	 	"<正> 学校图书馆信息化涉及到许多方面,本文仅从一个特定的视角对图书馆协作,图书文献信息采编中心作些初步的探讨,, 一、中小学图书馆协作网工作的现状及构建图书文献信息采编中心的必要性 "	ZXTS200211011
论读者服务中导向意识的觉醒	薛强:12833674	3	 	"<正> 进入新世纪,中等学校图书馆正以新的面貌展现在读者面前:指导学生课外阅读,服务教师教学科研,参与学校精神文明建设,其不可替代的信息辐射功能正日益凸显。同时,随着全开架借阅等开放服务的深入,一些矛盾与问题也浮现出来:不少馆员手忙脚乱,疲于应付,于是针对读者 "	ZXTS200211012
新形势下的学校图书馆文献资源建设	金淮苏:08855805|陈亮:07661276	2	 	"<正> 现代教育对学生的综合素质要求越来越高,对培养学生主动掌握和应用知识的能力、创造力越来越注重,帮助学生构建科学的智能结构,培养他们教会他们在知识激增的社会里,掌握获取有用的信息,吸收和运用科学知识的能力,成为开拓型人才,是现代教育的目标。 "	ZXTS200211013
浅谈学校图书馆(室)管理	胡勤顺:16067420	2	 	"<正> 学校图书馆(室)是学校的书刊情报资料中心,是为教育教学和教研服务的机构,是教书育人的重要阵地。因此,加强学校图书馆(室)的科学化管理,向管理要效益是深化教育教学改革、实施素质教育、培养全面发展的合格人才的需要。 21世纪的学校图书馆(室)工作已不再是简单的“借借还还”。我们一定要合理地使用和组织人、财、物与资源,使学校图书馆 "	ZXTS200211014
研究学生阅读心理 提高阅览室服务质量	张健:15408288	3	 	"<正> 高中学生是中学图书馆的主要读者之一。由于他们正处于少年向青年过渡的生理、心理成熟期,所以他们在这一时期所读的书,对人生观、世界观的形成,有着重要的影响。作为中学图书馆学生阅览室管理员,研究学生的 "	ZXTS200211015
规范图书馆工作 为素质教育服务	吴艳:12918521	2	 	"<正> 学校图书馆是师生学习、掌握信息、知识的基地,也是保证学校对学生进行卓有成效教育的重要支柱。因此,加强图书馆工作一直是我校工作的重中之重。 一、提高认识,规范建设 图书馆的根本任务是为教育教学服务。我校办馆的宗旨始终 "	ZXTS200211016
借图书工作东风 扬创新教育风帆	郭兴武:12918956|黄丽清:12918957	2	 	"<正> 实施创新教育,培养创新人才是当前基础教育的主旋律,同时它也是一项长期、复杂、浩大的系统工程。它不仅需要学校、家庭、社会的通力合作,更需要我们教育部门最大限度地发挥各种教育资源的潜能。而学校图书室这一重要基地,图书工作这一不可或缺的教育方式和途径,在创新 "	ZXTS200211017
抓整体素质提高 创图书工作佳绩	王忠海:16764048	2	 	"<正> 我们区是1997年被省教育厅命名的全省第一个“中小学图书工作示范区”,2000年有14所中小学被省教育厅首批命名为“中小学图书工作示范校”。在此基础上,2002年又有5所学校进行了申报,现已通过市教育局的评估验收并提交省厅验收,使得我区的省级“中小学图书工作示范校”达到了19所, "	ZXTS200211018
营造读书氛围 提高图书使用效益	王秀香:21608697|张明欣:21381229	2	 	"<正> 现代社会是知识迅速更新的时代,图书馆(室)是现代人获取新知识的重要场所。学校图书馆(室)则成为教师、学生增强认识世界的能力、提高写作水平、陶冶情操、扩大视野的重要基地。因此,学校图书馆(室)在对教师、学生开展的外借、阅览、宣传、推荐等服务工作中应努力营造良好的读书氛围,最大限度地发挥图书的使用效益,为教育教学服务。 "	ZXTS200211019
创新学习与信息时代少儿图书馆教育	李季萍:16204413	3	 	"<正> 在知识经济时代,创新人才的培养已成为迫切要求。当代中小学生是21世纪的主人,其创新意识和创新能力如何,不仅关系其今后的生存和发展,也关系到国家的前途和命运。培养中小学生创新学习的能力已成为当代敦育政革的一项重要内容,少儿图书馆作为社会文化教育机构,在培养创新学习过程中应担负起重任。 1 创新学习的含义和特征 "	ZXTS200211020
论中学图书馆开展读书活动	曹艳云:12794081	3	 	"<正> 随着知识经济的迅速发展,中学图书馆工作的重心也日益由传统服务模式向现代服务模式转变,更加突出其社会教育和传递最新科技情报的职能,由被动服务变为主动服务,由一般的借还功能扩大到开展系列包括读书活动在内的各项服务。中学图书馆组织和开展读书活动是深化改革的需要,是自身发展的必然。 一、开展读书活动是中学实 "	ZXTS200211021
“减负”后中小学生课外阅读走向分析	袁媛:12814695	2	 	"<正> 长期以来,由于受“应试教育”的影响,中学生在课外阅读过程中,着重阅读各类教材、参考资料等辅助教学类图书的较多,课外阅读内容比较单一、枯燥,大大地影响学生的阅读兴趣。去年,教育部颁布了有关“减负”的命令。各个学校都纷纷遵照执行,学生学习负 "	ZXTS200211022
功夫在课外——我是怎样指导中师生课外阅读的	李秀赟:13320451	2	 	"<正> 《新方案》把课外活动作为中等师范学校教学内容的一个重要组成部分。凶为“课外活动是丰富校园生活,扩大学生活动空问,培养与发展学生有所特长的重要渠道。”我所担任的阅览室工作组织的课外活动是指导学生写《观察日记》。要求学生随时把自己在生活中感受颇深的人、事、物、理、景记下来,重视观察和积累,去认识社会、认识人生。 "	ZXTS200211023
丛书《二十世纪的故事》阅读指导	陈彩芳:13466143	2	 	"<正> 面对浩如烟海的书籍,有时会感到茫然不知所措。为了增强学生的阅读兴趣,提高他们的阅读能力,取得更好的阅读效果,我馆特开设阅读指导课,对学生的课外阅读进行指导。 《二十世纪的故事》这套丛书共有一百册,编者撷取了这个世纪每年最有意义的、令人寻味的、值得怀念的事件,揭开了一百年的历史面纱。这套丛书以故事的形式讲述,并配有部分历史图片, "	ZXTS200211024
山西召开中小学图书馆管理工作会议		1	 	"<正> 为贯彻落实山西省《关于进一步加强中小学图书馆(室)建设意见》精神,充分发挥学校图书馆在教学、科研和实施素质教育中的作用,提高图书馆资源的使用价值,使图书馆工作更加现代化、科学化,规范化。山西省教育装备处于2002年9月23日至27日召开了中小学图书馆管理工作会议,全省 "	ZXTS200211025
小学英语教学评价研究初探(二)	官思渡:13000665	4	 	"<正> 案例二:(语言知识、技能评价) 三四年级部分听力、笔试题例:(口语试题略) 例一,Listen and iudge(听两遍) A:Where is my school bag, please? B:I think it’s in your bedroom. "	ZXTS200211026
传统语文教学的改革与创新——评河海大学出版社《小学语文教学活动化研究》		2	 	"<正> 中国语文应该怎样学,这是多少年来人们一直探讨的一个问题。人们常讲:“算术要算,语文要念。”在古代的私塾里,都是学生自己读书,老师进行适当的点拨。进入近代的新式学堂,部是教师一人讲解,几十个人在下面听讲,学生似乎一下子全明白了,而不必在黑暗中苦苦摸索,省却了许多时间和精力。试想,没有经过自己摸索的东两,总归难以成为自己的东西。这种被动、压抑、模式化的教学方式,实际效果并不理 "	ZXTS200211027
XML思维在网络信息传递和信息服务模式架构中的应用	阚宏宇:06615284|王弋方:06613597	3	 	"<正> 一、Web技术及应用的发展 Web技术的发展和应用是近年来互联网如火如荼迅猛发展最重要的原因之一,上世纪80年代发展起来的针对异构网络系统的TCP/IP协议,实现了相互合作的计算机系统通过网络共享彼此的资源,TCP/IP以封装数据包在网络上传递达成计算机间实质连接的目的。建立在这种连结之上的应用有Telnet、FTP、e-mail等。继TCP/IP之后,超文本(媒体)技术的诞生,比起代TCP/IP式的应用更进一层,这是一种立足图书信息展示的技术,利用这种技术最重 "	ZXTS200211028
浅谈中小学图书馆回溯牲书目数据库的建设	曾肖鸥:12261580	2	 	"<正> 为了适应现代社会的发展,满足社会需求,图书馆的工作过程正渐渐地由手工管理向自动化管理方向发展。在图书馆自动化建设中,书目数据库的建设是图书馆自动化建设的基础和核心。同时,也是今后实现资源共享的根本保证。书目数据库建设主要包括新书目录入和回溯建库两项工作。所谓回溯书目数据库建设,就是将 "	ZXTS200211029
图书馆自动化管理建设的初步实践	张路:12918570	2	 	"<正> 21世纪是一个信息时代,现代技术的发展,素质教育的实施,使培养适应本世纪发展的新型人才成为当今中小学责无旁贷的任务。现代化人才培养要从基础教育抓起,中小学校只有实行教育改革,走现代化发展之路才能顺应时代发展要求。中小学图书馆是学校建设的三大支柱之一,实现现代化管理不仅是学校现代化发展的需要,也是社会发展的必然趋势。 "	ZXTS200211030
春江水暖鸭先知——我校图书馆计算机自动化管理软件升级改版前后的比较	林慧:13466301	3	 	"<正> 浙江省温岭中学是一所有着七十多年悠久历史的省级重点中学,座落在温岭市五龙山下,依山傍水,环境清幽。1981年被列为省重点中学,1997年经省教委评估,认定为省一级重点中学。 学校图书馆三次易址,每一次的搬迁都使图书馆发生巨大的变化。由于学校整体发展的需要,1999年,学校易地重建,新校占地200多亩,图书馆在一幢颇为壮观的16层高的行政 "	ZXTS200211031
中学数字图书馆建设初探	朱云霞:12106889	2	 	"<正> 目前,计算机技术、通讯和网络技术、多媒体技术以及高密度存储技术已经渗透到社会生活的各个领域,正在改变着人们的学习、工作、生活、娱乐方式。传统图书馆的地位正面临着IT时代技术进步的冲击,数字图书馆逐步成为信息化社会图书馆事业发展的主旋律,中学图书馆在这个时代潮流中,要想更好地生存和发展, "	ZXTS200210000
农村中小学图书馆建设现状及对策	谢一彰:12719224	2	 	"<正> 随着市场经济的发展,农村中小学图书馆建设原有思维方式、方法、文献信息资源共共享模式已严重滞后,影响着中小学图书馆建设的进一步发展。从我县情况看,其主要表现在: 一、农村中小学图书馆建设存在一个“痼疾” 长期以来,农村中小学图书馆的建设,标准上级定,经费上级拔,馆内藏书中,由学校自主购置的很少,绝大部分由上级有关部门配 "	ZXTS200210001
农村中学图书馆建设点滴谈	马光群:12105880	2	 	"<正> 近年来,我们的教育事业,特别是图书馆事业,发生了很大的变化,但就目前农村中学尤其是比较偏远落后的农村中学图书馆建设仍显得滞后。具体表现在: 1、有些县乡(镇)政府教育行政部门和学校对图书馆事业的重要作用,缺乏高屋建瓴甚至是起码的认识。 2、政府没有把图书建设作为“政府行为”提上议事日程,给予足 "	ZXTS200210002
学校图书馆应重视中小学生的心理健康教育	袁明媛:13880609	3	 	"<正> 心理健康——21世纪的生仔发展要素。 前不久,我曾访问心理咨询门诊的心理医生。据他们介绍,近几年接受心理治疗的中学生,尤其是初三、高三人数俱增,每10个病人中,有6到8个系中学生。中小学生心理健康和心理素质的问题正成为教育乃至社会的热点、焦点之一。如何有针对性地对 "	ZXTS200210003
谈在研究性学习中培养学生收集处理资料信息的能力	陈锋:12833759	2	 	"<正> 现代化的学校,通常说应达到四个“一流”:设施、师资、管理和质量。图书馆被称为现代化学校三大支柱之一。图书馆有着丰富的藏书、全开放的书架、全天候的开放时间、幽雅的阅览环境和方便的资料检索方式,理应成为学生最喜爱的场所。它的主要任务之一是为培养学生收集处理资 "	ZXTS200210004
搞好中学图书馆馆藏工具书之我见	李小燕:17353630	3	 	"<正> 工具书是中学图书馆藏图书的重要组成部分,是衡量一所中学图书馆藏书质量高低的重要指标之一。同样,一所中学师生对中学图书馆馆藏工具书的了解与使用程度,也是衡量一所中学师生教书学习能力与水平高低、优劣的重要指标。本文想就中学图书馆馆藏工具书的现状、使用 "	ZXTS200210005
谈示范性中学评估对中学图书馆建设的促进作用	贾再兴:12103029	2	 	"<正> 随着全社会对教育的重视,一些经济文化较发达的县镇和农村中学也逐步将图书馆建设提上日程,但由于缺少一个相对统一的评价标准、比较依据和工作尺度,中学图书馆建设一直难以取得较大进展。为构建以实施素质教育为目标的全面科学的评估普通中等学校办学水平的机制,进一步优化普通中等教育结构,改革普通中学办学模式,促进深化教育教学改革, "	ZXTS200210006
要学会写读书笔记		1	 	"<正> 在平时的读书活动中,我主要教给学生以下6种写读书笔记的方法。 一、写心得。可以针对一个问题、一个观点,或一个人物、一句话写,也可以针对整篇文章或整本书来写。紧扣原文,联系自己的思想、学习实际写心得,能使学生练习写作,提高修养,对书中的内容和道理理解得更透彻。 "	ZXTS200210007
"发挥图书馆作用,教育德为先"	谢晓曙:12826201	2	 	"<正> 今天,我们全面实施以德育为核心的素质教育,而确立德育在素质教育中的核心地位是教育理念上的一次深刻革命,它标志着我国在教育思想上有一个大突破。德育核心地位的确立,将促使我们重新认识教育功能和教育价值。教育价值的定位,将促使我们将教育的视野从智力领域扩展到非智力领域,特别要从传统 "	ZXTS200210008
浅谈中学图书馆在德育工作中的作用	吴上琴:12229464	3	 	"<正> 世纪之交,中央确定了深化教育改革,全面推进素质教育的战略任务,对中小学德育工作提出了新的要求:必须坚持把学校德育工作摆在素质教育的首要位置,树立育人为本的思想,将“思想政治素质是最重要的素质”的要求落实到教育工作的各个环节。中学图书馆作为学校教育的重要组成部分,重要功能之一是 "	ZXTS200210009
我馆在自动化建设过程中的经验及体会	李鸿:12450719	3	 	"<正> 我馆的自动化建设从1999年底开始,其问遇到许多问题,也经历了惨痛的教训,现介绍一些我馆在自动化建设过程中的经验及体会,供准备搞自动化建设的学校图书馆参考。 一、软件选择和硬件配置 我馆在1998年搬迁新馆的同时就准备搞自动化建设,但没有找到适合的软件,当时海南省 "	ZXTS200210010
"利用图书馆资源,促进学生自主发展"	孙树义:12514986	3	 	"<正> 河北正定中学创建于1902年,坐落在中国历史文化名城正定城内,是一所有着百年历史和深厚文化底蕴的直属石市教育局的省重点高中。现有教职工170人,教学班42个,在校学生2800多人。我校图书馆是2000年底建成的新馆,建筑面积为5593平方米,配备管理人员8名,图书管理利用现代化,采用藏、借、阅为一体的先进模 "	ZXTS200210011
中小学图书馆网片业秀工作探索	周晓云:17200599|洪有江:12781783	2	 	"<正> 图书馆网是近代图书馆事业发展的产物,是传统的图书馆之间互相合作、联合的扩大和发展。图书馆网通过馆际协作与业务辅导关系,有计划地将分散在各地区、各系统的各种类型的图书馆组织起来,在集中领导下统一行动,形成一个分工协作、纵 "	ZXTS200210012
初中学生课外阅读要督促引导		2	 	"<正> 学校图书馆为我们开展课外阅读提供了新天地。然而有不少学生对它并不向往,缺乏应有的热情。他们被当今信息传播的多元化所吸引,特别钟情于声色并茂,富有立体动感的电视,在轻松愉快又无需多动脑筋之中接受电视快捷的信息,获得多种感官的刺激,满足了他们急于想了解世界,但又不 "	ZXTS200210013
突破传统办馆模式 强化社区服务功能	胡晓燕:08785903	3	 	"<正> 步入新世纪,我们所处的时代和社会发生了巨大的变化,教育逐渐从经济社会发展的边缘步入了中心地带。学校图书馆也必须转变观念,突破长期以来形成的封闭办馆的传统模式,强化社区服务功能,主动地为社区提供开放、优质的服务。 一、学校图书馆强化社区服务功能的重要性与必要性 "	ZXTS200210014
对新世纪少年儿童阅读活动的思考	邵建萍:12863389	3	 	"<正> 以信息化为标志的知识经济时代,阅读已不限于书刊。我们除了为新一代少年儿童有如此丰富的阅读击掌喝彩外,还要为当代的少年儿童的阅读作一些思考。笔者就少儿阅读的特点、困惑及怎样为少年儿童营造良好的阅读环境,发表自己一点看法。 1 新世纪少儿阅读的特点 "	ZXTS200210015
网络时代图书馆的青少年导读工作	李霞:12854551	3	 	"<正> 图书馆是传播、普及信息的重要场所。青少年是祖国的未来和希望,是学校图书馆、公共图书馆的主要的服务对象。随着新时期和网络时代的来临,对图书馆的传统管理模式提出了严峻的挑战,作为图书馆工作的一个重要方面——青少年阅读指导工作,也必须改革现有模式,以全新观念、全新姿态、全新手段开展服务,从 "	ZXTS200210016
努力探索上好阅读指导课的规律	陈守海:39131975	4	 	"<正> 我校图书馆从20世纪90年代起,开始尝试用课堂教学方式对学生进行阅读指导,得到了学校有关部门和班主任的热情支持。有关部门在每年秋季新生入学时,专门为图书馆安排讲课时间,班主任则在可能的条件下,为图书馆挤出了部分班会时间和自习课时间,保证了图书馆一些重要的阅读指导课得以顺利进行。 "	ZXTS200210017
论图书馆对中学生消遣性阅读的指导作用	杨堃:07150142|姚秀敏:07157740	3	 	"<正> 中学,{:的消遣性『蒯读足一种与其学业没有直接联系的阅读仃为。在当今学习压力n大,升学竞争激烈的情况下,许多老师和家长对其持否定态度,认为它会影响学!L的正常学习。其实,消遣性阅读是人类阅读行为的莆=要组成部分,只要善加引导,就会对【1J学牛的成长起到非常积极的作用。, "	ZXTS200210018
浅谈图书馆与学生课外阅读	吴美华:12199323	2	 	"<正> 随着素质教育的全面推进,学生获取知识信息的来源不能只局限于课堂教育。因此,中小学图书馆要改变陈旧的管理思想、服务方式,利用丰富的馆藏资源,充分发挥教育、知识、信息等优势,有计划、有目的地指导学生课外阅读,引导他们养成良好的阅读习惯和创新能力。 "	ZXTS200210019
浅谈主体教育的体验——开设学生阅读课	陈乐意:21360731	2	 	"<正> 在改革开放以来所形成的教育实验高潮中,佛山市荣山中学“主人翁”教学模式以特有的教学方法,不断地体现着主体教育理论,突出受教育者的主体性,培养学生成为教育活动和自身发展的主体。 一、让学生体验成功 “主人翁”教学模式首先体现主体教学理论。在教学过程中让 "	ZXTS200210020
中学图书馆如何培养学生良好的阅读习惯	赵丽萍:13179778	2	 	"<正> 新的世纪要求每个人一生中都应接受教育,坚持学习。中学生正处在求知欲旺盛的时期,如果让他们现在养成了良好的阅读习惯,就等于为他们奠定了终身学习的基石,获得了终身受益的钥匙。作为中学生课外阅读主阵地的中学图书馆应该帮助中学生养成哪些良好的阅读习惯呢? "	ZXTS200210021
马来西亚中小学图书馆状况	李天英:06258359	4	 	"<正> 马来西亚由东马来西亚和西马来西亚两部分组成,它们被南中国海(中国南海)分割。马来西亚人口一千五百六十万,有小学6754所,约230万学生;中学1252所,学生约140万。自从1957年独立以来,在国家建设的过程中,马来西亚政府无论在数量上还是质 "	ZXTS200210022
中小学社会学科课程改革的现状与趋势		4	 	"<正> 中小学历史、地理和政治等学科统称为神会学科。近年来,这些学科在我国得到了较大程度的改革和发展。本文就这些学科改革的现状作一分析,并对其发展趋势作一展望。 一、当前中小学社会学科课程改革的现状 新中国成立以来,我国一直实行高度集中统一的课程管理制度。全国各地区、各学校实行同一 "	ZXTS200210023
小学英语教学评价研究初探(一)	官思渡:13000665	3	 	"<正> 任务的提出与初步设想 国家教育部基础教育司在2001年春季以教育部文件形式对推进全国小学开设英语课程提出了指导性的意见。2001年秋季国家教育部又颁布了中小学各个学科的课程计划标准。新课程计划标准中绝大部分学科的教学难度均有所下降,唯有英语学科的教 "	ZXTS200210024
"书山有径,循序渐进——推荐《中华读书之旅》"		1	 	"<正> 著名学者季羡林说过:“中国是世界上最喜爱藏书和读书的国家。”不仅历代流传的爱书、藏书、读书的佳话轶事可以证明,当前的读书热更可证明。今年夏天,众多中小学生不畏酷暑进公共图书馆抢占座位和涌入书店在书架前“立渎”,被媒体称为今夏的一道“风景”,也可为这 "	ZXTS200210025
中学图书馆数字化建设初探	张扬:12165885	3	 	"<正> 新世纪的到来,使图书馆事业的发展面临一系列重大的转变和严峻的挑战 而以数字形式存储和处理信息的新型图书馆,是现代高新科学技术、文献知识信息和传统历史文化的完善结合。它突破了传统图书馆的占用空间大、藏书发展受经费和馆舍的制约、信息资源共享难以真正体现 "	ZXTS200210026
多媒体电子阅览室的管理实践与探讨	杜强:12322953	2	 	"<正> 电子阅览室是以计算机技术、多媒体技术、远程通讯技术和网络技术为依托,集电子文献、印刷型文献的检索利用与浏览复制为一体,为读者提供多媒体信息服务的多功能、现代化阅览场所。通过国际互联网、校园网的网络信息资源,为师生提供信息服务,满足现代教育 "	ZXTS200210027
uvoDC元数据在中小学图书馆数字化进程中的作用	张正和:17209702|朱成军:17117403	3	 	"<正> 人类社会进入了一个网络信息化时代后,大量的电子读物正以几何级数膨胀。据美国微软公司的预测,10年后50％的阅读材料将是电子读物和网络数字信息。因此,在我国图书馆界,对计算机自动化管理中的前沿技术之一的元数据的需求呼声越来越高。为此,中小学图书馆同志要了解图书馆网络化、数字化,就必须 "	ZXTS200210028
卷首语		1	 	"<正> 在当前诸多基础教育课程改革中,研究性课程的出现是其中最具特色的方面之一。它作为必修课已列入《全日制普通高级中学课程计划(试验修订稿)》,初中和小学也正在进行试点,并将进一步在全国全面实施。何谓研究性学习?研究性学习是学生通过亲身实践活动获得直接经验,有时也在一定程度上参与知识的创造;并在这个过程中养成科学精神 "	ZXTS200206000
天津市中小学图书馆建设的现状与发展设想	闫焕龙:13338222	2	 	"<正> 天津市中小学图书馆工作比以前有了较大的进步和改观,成绩喜人,其中97％的中学、82％的小学都建立了规模不等的图书馆(室)。特别是部分示范校的图书馆建设都具有相当的规模,有的已建起了电子阅览室。全市中小学藏书 "	ZXTS200206001
提高认识 统一规划 实现新的跨越——成都市中小学图书馆(室)装备管理工作述略		3	 	"<正> 教育部《中小学图书馆(室)规程》明确指出:学校图书馆(室)是学校书刊情报资料中心,是为学校教育、教学和教育研究服务的机构,中小学图书馆(室)应积极为师生提供情报资料和教学参考资 "	ZXTS200206002
中小学图书馆现代化建设的几点思考	郭玉堂:12494414	1	 	"<正> 随着教育现代化进程的推进,素质教育的实施,把中小学图书馆现代化建设提上了议事日程。那么,什么是中小学图书馆的现代化建设,如何推进中小学图书馆的现代建设呢?现结合工作实践,谈几点拙见。 "	ZXTS200206003
改进图书馆工作 为基础教育改革服务	陈锐:12236884	2	 	"<正> 深化基础教育改革,全面推进素质教育,已成为当前我国教育事业发展的迫切要求。作为为学校教育教学服务的图书馆(室)工作,如何贯彻全国基础教育工作会议精 "	ZXTS200206004
论中学生信息素养教育	黄建海:12321353	2	 	"<正> 从素质教育的内涵来看,特别是人类社会已经进入21世纪,知识信息在经济社会文化生活的各个方面都空前活跃的时代背景下,中学生信息素养教育更加显示出独特的教育价值。因此,无论是从知识经济社会的特征,还是从中国 "	ZXTS200206005
破折号后面文字做副书名的著录及其判断	赖群:12355098	2	 	"<正> 副书名又叫解释书名,是对正书名作进一步解释或说明而一般不独立使用的书名。它的形式及内容都很广泛,单从文字形式来看,副书名之前常出现破折号“——”,有些同志把破折号“——”后面的说明性文字都当作副书名来著录,笔者认为未必尽然。本文仅从现代汉语语法的角度来谈谈在怎样的情况下破折号后面的文字才能作为副书名著录。 "	ZXTS200206006
浅探研究性学习中的文献信息服务模式	魏蓉:12201584	2	 	"<正> 研究性学习作为面向全体高中阶段学生的必修课,正越来越激起了高中学生的探索精神和学习热情 研究性学习具有开放性、探索性和实践性的特点,是教育工作者和学生共同探索知识的过程,是共同收集文献信息和利用文献资源的过程。 "	ZXTS200206007
中学图书馆读者工作的现状与思考	曾志:13288123	2	 	"<正> 挑选图书供自己和他人阅读——这不仅是一门科学,也是一门艺术。作为收藏知识宝库的中学图书馆是学生学习的第二课堂,通过读者服务工作,主要为领导和师生提供教育教学信息资料和精神食粮。下面就中学图书馆读者工作的 "	ZXTS200206008
中小学图书馆文献采访中存在的问题及对策		1	 	"<正> 文献采访工作关系馆藏质量的高低,影响着图书馆作用的发挥。因此,它是图书馆中的一项重要工作。当前,受出版业现状的影响和文献采访人员素质的限制,中小学图书馆的选书工作存在一些问题,突出地表现在所选图书的质量不高,从而制约了中小学图书馆的文献中心和信息服务的功能的 "	ZXTS200206009
中学图书馆工作者应有的责任和能力	屈唱:12202374	2	 	"<正> 面对信息化浪潮的迅猛推进和知识经济的悄然兴起,学校的教育改革也在发生着深刻的变化。特别是我校长期与素质教育相呼应的三体教育模式(着眼整体发展,立足个体成材,充分发挥学生的主体作用),给我校教育工作带来了新的活力。就我们图书管理员而言,在新形势下如何提高自身的素养和能力,便成为必须直面的一个最迫切的问题。 "	ZXTS200206010
江苏南京市举办中小学图书馆馆长研修班		1	 	"<正> 为了加快培养一支素质高、业务精、会管理的中小学图书馆馆长队伍,推进中小学图书馆事业的全面发展。南京市中小学图工委、南京市中小学图书馆专业委员会于2002年4月18日至22日,在市第五中学联合举办了“中小学图书馆馆长研修班”。南京市部分中小学示范图书馆的馆长或负责人80余人参加了研修班学习。 "	ZXTS200206011
图书文献信息服务与探究性学习	张忠英:12204800	2	 	"<正> 信息时代社会对人才的要求之一就是要具有信息处理能力,要能针对自己的选题收集信息,并进行分类、加工、整理、利用乃至于进行传播。在探究成为基础教育课程改革的主题之后,要求学校培养学生收集和处理信息的能力,获得新 "	ZXTS200206012
浅议中学图书馆在素质教育转轨过程中的作用	何耀苓:13288058	2	 	"<正> 中学图书馆在培养学生的思想品德,进行科学文化知识教育,学习方法教育以及自学能力、思维能力、分析鉴别等能力的培养,均可发挥重要的作用。 "	ZXTS200206013
河北乐亭县读书作文见成效		1	 	"<正> 2002年4月22日,河北省乐亭县举行第十届“迎春杯”中小学生读书作文大赛,来自全县212所学校的800余名学生参加了此次比赛。 乐亭县历来重视读书作文活动,早在1993年就在全民范围内开展了“让所有的孩子都受益,我为六一献本书”活动,县教育局局 "	ZXTS200206014
谈学校图书馆的期刊补缺工作	张玉盘:12547358	1	 	"<正> 在教育教学工作中,期刊利用率往往高于图书。但是由于种种原因,在学校图书馆收藏的期刊中,都程度不同地存在着缺期少卷现象,影响了期刊的使用效益。实践证明,期刊完整率的下降,其使用价值也就可能相应地下降。一般来讲,缺期少卷的部分,读者查阅率较高。这是因为载有重要文献和资料性强的期刊最容易丢失,重要文 "	ZXTS200206015
建立中小学图书馆员的课程体系纲目 提高自身综合素质	金凤华:13266274	3	 	"<正> 一、中小学图书馆低调发展的原因 中小学校图书馆近年来受到前所未有的重视,许多的中小学馆舍、馆藏焕然一新;内部管理力度加强、读者工作方式得到了调整。图书馆的变化带来了学校教育教 "	ZXTS200206016
中师图书馆德育功能及其开发	阎怀中:12821706	2	 	"<正> 图书馆是人类追求文明和社会进步的产物,自产生以来,它作为社会的一个独特部门,一直扮演着传承人类文化、传播知识信息的重要角色,为人类的文明进步作出了不可磨灭的贡献。今天,人类已步入新世纪,从锻铸新世纪小学师资出发,积极探索21世纪中师图书馆的德育功能,是中师图书馆工作的一个重要课题。 "	ZXTS200206017
上海市凤阳路小学图书馆有了电子阅览室		 	 	 	ZXTS200206018
加强与读者交流 力求服务育人	朱海丽:08054419	2	 	"<正> 中等专业学校的任务是为国家培养大量的基础型、实践型人才,作为配合学校教学并拓展学生视野的图书馆,在整个教育中发挥着越来越重要的作用。学生除了学习课堂上老师传授的知识外,还要有更多、更高层次的知识需求,同时,需要接受各方面的知识信息,为 "	ZXTS200206019
利用计算机做好二次文献编制工作	曾实:12201912	2	 	"<正> 中学资料室如何利用计算机这一现代化工具做好二次文献的编制工作,从不同角度、不同层次揭示文献丰富的内涵,让文献得到更充分的利用。我在这方面做了一些初步的尝试。 "	ZXTS200206020
配合学校素质教育 发挥图书馆作用	缪小媛:12202576	2	 	"<正> 我们成都十二中在实施素质教育过程中,于1994年底承担了由四川省普教科研资助金项目《中学生心理素质教育与心理问题监护》的实验课题研究,在全校开展了全方位的心理素质教育,并在省内外取得了一定的影响。我校图书馆也积极地配合了学校的素质教育,并在实践中探索了一些新的路子,使学校心理素质教育具有了新的内容。以下是我们配合学校素质教育的一些具体作法。 "	ZXTS200206021
提高图书流通率的几点做法	刘素文:13001686	2	 	"<正> 随着素质教育的不断推进,小学图书馆(室)的硬、软件设施建设得到明显改善和加强。然而,由于种种原因,小学图书馆(室)的图书流动率一直不尽人意。笔者认为,要提高小学图书流动率必须从以下几个方面入手。 "	ZXTS200206022
少儿图书馆——少儿教育的第二课堂	陈新荣:12814686	3	 	"<正> 在少年儿童的成长过程中,要接受学校、家庭、社会等方面的教育。少儿图书馆是少年儿童在学校之外的主要学习阵地,是对少年儿童在学校课堂教育的极好补充,所以培养少年儿童的健康发展不仅仅是教育部门的责任,也是图书馆的责任。图书馆应发挥自己的优势 "	ZXTS200206023
如何提高少儿读者的到馆率	李芳美:16189913	2	 	"<正> 少儿图书馆是以广大少年儿童为对象的社会教育机构。它的发展离不开广大少年儿童,提高少儿读者的到馆率是少年儿童图书馆赖以发展的根本前提。 "	ZXTS200206024
中学生课外阅读现状及对策	龚晓晞:12202616	2	 	"<正> 中学时期是人生的黄金时期,这一时期的阅读和学习对于中学生扩展知识,充实精神生活,促进个性全面健康发展具有重要意义。中学图书馆应担负起指导学生课外阅读,扩展其视野的重任。根据笔者近几年对中学生课外阅读现状的了解和调查,试作如下分析: "	ZXTS200206025
