篇名,作者,页数,关键词,摘要,filename
“知荣明耻”——第四届“童之趣”杯征文大赛活动圆满结束,,1, ,"<正> 由湖北省知识工程领导小组办公室主办、湖北省图书馆承办的第四届""童之趣""杯——""知荣明耻""征文大赛活动于10月中旬圆满结束。全省约有35000名中小学生参加了此次读书征文活动。大赛收到征文436篇,经专家小组评审,评出一等奖23篇,二等奖46篇,三等奖69篇,优秀组织奖14个(单位)。选题新颖、表达清晰、语句流畅、趣味性浓是获奖作品的亮点。一年一届的""童之趣""杯读书征文活动,对 ",TSLT200704005
湖北省图书馆学会2007年学术年会在赤壁市召开,,1, ,"<正> 2007年湖北省图书馆学会学术年会于2007年12月17-20日,在历史名城赤壁市召开。年会主题为""新环境下的图书馆、价值、需求与协调发展""。参加年会的代表有普通高校图书馆、职教院校图书馆、独立学院图书馆、中学图书馆、公共图书馆、科技图书馆、企业图书馆的馆长和论文作者代表,以及特邀嘉宾共约200人,参会人数超过往年。开幕式由会长周济洋作开幕辞。他说,""读者需求与图书馆发展是这次年会的核心。随着我 ",TSLT200704015
国际志愿者日——青年自愿者在行动,,1, ,"<正> 12月5日是""国际志愿者日""。在此前后,华中师范大学和武汉理工大学化学工程学院数百名青年志愿者,分批到湖北省图书馆开展义务服务活动。他们在一线服务窗口,协助工作人员整理书籍、清理库房、引导读者借阅……以实际行动倡导 ",TSLT200704019
“湖北省图书馆公益讲座”获全国第十四届“群星奖”服务奖,,1, ,"<正> 3年一度的全国社会文化艺术政府最高奖""群星奖"",于11月19日在湖北荆门举行第十四届""群星奖""颁奖晚会。经过专家评委会评审,""湖北省图书馆公益讲座""项目与全国另79个公共文化服务项目荣获""群星奖""服务奖。设立于1991年的""群星奖""是国家文化部设立的与""文华奖""并列的社会文化艺术政府最高 ",TSLT200704021
期刊改名后的MARC著录探讨,邱翠云:07171619,5,期刊改名; 期刊著录; MARC 著录;,"从期刊改名后创建新刊记录的 MARC 著录入手,论述了其著录应遵循连续出版物的基本规则、依据期刊改名的不同类型选择 MARC 字段描述原刊,使期刊改名后之著录更加科学、规范、合理、实用。 ",TSLT200704008
近五年国内图书馆营销研究综述,汪洋:08988760,4,图书馆营销; 外部营销; 内部营销; 互动营销; 读者需求;,"从分类的角度,对近五年来出现在业内学刊物上的图书馆营销论文,按图书馆的外部营销、内部营销和互动营销三个方面进行综述,以期为后继研究者提供参考。 ",TSLT200704009
公共图书馆消防安全管理的若干问题探析,严勇刚:21645095,4,公共图书馆; 消防安全管理; 探讨;,"从当前公共图书馆消防安全管理现状出发,分析公共图书馆火灾特点和消防安全管理缺失、探讨消防安全基本预防及其实现,以及火灾场所人员疏散的策略。 ",TSLT200704010
浅谈图书馆数据维护式动态清点的研究,周永忠1:11444289|周娟2:21645096|陆星3:21645097,3,动态清点; 数据维护; 机读目录;,"以 IlAs Ⅱ系统为例,论述以动态清点的方式,对馆藏书目记录进行数据维和清点。通过与静态清点比较,结合实现的必要条件说明了动态清点的适用性和局限性。 ",TSLT200704011
试论智慧信息咨询 参考咨询理论的再认识,刘泽泉:12676246,4,智慧信息; 咨询服务; 理论探讨;,"从人们对事物认识的科学方法谈起,评述了几种有代表性传统参考咨询理论,并对智慧信息咨询进行了探索。 ",TSLT200704012
层次分析法在测评读者满意度中的应用,王玲:09961003,2,高校图书馆; 读者满意度; 层次分析法; 测评;,"测评读者的满意度,是检验资源建设和服务水平的重要途径。以管理学领域的顾客满意度模型为基础,探讨运用层次分析法来评价体系中各指标的权重,从而简化分析和决策过程。 ",TSLT200704013
高职院校图书馆读者服务如何走出瓶颈,刘万阳:14194087,3,网络环境; 高职院校图书馆; 读者服务;,"在网络时代,高职院校图书馆的生存与发展面临着巨大的挑战。论述了高职院校图书馆应认清高校改革的新形势,以及呈现的发展趋势,探讨了读者服务工作如何走出瓶颈。 ",TSLT200704014
初、高中教育应担负起信息素养教育职能,申葱林:10661597,3,中学图书馆; 中学生; 信息素养; 信息素养教育;,"对中学生应具有的信息素养内容进行阐述,分析初、高中教育开展信息素养教育的优势,探讨初、高中教育如何提升中学生信息素养的途径。 ",TSLT200704016
Web2.0对图书馆信息服务的影响,焦珂:11185295,4,Web2.0; 数字图书馆; 信息服务;,"介绍了 Web2.0的概念、核心模式(core pattern),阐述了图书馆应用Web2.0的必要性,并对目前 Web2.0应用于图书馆信息服务进行综述。 ",TSLT200704017
抓好试点县建设 打造农村公共文化服务平台——2007年湖北省文化信息资源共享工程建设回顾,王涛:14270641,4, ,"<正> 今年,湖北省分中心按照省共享工程工作计划和湖北省文化信息资源共享工程试点工作会议的精神,以""抓好试点县建设,打造农村公共文化服务平台""为中心,推进共享工程,在服务网络建设、特色资源建设、基层服务工作等方面取得了明显的成绩。1 多途径筹措试点县建设经费情况试点县建设所需经费主要来源有3个方面,一是中央财政补贴;二是省财政共享工程专项经费;三是各地地方财政投入。中央财政对试点县设备补助经费245万元,省财政下拨到湖北省财政厅政府采 ",TSLT200704018
面向用户需求的政府门户网站设计思考,窦曦骞:10600577,5,电子政务; 政府门户网站; 思考;,"从用户需求的角度出发,强调用户导向的设计思想,从服务、内容设计与版面、功能设计两方面初步探讨政府门户网站的设计理念。 ",TSLT200704020
胡应麟著述考,陈卫星:21641725,3,胡应麟; 著述; 考证;,"胡应麟明代著名藏书家,也是明代大学问家,一生著述宏富,但究竟有多少,从来没有学人作过考证,故今人多不明实情。通过考证,胡应麟著述可考者计49种1036卷,成书存世者16种计211卷,不存者33种计825卷,还有未成书数百卷。依据相关文献,对胡应麟著作内容和版本进行考证。 ",TSLT200704022
地方文献的魅力——馆员札记,李晓丽:21641726,1, ,"<正> 从根本上来看,地方文献的魅力,既不体现在其著者的地方性,也不体现在其出版者的地方性,而是体现在其内容的地方性上。地方文献,就其特征而言,不外乎内在和外在两种形态。内在形态上,地方文献的内容显然是与地方性相关的。外在形态上,有地方人士著者与非地方人士著者,地方出版物与非地方出版物之分,还可以有古今文献、中外文献、不同载体文献等等方面之分。作为地方文献,它出版发行的目的,是记录、传播与地方风土人情相关的 ",TSLT200704023
我们的鄂楚——谈其地域人之秉性,刘醒龙:11656934,3, ,"<正> 在同一块地域上来往时间太久,不知不觉就会忽略个体和群体的秉性。在鄂楚地域,关于父母的称谓,不同县份叫法时常不同。与英山隔着一条西河之相邻的罗田,叫母亲时也与西河一带相同,称作姨;叫父亲时则与英山东河一带相同,称作父,这两个县都在大别山区。出了山,紧靠长江的广济和黄冈两县又有区别。前者将父亲叫爷,叫母亲用的是姨。广济人更有一种奇妙的称谓,未婚年青女子叫妈儿,妈字的阳平音加儿化音。这样的称谓,每每让周围那些县的年青女子害羞不已,因为同样 ",TSLT200704024
时代的呼唤:科学与人文的交融,杨叔子:05964032,5, ,"<正> 在讲正题之前,我愿意讲几个例子。第一个例子。在上个世纪末这个世纪初,中国科学院在上海建立上海神经研究所,这是大型的前沿的重要研究所,向全世界招聘所长,结果有位外国朋友应聘担任了所长。他是美籍华人,台湾新竹清华大学毕业,后来到美国定居,当了美国耶鲁大学的终身教授,叫蒲慕明。他在发表谈话的最后讲到,希望科学家有闲读更多的书,特别是多读些人文书籍。他认为科学家的想象力主要来源于人文,而不是来源科学。一个 ",TSLT200704025
建立“阅读学”断想,阳海清:10680972,5,阅读; 阅读学; 构想;,"试图从现实意义、研究对象、研究方法、基本内容以及发展前景,论述建立""阅读学""的初步构想。通过对不同类型、不同层次读者群阅读行为之研究探索阅读的共同规律,而其阅读需求、阅读旨趣、阅读心理、阅读方法、阅读倾向、阅读环境、阅读效应则成为研究的重点。 ",TSLT200703003
发展公共图书馆信息产业的几个原则,陈斌1:10736623|龚龙2:15801206,2,公共图书馆; 信息产业;,"围绕公共图书馆信息产业发展的问题,提出需要坚持的创新思路、实现价值和双效并举等若干原则。 ",TSLT200703004
阿友88：通过公共图书馆搭建网络信息的“共享工程”,李雪梅:13996268,2,阿友88网; 共享工程; 信息产业;,"对创办阿友88网与实施全国文化信息资源共享工程之间的联系进行阐述,结论推断该网站的发展,将有利于延伸公共图书馆的网络文化服务和在双赢中推进公共图书馆信息产业。 ",TSLT200703006
翔云飘驻沙湖畔 鹤舞楚天筑新巢 湖北省图书馆新馆设计方案出炉,,1, ,"<正>楚天高远,鹤凤飞舞,智海浩瀚,翔云飘逸。刚刚出炉的湖北省图书馆新馆设计方案,令人浮想联翩。从武汉市建筑设计院获悉,该院以专家评审第一名的成绩,夺得省图书馆新馆的设计权。 ",TSLT200703005
中国光华科技基金会在湖北基层馆开展图书捐赠活动,,1, ,"<正>中国光华科技基金会捐赠图书活动于2006年11月在湖北启动。目前,湖北省已有110家市县公共馆、各地中小学馆受赠,码洋近1000万元。中国光华科技基金会在湖北曾多开展捐赠活动。2006年11月向长阳土家族自治县捐赠5万元 ",TSLT200703010
湖北省图书馆公共文化服务在网上延伸,,1, ,"<正>如今,很多湖北读者欲查找分类信息时,会选择登录阿友88(ayou88)网站。这个网站是湖北省图书馆等与阿友88网站联姻的结果,它以公共图书馆为平台开展信息增值服务,将互联网与图书 ",TSLT200703017
文化部全国古籍保护工作督导组到湖北省图书馆检查,,1, ,"<正>由国家图书馆古籍分馆副馆长苏品红、国家古籍保护中心廖甜甜组成的文化部全国古籍保护工作督导组一行,于9月11—14日到湖北检查和了解全省古籍普查、古籍保护试点进展情况。 ",TSLT200703020
《中图法》编委会暨第四版修订工作会议在神农架林区召开,,1, ,"<正>9月10日,由国家图书馆主办、湖北省图书馆承办的《中图法》编委会暨第四版修订工作会议在湖北省神农架林区召开。 ",TSLT200703022
党校图书馆人力资源配置及激励体系建立探讨,龚志梅:15989100,3,党校图书馆; 人力资源配置; 激励机制;,"为使党校图书馆工作具有多样性、挑战性,产生激励效应,保证人力资源的配置效率,提出引进赫兹伯格的双因素理论,对工作特征模型、人力资源配置,人力资源激励等进行探讨。 ",TSLT200703007
建立青岛区域网络图书馆的构想,陈侠:10714853|王立荣:10997870,4,网络图书馆; 架构模式; 功能设计;,"对区域网络图书馆的内涵及意义进行论述,论证青岛区域网络图书馆建设的可行性,提出青岛区域网络图书馆的架构模式以及功能设计。 ",TSLT200703008
基于手机新媒体影响的高校信息道德素质教育策略,孙长虹:07002133,4,手机; 新媒体; 高校; 信息道德; 素质教育;,"基于3G时代的手机新媒体,具有普及、便携、即时、互动、个性化和多元化等特点,分析新媒体对大学生的信息道德认识、信息道德心理和信息道德行为的影响,提出应从教育形式""点""与""面""的相结合,教育方法""教""与""学""的互动结合,教育内容之信息能力与道德自律的相结合,教育环境之警示监督与内外管理相结合的观点,探索基于手机新媒体影响的高校信息道德素质教育策略。 ",TSLT200703009
以馆员素质发展层次理论来看馆员素质的定位,,3,学科馆员; 馆员学者化; 馆员素质; 发展层次; 方向定位;,"对""学科馆员""与""馆员学者化""定位进行再思考,探讨其实践性与科学性,以及馆员素质的定位、调整和提高,提出馆员素质发展的定位有三个层次:基础型馆员、学科型馆员和学者型馆员。 ",TSLT200703011
1991-2006我国图书馆学硕士学位论文调查研究,冯瑾:13996743,5,图书馆学; 硕士学位论文; 论文研究方向;,"硕士论文中可以体现图书馆学研究的热点,体现具有很高的学术参考价值。通过对数据库的检索,调查分析1991——2006年图书馆学硕士学位论文的数量、研究方向的变化趋势,以及4个图书馆学硕士学位授予高校的教学研究特色等现状。 ",TSLT200703012
对利用数据套录编目的几点思考,全涛:07392891,3,套录编目; 分类标引细则; 主题标引细则; 著录细则;,"对套录数据的理论和实践进行阐述,分析套录编目的优点和存在问题,探讨制定分编工作细则,提出以""套录编目为主,以原始编目为辅""的原则。 ",TSLT200703013
也谈图书馆建筑功能的体现,陈葑:15412009,3,图书馆建筑; 建筑功能; 阅读环境;,"以图书馆员角度,围绕图书馆建筑功能的体现问题,对其建筑的设计、选址、结构、发展趋势等方面进行探讨,提出建造符合时代要求、体现新世纪风采的图书馆设想。 ",TSLT200703014
高职图书馆与就业重压之我见,向红燕:16826702,3,高职院校; 延伸服务; 学生就业;,"以高职院校毕业生就业难为作眼点,""以就业为导向""精神为指导,提出馆员应树立""学生就业""就是""馆员就业""的理念,探讨以建立专题馆藏、指导学生学会学习、加强与外界联合等为服务手段和方式,以增强学生的就业能力。 ",TSLT200703015
“第六届中国社区和乡镇图书馆发展战略研讨会”暨“全国中小型公共图书馆联合会2007年研讨会”论文综述,胡银仿:12676240|杨洁:13995052,4, ,"<正>为探讨新环境下中小型图书馆和社区、乡镇图书馆的发展,推动中国中小型图书馆和社区、乡镇图书馆建设再上新台阶,加强全国图书馆间的相互了解与交流,由中国图书馆学会社区乡镇图书馆专业委员会和全国中小型公共图书馆联合会主办,山西省图书馆学会承办的""第六届中国社区乡镇图书馆发展战略研讨会""暨""全国中小型公共图书馆联 ",TSLT200703016
搜索引擎Google与百度比较研究,龚丽萍:15647329,4,Google; 百度; 搜索引擎; 比较研究;,"Google和百度是世界上最大的搜索引擎,基于这两大搜索引擎之间的特点和区别,对两者的更新时间、响应速度、查全率、检准率、文档搜索等方面进行比较分析。 ",TSLT200703018
关注少儿成长 打造讲座品牌——武汉市少年儿童图书馆“童窗讲坛”实践与探索,卫佩玲:16769887,4,少儿图书馆; 社会教育; 少儿讲座;,"武汉市少儿图书馆举办的讲座,以关注少儿成长,跟踪少儿阅读状况,打造服务品牌为重心,以知识性、实用性、趣味性为主题,在开启少儿智慧、提高少儿的科学兴趣、用榜样激励少儿向上、排除家长困惑等方面进行实践与探索。 ",TSLT200703019
拓展服务领域 强化会展功能——从武汉图书馆举办“期刊社——读者咨询会展”说开去,,3,图书馆; 展览; 延伸服务;,"结合武汉图书馆举办会展实践,阐述做好图书馆会展定位和品牌建设的重要性,分析图书馆举办会展的优势及意义,提出公共图书馆应拓展服务领域,强化服务职能。 ",TSLT200703021
服务促和谐 创新见效益——湖北省图书馆延伸服务之实践,张汉强:10587494,3,延伸服务; 文化资源共享; 读书活动;,"结合湖北省图书馆延伸服务的实践,阐述巩固阵地服务、共享文化资源、打造品牌读书活动、关爱弱势群体的具体作法,针对延伸服务中存在的问题提出思考与对策。 ",TSLT200703023
山水借文章得显 文章凭山水以传——地方民族文献与历史文化名城资源的开发利用,成瑶:06516798,3,地方文献; 历史文化名城; 旅游资源;,"在对地方民族文献进行论述的基础上,对旅游资源的地域特点、民族特色以及开发地方民族文献进行分析,探讨将其加工改造成具有旅游功能的旅游环境,使之对客源地产生强烈的吸引力,激发旅游者的旅游动机,促进历史文化名城旅游业的发展。 ",TSLT200703024
略谈少儿图书馆阅读环境设计,张传伟:17028916,3,少儿图书馆; 阅读环境设计; 设计理念;,"少儿图书馆阅读环境设计应以多元化、人本化和开放性为设计理念,并将其理念在阅览布局和阅览气氛的设计中得以体现,营造出符合儿童特性的阅览环境,从而达到符合少儿图书馆形态需求的现代化功能设计。 ",TSLT200703025
信息环境下传统参考咨询服务的应对——基于服务营销学的策划与运作模式,钱丹丹:13995135,5,服务营销理论; 传统参考咨询服务; 服务蓝图; 营销组合;,"探讨在信息环境下,图书馆引入服务营销学的服务蓝图流程设计和服务营销组合因素分析,对传统参考咨询服务进行策划,优化资源组合,提高服务质量。并以地市级公共图书馆为例进行设计,通过实例分析,指导实际运作。 ",TSLT200703026
关于新闻资料数据库建设的几点思考,,3,新闻媒体; 新闻资料; 数据库建设;,"着眼新闻资料数据库建设现状,提出历史报纸、剪报资料、新闻图片、图书和期刊应与现报一并建库的观点,探讨合理建设的基本原则和对策。 ",TSLT200703027
图书馆纸质期刊与期刊数据库订购的抉择,罗小平:22824001|孟妍嫣:22830288,3,纸质期刊; 期刊数据库; 图书馆订购;,"从图书馆期刊订购的角度,论述纸质期刊与期刊数据库的相互关系,图书馆、期刊出版商和数据库集成商之间的关系,并对纸质期刊与期刊数据库的订购选择进行探讨。 ",TSLT200703028
我的启蒙老师——省图书馆,王一鸣:11266367,1, ,"<正>不经意照镜,头发泛起缕缕白丝,感触万千。记得刚满17岁那年,步入黄石市图书馆,恍然28年!真可谓""弹指一挥间""啊。回想走过的岁月,没有大成就,也未枉度人生。出版4部专著,发表学术论文20余篇,十多次论文获省级以上奖。如 ",TSLT200703029
我的城市 我的文学,方方:10688673,2, ,"<正>我常常对文学很不自信了,因为我觉得现在很多人对文学都没有兴趣了,年青人对唱歌呀,更小的人对漫画呀,成年人对挣钱呀这方面的兴趣可能更浓一点,而文学自从进入九十年代后,大家已经不是那么热爱了,或者说是对有一些作品,一些像 ",TSLT200703030
素质教育与家庭教育,陶宏开:07631700,4, ,"<正>2002年我回国之前,在美国进行了十多年的中美文化教育的比较研究,并长期从事素质教育的实践。其间看到媒体报道说,中国开始全面推展素质教育,内心感到十分欣慰。我刚从美国退休回到 ",TSLT200703031
唱响先进文化主旋律 打造图书馆讲座品牌——湖北省图书馆公益讲座集锦,,1, ,"<正>湖北省图书馆举办讲座始于建国初期,到目前为止,已举办1000多场,听众累计达100余万人次。讲座分三个阶段:第一阶段是建国初期,主要以讲时事、政治形势为主。时任省委书记、后任国家主 ",TSLT200703001
会场剪影,,1, , ,TSLT200703032
《历代文星图赞》序,冯天瑜:05973595,2, ,"<正>人们对渊博浩瀚的中国文化史,作过种种譬喻:滔滔东去的大江、一望无际的海洋,等等。而我特别欣赏将其比拟为:澄明无际的夜空镶嵌着周流闪烁的群星,因其特别传神。如果我们采用此一比喻系统,就会发现,天汉间格外璀璨夺 ",TSLT200702003
图书馆信息产业的定位,万群华:10655271,3,图书馆; 信息产业; 定位;,"围绕图书馆产业化所形成的两种截然不同观点,阐述有关图书馆产业的界定、图书馆信息产业的要素、外部环境等问题。 ",TSLT200702004
搭网络传媒快车 走信息产业大道——特色图书馆随笔,汤旭岩:10730160,2,特色图书馆; 图书馆信息产业; 网络;,"从文化产业入手研究公共图书馆信息产业的有关问题,进而阐述建设和发展网络特色图书馆的必要性和可行性。 ",TSLT200702005
人文·整合·创新：和谐社区图书馆功能及完善,宋一1:10374901|范雪梅2:12514937|祁彦利3:15934738,3,人文; 整合; 创新; 和谐; 社区图书馆;,"阐述社区图书馆是人文精神的基地,是思想整合的平台,是社区创新的前沿。并认为,从社区发展与构建社会主义和谐社会的整体性来看,社区图书馆的这几个方面功能具有互动性和整体性。 ",TSLT200702006
论高校图书馆和谐文化建设内涵,王慧玲:15162099,3,高校图书馆; 和谐文化; 人性化服务;,着力建设以人为本的价值文化、人性化的管理文化、和谐的人际文化、宜人的环境文化、多彩的学术文化是构建高校图书馆和谐文化的主要内容。 ,TSLT200702007
高校图书馆信息集成服务体系的构建,全涛:07392891,3,图书馆; 信息集成; 信息集成服务体系;,"提出了构建高校图书馆信息集成服务体系,目的是使图书馆的信息集成服务体系能够达到综合、集成和便捷的效果。 ",TSLT200702008
简讯,,5, ,"<正>湖北省学会举办""图书馆学科馆员工作制度与服务""学术报告会2007年6月初,湖北省图书馆学会在湖北省图书馆举办""图书馆学科馆员工作制度与服务""?学术报告会。学术报告会由武汉大学图书馆副馆长、研究馆员周明华主讲,共分8个方面的内容,即学科馆员制度的定义、学科馆员制度起源与沿革、学科馆员制度成因与条件、学科馆员制 ",TSLT200702009
美国研究图书馆协会大学图书馆工作人员年薪分析,王美英:09010742,3,美国研究图书馆协会; 大学图书馆; 年薪;,"美国研究图书馆协会大学图书馆工作人员的年薪,由于职务与工作年限不同、职务与工作年限相同但性别不同、公立与私立、图书馆规模大小、所处地理位置等因素的不同,工作人员年薪存在差别。 ",TSLT200702010
开展大学后继续教育 培育图书馆创新人才,盛芳芳:22864343,3,继续教育; 图书馆; 人才培养;,"提出了图书馆大学后继续教育是馆员终身教育的最高层次,是将知识转化为能力,把潜能转化为显能,可使馆员产生新的行为和新的效率。 ",TSLT200702011
中文图书语种的认定与著录,逯仰章:08166634,2,CNMARC; 中文图书; 101字段; 指示符; 语种代码;,结合实例对CNMARC 101字段中文图书语种的认定与著录方法作了探讨。 ,TSLT200702012
高校图书馆评估工作五机制,付航:06452431,3,图书馆评估; 工作机制;,"介绍教育部对长安大学本科教学工作水平评估时,该校图书馆从文献保障机制、开拓创新机制、科学管理机制、服务长效机制、未来发展机制等五方面入手,抓住机遇、开拓进取、不断推动图书馆的建设与发展。 ",TSLT200702013
网络百科全书的应用障碍与发展趋势,马叶香:10862473,3,互联网; 百科全书; 发展研究;,"对目前较为有影响的网络百科全书作了详细介绍,并分析了网络百科全书的应用障碍与发展趋势。 ",TSLT200702014
高校院(系)资料室怎样为撰写毕业论文服务,郑红宇:10671500,3,院(系)资料室; 毕业论文; 文献服务;,"提出了资料室定位、文献资源建设、服务方式革新、人员角色转型等,使其能够更好地为学生撰写毕业论文服务。 ",TSLT200702015
由Windows Vista的推出 谈PC硬件的升级换代,吴晓芒:16806357,2,Windows Vista; “双核”CPU; DirectX; PC硬件;,"从介绍VISTA、""双核""CPU、DirectX的涵义展开,分析近期PC硬件市场的行情及主流硬件的性能,并对近期PC硬件的配置提出了建议。 ",TSLT200702016
中学图书馆信息素质教育的内容与实施途径,黄红梅:10612491,3,中学图书馆; 信息素质教育; 实施途径;,"从中学《信息技术》课程课堂教学的补充角度,探讨中学图书馆信息素质教育的内容与实施途径。 ",TSLT200702017
1998-2006年读者权利研究综述,迟玉琢:10744835,4,读者权利; 权利保障; 图书馆立法;,"对1998到2006年间近十年读者权利研究进行了量化分析描述,并对这期间的研究内容、研究重点、研究成果等,进行了概括、分析。 ",TSLT200702018
网络发展与青少年德育的拓展,龚志梅:15989100,3,网络道德规范; 青少年德育建设;,"顺应时代发展要求,正视网络给青少年德育带来的挑战,与时俱进地开展青少年德育教育,已成为无法回避和亟待解决的问题。 ",TSLT200702019
科研图书馆读者服务方法探讨,黄汉花:10727355,3,科研图书馆; 个性化服务;,"针对科研图书馆读者成分单一、文献信息需求具有系性、广泛性和及时性特点,对不同服务方法进行了探讨。 ",TSLT200702020
纸质型期刊如何吸引读者,孙卓然:10635707,3,网络环境; 高校图书馆; 纸质型期刊;,"在新时期,面对电子期刊对纸质型期刊的冲击,对于如何提高纸质型期刊的利用率、如何吸引读者等问题,提出了转变管理理念、优化阅读环境、加强宣传力度、提高馆员业务素质、实现人性化服务等理念。 ",TSLT200702021
浅谈读者服务岗位上的女性馆员,,4,女性馆员; 读者服务;,"以国家图书馆读者服务的工作状况为例,分析了女性馆员在读者服务岗位上的优势,以及因其自身特点对图书馆阅览工作所起的重要作用;分析了图书馆阅览工作女性化存在的问题并同时要求女性馆员要与时俱进,提高自身素质,更好地发挥女性在读者服务工作的作用。 ",TSLT200702022
网络环境变化对用户信息需求的影响与应对,陈葑:15412009,3,网络环境; 信息需求;,"网络环境的变化,不仅影响到人们对图书馆利用,它还对人们的思维方式和生活方式也产生了影响,随之人们的信息需求和信息行为也发生了变化,就如何应对这些变化提出了看法。 ",TSLT200702023
随身携带的网络个性化服务工具——MP3播放机的特点、发展应用,王善林:07592552,3,MP3播放机; 互联网终端; 信息服务工具;,探讨了随身携带的网络个性化服务工具MP3播放机的特点、发展、应用及应注意的问题。 ,TSLT200702024
略论图书馆文献资源预测学,张亮:45672913,2,图书馆; 预测学; 文献资源;,"论述图书馆文献资源预测学的概念、内容、程序和方法,并通过实例加以说明。 ",TSLT200702025
对图书馆信息资源共建共享的思考及实践探索,岳丽:15367999,3,图书馆; 信息资源共建共享; 思考;,"通过对信息资源共建共享的有效服务模式、图书馆在信息资源共建共享中的内涵、管理与发展及应注意问题的探讨,并结合图书馆工作实际,提出了一些观点和思路。 ",TSLT200702026
加强高校图书馆外刊资源建设的举措,乔爱丽:06984200,2,高校图书馆外刊资源; 建设与利用;,"外刊资源建设在高校图书馆文献资料建设中的作用越来越大,普通高校图书馆如何改变外文期刊资源建设的观念和解决面临的严峻挑战是急待解决的问题。 ",TSLT200702027
铨品译才 标列岁月——从释道安的《综理众经目录》特点看其学术地位,武宗华:10667042,3,释道安; 佛教目录学; 《综理众经目录》;,"从释道安访经问道,看《综理众经目录》的形成;从僧佑《出三藏记集》的编撰,看《综理众经目录》特点及其学术价值。 ",TSLT200702028
我的文学创作与三峡文化,叶梅:10672763,3, ,"<正>今天我在这里想说的是我的小说与三峡文化:关于三峡文化的思考。为什么讲这个?因为我的成长和三峡文化的滋养分不开,而三峡文化在中国文明的地位也是不能忽视的。 ",TSLT200702029
打开曾侯乙墓,邵雪海:10623241,5, ,"<正>大约在公元前433年,也就是距今2430多年前的战国早期,曾国的一位国君驾鹤西去。这是我们今天才知道的,而且多少带点推测的成分。头一年,即前434年,中原晋国的晋敬公死,后一年,即前432年,南方楚国楚惠王死的史实均见于《史记》。然而,同是诸侯,曾国国君殡天却 ",TSLT200702030
唱响先进文化主旋律 打造图书馆讲座品牌——湖北省图书馆公益讲座集锦,,1, ,"<正>湖北省图书馆举办讲座始于建国初期,到目前为止,已举办1000多场,听众累计达100余万人次。讲座分三个阶段:第一阶段是建国初期,主要以讲时事、政治形势为主。时任省委书记、后任国家主 ",TSLT200702001
一腔热血勤珍宝 洒去犹能化碧涛《近代名人墨迹 冯永轩藏品——卷首语》,冯天瑜:05973595,4, ,"<正>诸君翻阅的这本册子,是先父部分收藏的结集。承蒙湖北教育出版社厚意,这批藏品在历尽劫波后,今天能以精美的书卷形态供同好者观摩、研讨、采用,以尽文物作为""天下之公器""的效能,实在令人快慰。 ",TSLT200701002
在创新中求双赢 在双赢中求发展——公共图书馆信息产业话题访谈录,,3, ,"[主持人的开场白]《图书情报论坛》2006年第4期刊登了ayou88分类信息网董事长陈斌撰写的《共建中国城市分类信息第一门户网站》一文。文章中关于ayou88将图书馆与互联网有机结合、走信息产业发展之路的设想和创意,引发了图书馆业内人士对图书馆信息产业发展问题的兴趣。为更加深入、全面地解读图书馆信息产业的话题,《图书情报论坛》杂志社邀请了湖北省图书馆馆长、研究馆员万群华、湖北省图书馆党委书记、研究馆员汤旭岩、湖北省图书馆副馆长、研究馆员贺定安和ayou88分类信息网董事长陈斌等四人(以下简称万、汤、贺、陈),就图书馆信息产业的话题展开了以下访谈。 ",TSLT200701003
关于公共图书馆发展信息产业若干问题的思考,陈斌:15801206,3,信息产业; 信息服务; 网络平台; 公共图书馆;,"以全国公共图书馆为网络平台,提出了在网络环境下公共图书馆发展信息产业的新思路。通过这个平台,图书馆可以利用自身的信息资源优势和服务优势依托高科技尤其是信息技术、网络技术和多媒体技术,把信息资源、信息服务甚至信息技术转换成可以量化出售的产品,实现产品的市场化、生产的一体化、经营的规模化,和极参与到市场竞争中。 ",TSLT200701004
网络时代的前沿领域IA——评介周晓英教授的《基于信息理解的信息构建》,武文秀:10731863,3,信息构建; 网络时代; 书评;,"简单介绍了信息构建IA的发展及研究状况,重点评价了中国人民大学信息费源管理学院周晓英教授编著、北京市社会科学理论著作出版基金资助出版的《基于信息理解的信息构建》一书。 ",TSLT200701005
中外数字图书馆概念比较研究,孔庆杰:06596817|李贺:06583724,4,数字图书馆; 概念; 属性;,"选择了16种国内外具有代表性的数字图书馆的概念,通过分析这些概念的字段和其所界定的数字图书馆的属性,比较了国内外研究者对于数字图书馆认识的异同。 ",TSLT200701007
整合学科群 创建新学科的佳作——《信息组织学》评介,陈耀盛:07568451,2,信息组织; 信息组织学; 书评;,首次论述了信息组织作为一门学科的研究对象、研究目标、研究任务等。 ,TSLT200701009
湖北省文化信息资源共享工程工作会议在武昌召开,,1, ,"<正>2006年12月20日至21日,湖北省文化信息资源共享工程工作会议在武昌召开,会议传达了全国文化信息资源共享工程经验交流会议及全国文化信息资源共享工程试点工作会议精神,总结了2002年以来全省文化共享工程建设的成绩和经验,对全省文化共享工程先进集体和先进个人进行了表彰,全面部署""十一五""全省文化共享工程 ",TSLT200701006
