篇名,作者,页数,关键词,摘要,filename
中国新型高校智库建设的3个矛盾,沈国麟:06707612,5,新型智库; 高校智库; 矛盾; 世界一流大学;,"[目的/意义]本文聚焦高校智库在建设过程中遇到的3个矛盾:学术研究和咨政研究的矛盾、实体机构与虚体机构的矛盾和学科建设与智库建设的矛盾。[方法 /过程]本文分析了这3个矛盾产生的原因以及智库与整个高校生态环境之间的关系。[结果 /结论 ]本文提出了解决矛盾的办法:第一,解决学术研究和咨政研究矛盾最重要的路径是探索分类评价机制,即把对咨政研究的评价和学术评价区列开来,建立一套完善的咨政研究的评价体系;第二,实体机构与虚体机构的矛盾可以采用""虚实结合""的方式来解决;第三,找到学科建设和智库建设的平衡点。 ",ZKSL201802004
央企智库建设探索与实践——三层次智库建设初探,陈彬1:39159784|李尧1:32204759|赵航2:42336542,6,智库; 企业智库; 央企智库;,"[目的/意义]在党中央和国务院的高度重视下,加强中国特色新型智库建设成为当下中国社会科学领域的重点课题之一。目前,诸多央企都在强化智库建设,取得了一定进展,但也显现出一些问题。[方法 /过程]本文通过分析问题表现及其成因,梳理了央企智库的服务层次,提出了改进思路。[结果 /结论 ]央企智库建设可立足服务国家发展、服务企业决策和服务专业工作3个层次开展,并且要提供相应的人才和制度保障机制。 ",ZKSL201802005
国外智库建设经验对我国智库保持独立性的启示,张伟一:39158028,7,独立性; 美国智库; 英国智库; 日本智库; 新型智库建设;,"[目的/意义]独立性是智库的核心价值之一,本身具有复杂性和相对性,难以进行量化。目前国内对智库独立性的研究较少,需要进一步讨论。[方法 /过程]本文通过对美国、英国、日本3国智库独立性及保持独立性方面的举措进行比较分析,阐述我国现阶段智库独立性建设存在的问题,并提出相应建议。[结果 /结论]我国在建设中国特色新型智库过程中需要推动各类智库协调发展,完善智库登记管理的相关法律法规,引导企业和个人向智库捐款,加强对各类智库的监督管理。 ",ZKSL201802006
金砖国家智库合作的现状、困境与策略,骆嘉:33929981,8,金砖国家; 智库合作; 智库发展;,"[目的/意义]智库合作是金砖国家合作助推器,日益完善的金砖国家合作机制对金砖国家智库合作提出新要求。[方法 /过程]本文梳理智库合作推动金砖国家合作机制不断前行的积极作用,总结智库合作面临内外部多重因素诸多困扰,试图推动金砖国家智库进一步合作。[结果 /结论 ]各成员国应采取如下针对性措施加以弥补:建设专业特色智库,构建共享智库网络,加强智库咨询研究能力;发挥协同合作效应,优势互补集中发声,强化智库话语塑造能力;倡导独立自主研究,激发社会智库活力,提升智库独立运营能力。 ",ZKSL201802007
公共政策视野下推进欠发达地区新型智库建设的思考,韦伟光:32993997,7,公共政策; 欠发达地区; 新型智库建设;,"[目的/意义]智库是以公共政策为研究对象,以政策分析人才为核心的研究机构;政策科学(公共政策学)是智库最主要的支撑学科,基于公共政策视角探究地方新型智库建设的困局及出路具有很强的现实意义。[方法 /过程]基于公共政策视角,深入剖析当前推进欠发达地区新型智库建设面临的现实困境。[结果 /结论 ]提出以新发展理念转变落后的行政管理思想;建立健全支持政策体系;加强支撑学科建设,大力培养政策分析人才等推进欠发达地区新型智库建设路径。 ",ZKSL201802008
高校智库建设:具体标准、运行机制及实现路径,孙战伟:30215880,7,高校智库; 标准; 机制; 路径;,"[目的/意义]高校智库是高校服务政府、服务社会的一种重要组织形式,但如何建设高校智库却鲜少研究。[方法 /过程]采用文献分析、比较分析等方法,在揭示高校智库建设的现有条件和存在问题的基础上,比较分析和借鉴国外高校智库建设的成功经验。[结果 /结论 ]结合我国高校实际状况,提出了推动我国高校智库建设的具体标准、运行机制和实现路径,有助于整合凝聚高校智库研究力量、优化智库研究机构、提升智库研究水平。 ",ZKSL201802009
康拉德·阿登纳基金会的运行机制与发展态势,段美珍:36532216,8,阿登纳基金会; 智库; 发展历史; 运行机制; 价值理念;,"[目的/意义]加强中国特色新型智库建设和发展是增强我国软实力、服务国家决策的重要组成部分。本文通过深入剖析康拉德·阿登纳基金会的运行机制和发展态势等,以期为我国智库的建设和发展提供参考借鉴。[方法 /过程]采用文献调研法和网络调研法,对康拉德·阿登纳基金会的发展历史、价值理念和运行机制等进行了归纳总结,同时基于国际权威的全球智库排名报告,分析了基金会的关注重点和发展态势。[结果 /结论 ]康拉德·阿登纳基金会作为连续多年与政党有联系的最佳智库,之所以能够为德国政治和政党发展提供坚实的支撑,与其特殊的组织结构、运营机制和发展理念是分不开的。 ",ZKSL201802010
英国海外发展研究所的使命、运作机制与发展动态,杨志刚:35412004,12,海外发展研究所; 智库; 发展中国家;,"[目的/意义]在全球化发展背景下,考察英国海外发展研究所的运行机制、研究方向和实践活动,为发展中国家的发展、合作问题研究提供借鉴与参考。[方法 /过程]采用案例研究方法,主要通过文献调研和网站调研收集数据,援引海外发展研究所发布的一手出版物及相关研究报告,同时参考了国际权威的智库排名报告,对其历史和现状进行考察。[结果 /结论 ]海外发展研究所组织运行独立、专业、透明,有问责机制,研究集中于经济、社会保护、农业、水资源、气候、人道主义等领域,主要面向发展中国家,提供优质研究、政策建议、咨询服务以及定制培训,并设立研究员奖学金计划,为发展中国家输送优秀的经济学及统计学研究生,致力于当地公共事业发展。 ",ZKSL201802011
国外高水平高校智库运行机制与决策影响途径研究——以英国曼彻斯特大学创新研究所为例,王婷1:36310522|谭宗颖2:11464725|李宏1:36574917,6,曼彻斯特大学创新研究所; 运行机制; 决策影响途径; 高校智库;,"[目的/意义]建设中国特色的新型智库已经成为推进国家治理体系和治理能力现代化的重要战略举措。作为高等教育质量的显著标志,高校智库已成为新型智库建设的核心力量之一。新型高校智库的核心在于创新理念、组织形式与运营模式,因此借鉴国外高校智库建设的成功经验具有重要的现实意义。[方法 /过程]本文以英国曼彻斯特大学创新研究所为例,首先梳理了机构概况和发展历程,然后从管理体制、组织运行机制和决策影响途径3个方面对研究对象进行了系统剖析。[结果 /结论]研究归纳出英国曼彻斯特大学创新研究所获得成功的6点经验,为我国高校智库建设提供参考。 ",ZKSL201802013
2018科技智库核心能力建设高级研修班在沪举办,,1, ,"<正>中国科学学与科技政策研究会区域创新专业委员会、上海市科学学研究会、上海科技管理干部学院以及上海科学技术政策研究所于2018年4月15—18日在上海联合举办""2018科技智库核心能力建设高级研修班""。来自全国30余家科技类智库、科研院所、大学等单位的120余名学员参加研修。《智库理论与实践》编辑部作为此次研修班的媒体支持单位。本次研修班围绕科技智库研究人员亟需重点提高的五方面能力——""知大势、懂方法、能写作、善 ",ZKSL201802012
智库能力与新型智库建设——2018第三届新型智库核心能力建设高级研修班通知(第一轮),,2, ,"<正>2018年11月28-12月1日海口为贯彻党的""十九大""关于加强中国特色新型智库建设的指示精神,加强中国特色新型智库核心能力建设,推进科学决策、民主决策,推进国家治理体系和治理能力现代化,增强国家软实力,解决新型智库建设理论与实践发展中所面临的新问题,加强智库实践界、学术界与决策部门间的交流与研讨,促进新型智库发展,中国科学院文献情报中心《智库理论与实践》编辑部于 ",ZKSL201802014
上海论坛2018——科技创新子论坛通知,,1, ,"<正>上海论坛2018将于5月26日-28日在上海国际会议中心举办。本次论坛主题是:全球治理与亚洲——变动世界中的亚洲责任。5月26日上午开幕式将邀请诺奖经济学得主、联合国副秘书长、非洲开发银行前行长、哈佛大学肯尼迪政府学院首任院长作主旨演讲。5月26日下午,由《智库理论与实践》编辑部承办的上海论坛2018科技创新子论坛——科技创新中心建设的国际比较与借鉴,将在上海国际会议中心3H&I会议室召开。议题涉及:国家科技创新中心建 ",ZKSL201802015
《智库理论与实践》2018年选题指南,,1, ,"<正>《智库理论与实践》(双月刊)是我国智库界专注于智库理论研究与智库实践创新相结合的高端专业学术期刊,2016年2月28日创刊,由中国科学院文献情报中心与南京大学联合主办。创刊两年来得到学界业界的鼎力支持与热切关注。新的一年,本刊将继续邀请智库专家对热点政策问题进行解读,报道有关智库领域的好观点、好思想、好报告等,继续跟踪智库领域热切关注的重要问题,鼓励和推动学术争鸣与学术创新,致力于通过新型智库研究推动国家相关政策的制定与完善,推动国家各个相关领域的 ",ZKSL201802016
开启中国特色新型智库建设的新征程,,1, ,"<正>时光荏苒,日月如梭。《智库理论与实践》办刊进入了第三个年头,走过了艰辛的历程,也将迎来新的发展机遇。三年前,党中央国务院为了全面总结改革开放建设和中国特色社会主义发展的经验,牢固树立""四个自信"",颁布《关于加强中国特色新型智库建设的意见》,探索国家治理和发展新机制,把中国特色新型智库建设作为一项重大而紧迫的任务,提出从推动科学决策、民主决策,推进国家治理体系和治理能力现代化、增强国家软实力的战略高度,重 ",ZKSL201801001
科技智库建设的多层次图景分析, ,12,科技智库; 图景分析; 知识体系架构; 专业咨询; 后常规科学; 类型模式; 网络构建;,"[目的/意义]当前我国科技智库建设普遍存在定位模糊和""库""重于""智""的问题,在新的决策背景下,找到""位""、提升""智""是当前科技智库建设的首要任务。[方法/过程]本文以知识为基础,构建了科技智库建设的多层次图景:宏观层面的属性和边界关系图景,微观层面的研究体系及功能结构图景,中观层面的类型模式和组织演化图景,希望能够以""图""定""位"",以""知""明""智""。[结果/结论]从多个维度对科技智库进行了以""图""定""位"",并明晰了科技智库提高""智""识—提升""智""量—彰显""智""能的以""知""明""智""的路径,得出了一些新的认识:(1)认为知识与决策的双向互动是科技智库区别于其他智库的本质特征,将科技智库与其他智库的互动关系分为强联系与弱联系型,提出科技智库是智库体系中最为基础、最为能动、最为新锐的力量;(2)明确了核心科学在科技智库中的灵魂地位以及科技智库对核心科学的反哺作用,提出科技智库应超越当前""科技咨询""模式,向不确定性和决策风险高的后常规科学问题及策略拓展;(3)基于知识体系架构和领域跨度,将科技智库划分为综合型、专业型、咨询型、平台型4个类型,并在系统整合的基础上构建了科技智库的组织演化图景,基本... ",ZKSL201801002
高校智库创新生态系统:理论模型、创新机制与发展建议,裴蕾:29354889,8,高校智库; 创新; 生态系统; 机制;,"[目的/意义]用生态学的观点研究高校智库创新系统多样性、自组织性及动态性的规则模式,把握其演化的关键进程和节点,促进创新思想和创新模式的产生,提升高校智库发展水平。[方法/过程]在文献分析的基础上,归纳抽象调研事实数据,构建了高校智库创新生态系统的理论模型,并从生物学隐喻、内部(微观)创新生态、外部(宏观)创新生态3个方面对模型加以解释。[结果/结论]在内部创新生态系统中,高校智库承担了创新环境的作用,促进微观创新主体进行知识创新、组织创新和制度创新;在外部创新生态系统中,高校智库承担着创新主体的功能,与其他生态主体竞争协同,形成政策建议和舆论导向。高校智库创新生态系统的创新机制包括以人才流动为主线的自组织演化、以知识流动为主线的开放协同及以价值流动为主线的市场规律调节。 ",ZKSL201801003
开放知识环境下智库信息资源配置理论研究,"王铮1,2:21863090|刘红煦3:38831010",8,智库; 开放知识; 信息资源配置; 智库信息资源;,"[目的/意义]在当前的开放知识环境中,信息资源的有效配置能够对智库知识的有效生产与供给带来积极影响。因此需要将信息资源配置这一解释/分析工具引入到智库研究中来,用以解决当前我国新型智库建设过程中出现的现实问题。[方法/过程]分析了智库信息资源配置的理论构成单元和理论基础,构建了智库信息资源配置的理论框架,明确了框架下需要解决的关键问题。[结果/结论]开放知识环境提供了信息资源配置的对象,智库提供了信息资源配置的方向,智库信息资源配置的实质是信息资源与信息需求之间的匹配。在未来研究中需要对智库的信息内容、信息需求、信息行为进行深入调查,并建立智库信息资源配置效率和智库影响力之间的关联。 ",ZKSL201801005
支持高校智库专业化发展的供应链管理模型,汪建1:26476889|王裴裴1:38831011|陈悦2:26403427,8,供应链管理; 高校智库; 过程管理; 智库专业化;,"[目的/意义]高校智库建设需要从结果导向转为过程导向,完善体制机制,提升专业化水平。[方法/过程]本文借鉴管理学理论,提出通过建设高校智库供应链实现过程管理。通过定义高校智库产品,主要包括3个基本环节(需求对接,科学研究以及成果推广)和2种运营模式(点菜模式和自选模式),建立产品的供应链。基于面向订单生产和面向库存生产模式,分析了点菜和自选模式的运营特点。[结果/结论]最后结合样本,分析了产品供应链在实践中的特点和问题,为高校智库提升专业化水平提供建设思路和参考模型。 ",ZKSL201801006
近年我国高校智库研究热点分析,钟贞山1:08048505|龚文霞2:45694850|胡五生3:37922861,9,高校智库; BICOMB; 研究热点;,"[目的/意义]对我国高校智库研究热点进行分析,以期为高校智库后续研究提供参考。[方法/过程]本文以中国知网(CNKI)2010—2016年收录的245篇高校智库研究期刊文献为样本,利用BICOMB、SPSS等数据分析软件,分别从期刊文献的时间分布、载文期刊来源与知识基础、核心作者与研究机构分布、高频关键词共现等方面对我国高校智库研究热点、存在问题进行分析。[结果/结论]今后开展高校智库研究可以从以下3方面进行完善:推进高校智库研究成果落地、组建高校智库研究核心团队、创新高校智库比较研究对象。 ",ZKSL201801007
“西南现象”背后的智库因素:以广西智库建设为例,李凌:08573386|姜泽:38831012,7,地方智库; 区位优势; 文化特色; 顶层设计; 管理机制;,"[目的/意义]研究""西南现象""背后的智库因素,以广西智库建设为例,提出地方智库建设规律与路径。[方法/过程]通过实地调研走访,获取近年来广西智库发展的一手资料,结合广西发展的区位优势与文化特色,研究广西智库发展的顶层设计与特色内涵。[结果/结论]广西波澜壮阔转型发展的背后,是地方智库的智慧在闪光。研究认为,地方智库是推动地区发展的有生力量。地方智库建设应首先做好顶层设计、紧密结合地域区位优势、与地方社会经济转型发展融为一体,同时加强开放合作交流、规范智库管理等。 ",ZKSL201801008
新型地方科技智库建设实证研究——以重庆为例,李政刚:28741631,6,新型; 科技智库; 探索; 重庆;,"[目的/意义]地方科技智库大多由情报机构和决策咨询机构演化而来,如何适应中国特色新型智库建设要求,建构一套与传统智库不同的体制机制,为地方科技战略决策提供高质量服务,值得总结思考。[方法/过程]本文对新型地方科技智库的内涵进行了界定,分析了新的时代背景下,重庆科技发展战略研究院建设地方科技智库的经验做法及启示。[结果/结论]从确立研究特色、创新咨政方式、集聚智库人才、提升影响力等方面,提出地方科技智库建设的策略和路径。 ",ZKSL201801009
大数据环境下纸媒智库化趋势的特征及启示——以经济学人集团EIU为例,张霄:38831013|马冉:28977022,6,经济学人; 纸媒; 智库; 转型;,"[目的/意义]大数据时代的来临对传统纸媒的生存与发展造成了巨大的冲击。媒体互融和""智库化""成为今后纸媒发展的大趋势。做好纸媒的转型工作,不仅是我国纸媒行业面临的重要挑战,也是建立我国特色新型智库的重要契机。[方法/过程]在全球纸媒""智库化""转型的过程中,英国《经济学人》集团一路高歌,成为顺利转型的一种典型模式。本文对经济学人集团旗下EIU(经济学人智库)的基本特征进行了简要的总结和分析。[结果/结论]阐述了这对我国纸媒""智库化""转型发展带来的几点启示,并结合中国国情,提出了建议措施。 ",ZKSL201801010
论咨政报告的质量及其保障——以D市X教育智库为个案,李清刚:07571977,6,咨政报告; 质量; 个案;,"[目的/意义]保障咨政报告的质量对于政策文本的质量显然具有重要意义。咨政报告的质量就是指咨政报告解决教育问题的同时附带产生其他问题的好坏程度。咨政报告的高质量只有在价值中立的领域才能有效保障。[方法/过程]基于D市事业性质的X教育智库的个案研究发现,保障咨政报告的质量也要综合运用多种研究方法,如历史研究、比较研究、趋势外延、模型分析、成本效益分析等。[结果/结论]加强地方新型教育智库的专业能力建设,使教育政策尽可能地建立在充分的证据上,同时营造风清气正的学术氛围。 ",ZKSL201801011
大数据对提升智库咨政水平的作用及发展建议,陈光义:37851893,8,智库; 大数据; 咨政; 中国特色新型智库; 数字中国;,"[目的/意义]数字经济时代,大数据将推动智库研究分析与决策咨询方式的深刻变革,应用大数据提高智库咨政水平对提升智库科学决策支撑能力、建设中国特色新型智库、增强国家软实力具有重要意义。[方法/过程]本文从理论层面,对智库的发展历程、主要类型和咨政方式、存在的问题进行系统的梳理,针对存在的问题分析了大数据对智库咨政的重要作用,并结合我国大数据智库发展现状提出具体发展建议。[结果/结论]目前我国智库在政策咨询的选题、研究过程、解决问题能力、政策评估、信息共享等方面存在问题,大数据能针对这些问题提供""新手段、新基础、新工具、新方法、新途径"",并从提升大数据重视程度、建设专业数据库、建立大数据分析平台、培养大数据人才、建立智库大数据联盟、加强与大数据公司合作等方面提出建议。 ",ZKSL201801012
面向创新创业的智库知识库构建研究,"乔利利1,2:38831014|许鑫1,2:14281145|赵星1,2:31937081",8,创新创业; 智库知识库; 平台构建; 案例研究;,"[目的/意义]针对我国当前""大众创业、万众创新""(""双创"")的社会氛围,解析创新创业的社会需求,为其知识供给提供一个有针对性的智库知识库的建设方案。[方法/过程]本文通过政策文本分析和案例研究的方法,对创新创业智库知识库的建设进行分类,以分类案例对创新创业智库知识库的建设进行分析讨论。选择杜克大学创新创业中心、Google内部孵化器Area120、企业家中心和NOVUSENS4个机构的创新创业智库知识库,从面向外部和内部、营利性和非营利性不同维度分析不同创新创业智库知识库的构建要求,并从创新创业智库知识库的内容分类,从4个方面10大子库的角度分析了当前创新创业智库知识库建设的需求。[结果/结论]针对我国当前现实,提出了平台贯通、线上线下协同、行业库等创新创业智库的建设参考。 ",ZKSL201801013
美国波托马克政策研究所特色初探,王小理:13969697,7,防务智库; 科技预测; 军民融合;,"[目的/意义]独立、中小型国防科技智库在智库生态体系中的功能和定位,对于智库体系的持续健康发展有重要意义,需要加强典型案例研究。[方法/过程]本文对美国一家具有特色的中小型防务科技智库波托马克政策研究所进行了信息调研,包括其使命和原则、领导层、业务组织架构、服务对象和智库产品等,并将其放在美国智库的一般特点视角下进行特征分析。[结果/结论]该所注重前沿科技的社会影响和防务政策咨询研究,业务组织架构基于学科基础,并与服务对象耦合,体现军民融合;具体业务方向更加聚焦,强化新兴技术和恐怖主义对策研究;注重分析方法构建;注重科技前瞻能力建设等。这些特征对我国中小型科技智库发展具有一定启示价值。 ",ZKSL201801014
中国特色新型高校智库的探索与多维度能力建设——基于华南理工大学公共政策研究院的个案研究,杨沐:35983692|林珅:37400790,8,高校智库; 多维度框架; 能力建设;,"[目的/意义]中国特色新型高校智库建设在全球化背景下迈入蓬勃发展阶段,探讨高校智库的内部治理机制为我国智库体系的创新发展提供可行建议。[方法/过程]采用个案研究的定性分析方法,以华南理工大学公共政策研究院智库建设为具体实例,考察其在中国特色新型智库建设路径上如何打造高端智库,如何通过组织形式与管理方法的创新变革,突破高校智库发展的制度瓶颈。[结果/结论]以""多维度的能力建设""模式作为高校智库的治理之道,科学配置人力、物力、财力等能力要素,在资金募集能力建设层面促进政商学媒多元筹资方式;在知识储备能力建设层面优化智力资源的科学配置;在战略规划能力建设层面塑造国际知名度与话语权体系等举措,为建设中国特色高校智库提供有益探索。 ",ZKSL201801015
《智库理论与实践》2017年优秀审稿专家,,1, ,"<正>2017年,有36位外审专家参加了《智库理论与实践》稿件的同行评议工作,共评审稿件237次。综合考虑审稿数量、质量和时效,本刊评选出7位优秀审稿专家,颁发证书并免费寄送一年的期刊。感谢所有审稿专家的大力支持! ",ZKSL201801016
《智库理论与实践》2018年选题指南,,1, ,"<正>《智库理论与实践》(双月刊)是我国智库界专注于智库理论研究与智库实践创新相结合的高端专业学术期刊,2016年2月28日创刊,由中国科学院文献情报中心与南京大学联合主办。创刊两年来得到学界业界的鼎力支持与热切关注。新的一年,本刊将继续邀请智库专家对热点政策问题进行解读,报道有关智库领域的好观点、好思想、好报告等,继续跟踪智库领域热切关注的重要问题,鼓励和推动学术争鸣与学术创新,致力于通过新型智库研究推动国家相关政策的制定与完善,推动国家各个相关领域的 ",ZKSL201801017
《智库理论与实践》读者需求调查表,,2, ,"<正>亲爱的读者:您好!《智库理论与实践》(双月刊)自2016年2月创刊以来,作为智库理论与实践领域唯一学术性期刊,目前已出版13期。为了能更好地为您服务、了解您对我刊的看法和意见、及时准确为您提供您需要的文章,编辑部现邀请您参与此次问卷调查,本调查只用于了解读者对本刊发展的需求和建议。感谢您的配合与支持! ",ZKSL201801004
挖掘党校资源、创新工作机制全力打造新型红色智库的几点思考,范志强:36836455,4,红色智库; 目标方向; 功能定位; 运行机制;,"[目的/意义]针对中央和地方对党校智库建设的目标要求,进一步明确建设新型""红色智库""的目标方向和功能定位,建立健全一套规范、有序、可操作性的智库建设运行机制,从而为各级党委、政府,特别是为党的理论研究和党性教育研究提供强有力的智力支撑。[方法/过程]结合党校自身特点和工作实际,充分整合和挖掘党校现有资源,在聚焦目标方向,找准功能定位的前提下,创建新型智库的全新运行模式,通过建立联席会议制度、成果转化机制、信息共享机制和激励约束机制,有效推动党校""红色智库""创新发展。[结果/结论]通过一系列理论探索和运行实践,为提升党校智库建设的科学性、目标性、规范性、有效性提出建议,为党校系统开展新型""红色智库""建设的研究与实践提供有益参考。 ",ZKSL201705001
新型智库体系的内涵特征与建构思路,刘德海:32201969,7,新型智库; 智库体系; 内涵; 路径;,"[目的/意义]构建新型智库体系,是推进各类智库健康有序发展、增强服务决策能力的迫切需要。[方法/过程]以新型智库建设的指导思想和总体目标为依据,通过中外智库对比,厘清新型智库体系的中国特色、主要内涵、基本特征、系统构成、实践探索。[结果/结论 ]构建新型智库体系,需要确立明确的价值导向,构建科学的网络组织,完善相关的政策制度。 ",ZKSL201704002
社科联:新型智库体系建构的纽带,刘西忠:31159453|李启旺:37824382|刘双双:37824383,7,社科联; 智库体系; 纽带;,"[目的/意义]厘清社科联在新型智库体系建设中地位和作用。[方法/过程]本文采用3个理论视角观察社科联在新型智库体系中的地位作用和可能扮演的角色,从3个现实维度观察社科联在新型智库体系中功能作用,并从实践层面总结梳理了各地有关社科联在新型智库建设中发挥作用的政策设计与探索。[结果/结论 ]社科联要根据自身在新型智库体系建设过程中的桥梁地位和纽带功能,进一步找准位置,着力建设牵引型、枢纽型和平台型智库,更好地发挥7个方面的作用。 ",ZKSL201704003
新型智库体系的运行和保障机制研究,朱建波:24171683|孙煜:37824384|吴绍山:37824385,7,新型智库; 保障机制; 运行机制;,"[目的/意义]中国特色新型智库建设快速推进,进入新的阶段,亟需凝聚和焕发智库群体的生机和活力,形成合理布局、优势整合、有机贯通、运转协调的新型智库体系。[方法/过程]本文基于对我国新型智库建设实践的观察,系统梳理、深入分析了新型智库体系建设的运行和保障机制。[结果/结论 ]完善组织机制、搭建新型智库体系的管理架构,构建运行机制、激发新型智库体系的最大效能,畅通衔接机制、促进新型智库体系嵌入政策网络,健全环境保障机制、筑牢新型智库体系的发展根基,推动中国特色新型智库建设水平整体跃升。 ",ZKSL201704004
江苏新型智库体系建设中的平台载体研究,章寿荣:07818872|梁剑:31708647,7,新型智库; 体系; 平台载体;,"[目的/意义]为进一步对江苏新型智库体系中的平台载体建设提供支撑和帮助。[方法/过程]本文从理论层面分析了智库平台载体的内涵,从实践层面总结梳理了近3年来江苏智库平台载体建设的经验和面临的主要问题。[结果/结论 ]江苏平台载体建设须遵循专业化、系统化和经济性原则,统筹规划,整合资源,从5个方面来提升智库平台的质量和层次。 ",ZKSL201704005
构建新型智库体系:苏州的实践与思考,刘伯高:26912575|乔湘流:37824386,7,新型智库; 体系; 苏州;,"[目的/意义]针对地方新型智库建设中的同质化、低效化问题,聚焦苏州,探讨地级市新型智库体系的构建路径。[方法/过程]通过实地调研、专家座谈和文献查考等方法,分析苏州智库建设战略谋划的基本角度,揭示苏州基层实践的生动图景,把握智库业界的前沿理论,开展理性思考。[结果/结论 ]苏州坚持全面发力、多点突破、纵深推进,构建新型智库体系,针对性、实效性强。要创新资源整合、多元对接和支撑服务机制,做优新型智库体系。 ",ZKSL201704006
企业智库在中国特色新型智库体系中的定位及发展研究,郑海峰:24414779|柴莹:35919001,8,智库; 企业智库; 中国特色; 智库体系; 定位;,"[目的/意义]解读国家对智库建设的政策思路,研究企业智库发展路径,对推进我国企业智库建设及新型智库体系构建具有重要意义。[方法/过程]针对我国企业智库发展面临影响力不足、发展道路不清晰等问题,在深入分析国家对于中国特色新型智库体系构建思路,借鉴知名企业智库的做法和经验的基础上,研究提出有关建议。[结果/结论 ]建议通过根据国家发展要求找准自身定位、适应数据信息时代特征、建立开放互动的组织体系、构建科学有效的研究模式、注重研究成果的转化与传播、创新人才队伍建设、组织创办企业智库联盟等方式进一步加强我国企业智库建设。 ",ZKSL201704007
智库报告类型和特征研究,"陈安1,2:29580667|贾传玲1:37729386|李鹏杰1:37824387|赵庆风1:37824388|房亚楠1:37746437",9,智库; 智库报告; 智库报告类型; 智库报告特征;,"[目的/意义]随着形势的发展,智库建设已成为国家和地方软实力的重要组成部分,智库建设的意义越来越凸显,智库报告也越来越多。为我国乃至世界的智库产品发展提供更为准确的方向,为建设优质智库提供参考。[方法/过程]经过对报告的分析总结,可以把智库报告按照其报告所要达到的目的分为""回音壁""式反馈报告、""进行时""式事件报告、""解读""型政策报告、""示警""型研究报告、""描述""型分析报告、""内参""式针砭报告、""建议""式评价报告、""拼凑""式行业报告、""大百科""式年度报告9类,同时对这9类中的每一类智库报告进行剖析,通过对其完整阐述、特征分析、结构内容评价进而得出每类智库产品的模式。[结果/结论 ]最后对这9种智库报告进行分类梳理,为我国乃至世界的智库产品发展提供更为准确的方向,为建设优质智库提供参考。 ",ZKSL201704008
关于地方高端智库建设的几点思考,周德禄:08891310,9,地方高端智库; 国际高端智库; 智库平台;,"[目的/意义]地方高端智库建设是国家高端智库建设的重要方面,对中国特色新型智库建设意义重大。[方法/过程]通过分析地方智库的功能定位,梳理西方高端智库建设的经验,总结我国地方智库建设存在的问题,然后给出对策建议。[结果/结论 ]加强地方高端智库建设,应该突出""地方""和""高端""两大特色,发挥好服务地方决策、启发区域社会民智、培养和凝聚区域人才、促进区域交流、加强地方智库协作等五大功能,积极借鉴国际上较为成功的智库建设经验,结合我国在地方智库建设中存在的行政分割问题、协作能力问题、开放性问题、资金投入问题、地方特色化问题、专业化水平问题,重点做好六方面的建设:一是地方特色化建设,二是专业化能力建设,三是区域性合作建设,四是开放性发展建设,五是信息化水平建设,六是体制机制现代化建设。 ",ZKSL201704009
中国社会智库人才与资金可持续发展建议,应验:36310791,6,社会智库; 人才; 资金; 可持续; 对策建议;,"[目的/意义]2017年5月出台的《关于社会智库健康发展的若干意见》中明确界定了中国特色社会智库的定义与内涵。但社会智库如何破解人才稳定性差及资金短缺的问题需要找到更针对性的对策。[方法/过程]本文首先梳理了社会智库相对于体制内智库的比较优势,明确提出人才与资金是社会智库可持续发展的核心要素。接着详细阐释了社会智库在人才吸引、培养与使用上的5点挑战以及社会智库资金短缺及缺乏稳定性的4点原因。[结果/结论 ]立足社会智库人才与资金可持续发展上的问题表现与成因,本文从完善对社会智库的制度扶持,创新智库人才的""招、用、育、留""机制,明确定位、打响品牌、加强合作等3方面提出了中国社会智库可持续发展的对策建议。 ",ZKSL201704010
高校智库参与国防科技建设发展的思考和建议,卢胜军:45682130|赵超阳:28641303|魏俊峰:26318911|万礼赞:35983697,10,大学智库; 决策咨询管理与政策; 科技军民融合;,"[目的/意义]国防科技事业为高校智库创造了历史性机遇,理清高校智库参与国防科技建设发展相关问题具有重要参考意义。[方法/过程]结合军民深度融合发展、创新驱动发展的新形势,运用实证研究、比较研究等方法,探讨了国防科技建设发展需要高校智库深度参与的现实原因以及主要方面,并对高校智库参与国防科技建设发展的可行性进行了分析,最后对高校智库如何参与国防科技建设发展提出了建议策略。[结果/结论 ]高校智库在国防科技建设发展方面具有天然优势和美好前景,建议其应增强理想信念、探索渠道平台、设立政策特区、锻造领军人物、提升研究能力、集聚各方资源、建立专业力量、建设智能工具、加强成果转化、重视品牌宣传。 ",ZKSL201704011
