篇名,作者,页数,关键词,摘要,filename
一种基于云的Web应用安全服务,姜帆:32902607|徐震:32902596|马多贺:32902597,9,安全云服务; 云计算; Web安全;,"安全云服务的核心思想是借助云计算的高可靠性、弹性扩容、按需定制的特点,将传统硬件网络安全功能虚拟化,以服务的形式对外提供安全防护能力。目前该服务技术和研究处于初期发展阶段,在技术概念、实施架构以及拓展应用方面还没有统一的界定,因此开展安全云服务技术和应用研究具有重要的理论和实践意义。本文以中国科学院信息保障示范工程""Web应用安全云服务平台""为实践背景,首先明确阐述安全云服务的概念、特征、应用领域及国内外发展现状,然后针对Web应用的安全,提出基础架构设计及关键技术,并描述该架构下具体应用的实践效果。 ",KYXH201501007
公共卫生地理信息的应用与展望,詹大千:33083484,8,地理信息系统; 空间流行病学; 时空分析; 疾病监测;,"传染病防治已不再是单一国家的问题,全球任何一地的疫情也随时可能在下一刻影响到自己国家,因此完善的疾病监测体系成为最重要的防疫武器,而地理信息系统在其中扮演了关键的角色。经由疾病病例的时空分布可视化,即能快速辅助防疫策略的规划、施行与评估,达成决策支持的目标,另外整合空间统计方法的运用,可系统化与科学化地从大量历史资料中侦测出异常事件,以便公共卫生人员进行研判与调查。由于互联网、移动设备、社交媒体的大量普及使用而建立起了新兴社交网络,开启了由下而上的民众监测体系,跳脱了传统式官方自上而下的权威式公共卫生治理,不仅强化民众参与,更能从社区角度提早至病患就医前就能掌握疫情走向,提升社区侦测效果,再辅以空间资讯对风险区提早做适当的介入。因此地理信息系统除了传统回溯性的疾病聚集研究外,也能有前瞻性防杜下一波流行的功效。 ",KYXH201501008
基于自相关分析的动物活动模式判别算法研究,"张骜1,2:33078180|罗泽1:10348235|阎保平1:05977888",8,自相关分析; 动物活动模式;,"通过动物活动数据分析行为模式是近年来研究的热点。动物活动数据具有高维、存在误差、自相关等特点。本文将三维时空数据转换为速度,通过二次采样提高算法鲁棒性。针对自相关的特点,基于最小二乘法,提出动物活动模式判别模型。该模型能够估计动物活动速度的自相关参数,在时间序列上确定发生参数突变的区间,判别动物活动模式。 ",KYXH201501009
基于物联网标识的智能家居服务体系架构设计,"杨萃1,2:31205214|袁博1:33078181|田野1:27111324|冯宗明1,2:31511317|毛伟1:10348237",9,智能家居; 物联网标识; 互联互通; 兼容性;,"目前,智能家居领域在互联互通方面主要存在两个问题:一个是家庭环境中多个设备之间无法实现较好的互联互通;另一个问题是智能家居系统所采用的标识、操作平台和编程语言没有统一的标准。异构的服务和设备需要彼此协作来共同执行任务。因此,设备和标识的异构性问题会导致智能家居系统的兼容性较差。本文提出了一种基于物联网标识的全新智能家居服务体系架构,明确了智能家居的各参与方及其之间的关系,设计了智能家居服务的具体流程。这种架构可以在对现有的智能家居产品不做额外改变的前提下,实现不同产品之间的互连互通,提高智能家居系统的兼容性和可扩展性。 ",KYXH201501010
2014年中国高性能计算机发展现状分析与展望,张云泉:29545418,8,高性能计算机; TOP100; 排行榜; 性能; 分析;,"本文根据2014年11月发布的中国高性能计算机TOP100排行榜的数据,对国内高性能计算机的发展现状从总体性能、制造商、行业领域等方面进行了深入分析。我们发现,由于天河二号超级计算机的发布,中国TOP100的平均Linpack性能已经从两年前的落后一年变为比国际TOP500平均Linpack性能高的局面,且TOP100的入门性能门槛也第一次超过TOP500。在此基础上,根据十三届排行榜积累的性能数据和能够得到的其他公开历史数据,对未来几年中国大陆高性能计算机的发展趋势进行了分析预测。根据新的数据和实际情况,经修正后我们认为,累计Linpack性能将在2015年到2016年间达到100Petaflops,比我们原来预期的晚;峰值100Petaflops的机器将在2015年到2016年间出现;峰值Exaflops的机器将在2019年到2020年间出现,比我们原来预期的晚2年。单台机器峰值超过累计Linpack性能的情况出现在2018到2019年间。 ",KYXH201501011
2015科学数据大会——数据、科学和丝绸之路经济带,,1, ,"<正>数据作为一种资源,就像传统的水、煤炭、石油一样,对自然科学和社会科学有着极大的价值,并且正在改变人们的科研、生产、生活方式。整个世界都在快速地数据化,我们已大步迈向大数据时代,科学数据的开放、共享、挖掘、计算与应用,不仅能推动科学研究的发展,催生新的学科,而且能带动经济发展,造福社会。有效地收集数据,科学地分析数据,最大化数据的价值,成为全球信息化发展的必然要求。 ",KYXH201501012
医疗健康大数据研究综述,颜延:30007188|秦兴彬:32820386|樊建平:15353331|王磊:21939892,14,大数据; 医疗健康; 数据挖掘;,"本文从大数据的基本特点和医疗健康领域的大数据研究现状出发,首先从大数据的数据来源和数据特点进行了综述,概述了医疗信息数据和健康数据的采集方式;然后列举了利用医疗健康数据挖掘进行健康信息数据分析的常用方法,包括分类、回归分析、聚类、关联规则、特征分析、变化和偏差分析;最后介绍了临床支持系统、远程医疗及远程监控、电子档案与公共健康、疾病模式分析几个方面的应用。 ",KYXH201406001
全国居民纵贯调查抽样方案设计研究,李炜:10442478|张丽萍:17620266,10,固定抽样框; 纵贯调查; 调查质量控制;,"为更好地记录中国社会变迁过程,反映国情,了解民意,开展大型纵贯学术调查已成为多个学科获取研究资料的重要途径之一。为完成各学科众多的大型调查需求,有必要建立起覆盖全国的、以城乡居民为调查对象的调查网络。本文以中国社会科学院全国居民调查网络为例,设计了侧重于地理.行政区域的代表性的六大行政区抽样框,按经济地理区域区分东中西部划分的抽样框,同时还有直接加总推断全国具有全国代表性的简约型抽样框。 ",KYXH201406002
基于微型摄像头的容积血流脉搏波成像关键技术,"刘赫1,2:27996812|王磊2:21939892",9,容积血流脉搏波成像; 心率; 呼吸率; 血氧饱和度; 血压; 体域网;,"最近几年,容积血流脉搏波成像(Plaotoplethysmographic imaging,PPGi)方法提取容积血流脉搏波因其简单、低成本和无创,在生物医学和临床领域已经变成一个有吸引力的研究方向。它仅仅需要一个彩色的摄像头去扑捉容积血流脉搏波信号。其原理和传统的:PPG技术是相似的。不同之处在于它使用一个二维光敏传感阵列代替一个独立光电二极管。光平均亮度值的变化直接反映了毛细血管血容量的变化,通过获取人体表面的皮肤容积血流脉搏成像,经过处理提取,可以获得相应的生理信息如心率、脉率变异性、呼吸率、血流速度、血压和血氧饱和度等。在这篇文章中,我们回顾了容积血流脉搏波成像技术的最新应用和发展,论述其挑战和将来可行的发展方向。 ",KYXH201406003
美式看跌期权定价问题的隐-显和显-隐交替差分算法,闫俐:09751423|崔明:32820391|贾翔宇:32820392,8,美式看跌期权; 隐-显格式; 显-隐格式; Black-Scholes模型; 有限差分法;,"本文基于Black-Scholes模型,考虑将有限差分方法中显隐两种格式结合起来用来求解期权定价问题,我们采用交替显-隐格式和交替隐-显格式,对美式看跌期权进行了数值计算,该方法既可以有隐式格式的稳定性,又能简化计算量,并将此种方法与单纯使用显格式、隐格式所得的结果进行比较,同时给出了具体数值算例,数值结果表明了算法的有效性。 ",KYXH201406004
一种基于Selenium的Web应用软件自动化测试平台设计与实现,"曹磊1,2:33237870|董科军2:09596099|袁博文3:32820394",9,Selenium; 自动化测试框架; Web自动化测试平台;,"Selenium是Throught Works公司开发的开源Web功能测试工具集。本文提出了一种基于selenium的Web自动化测试管理平台,并对其关键技术进行了深入的研究和探讨。文章介绍了自动化测试的定义和Selenium框架,并基于Selenium设计了Web自动化测试管理平台TOUCHSTONE,详细讨论和分析了该系统实现中涉及的一系列关键技术,最后描述了本平台的具体实现,并给出其性能评价。 ",KYXH201406005
多尺度模拟及其在高温合金中的应用进展,"王崇愚1,2:13561066|于涛1:10892501|于潇翔2:27209369|杜俊平1:17267928|刘争光1:32820402",6,多尺度模拟; 物理参量解析传递方法; 多组元势; 高温合金;,"多尺度现象及相关理论方法是复杂物质体系研究中重要的科学问题。本文介绍了研究组在算法发展及计算方法应用等方面取得的阶段性进展,主要包括:多尺度序列算法发展并应用于单晶高温合金给出与材料力性参量相关的基本信息;建立了系列多组元新物理内涵的嵌入原子间相互作用势,其关键为在建立解析表述中考虑了原子间电荷转移以及弹性约束条件;以此为基础系统研究了合金中强化元素Re对裂纹扩展的影响。 ",KYXH201406006
基于健康信息的急性心血管疾病早期预警,"吴丹1,2,3:24292476|李盼1,2:32730683|张元亭1,2,4:23994830",14,健康信息学; 心血管疾病; 无扰式传感技术; 快速成像; 信息融合;,"本文对健康信息学在急性心血管疾病早期预警方向的最新研究进展进行了总结和评述,并讨论了这一领域所面临的三项重大机遇和挑战,包括:(1)开发无扰式传感器用于连续、实时的获取心血管健康信息;(2)发展高分辨率、高灵敏度、快速多模成像理论和方法,用来判定动脉硬化风险程度以及筛查具有易损斑块和易损心肌的人群;(3)发展多模信息融合技术,研究多尺度下的机制模型,用于心血管疾病的早期预警。最后,本文在结语中展望了随着健康信息学的不断发展,未来医疗的发展态势。 ",KYXH201406007
“小科学”数据共享与机构数据仓储,王辉:32640544,8,小科学; 数据共享; 数据仓储; 科研数据管理;,"""小科学""是相对""大科学""而言,主要特征是单个或少数几个研究者进行的假设驱动的小规模的科学研究,是十分普遍的研究活动。小科学的研究者跨越多个学科领域,产生不同形式的高价值数据,预计比大科学领域产生的数据还要多,这对数据的管理和共享带来挑战。本文介绍小科学数据特征、数据管理实践的学科差异及共享需求,遴选了爱丁堡、哈佛、普渡、耶鲁、曼彻斯特、牛津六个具有代表性的大学数据仓储,通过分析这些数据仓储的数据共享案例、问题与挑战,为我国开展科学数据管理提供机构合作、技术、标准、用户支持服务、数据教育方面的参考。 ",KYXH201406008
直线加速器束流动力学模拟异构软件优化和GPU泊松求解器研究,杜克伟1:32820404|赵瑞峰1:32820405|赵亚亮2:27745363|李超2:32820406|张智磊3:27492155|王志军3:25028125|徐进1:09659531,10,粒子追踪; 异构并行计算; 直线加速器; 图形处理器; CUDA;,"直线加速器中大规模带电粒子的追踪对高电流直线加速器的设计和优化至关重要。本文介绍了通过使用单精度数据类型和GPU泊松求解器对三维异构并行束流动力学模拟软件LOCUS3DG的优化工作,旨在对LOCUS3DG软件和其使用的FFT泊松求解器加速。粒子按照一定比例同时分配到CPU和GPU中,在中国科学院超算中心和国家超算天津中心的集群上对软件进行了详细的测试,并得到了测试结果。最后总结了我们的异构束流模拟软件LOCUS3DG软件的优势和现状。 ",KYXH201406009
IEEE预测2022年将改变计算科学与产业的23个热点,唐川:11437501,4, ,"<正>2014年9月,国际电气和电子工程师协会(IEEE)发布了由该协会顶级科学家撰写的一份预测报告《IEEE计算机科学2022》(IEEE CS 2022),分析了将在2022年改变计算机科学与产业的23项热点技术与问题,如表1。作者称该报告预测了将极大改变当前相关技术与产业发展状态的热点技术与问题,并能帮助科研人员认识这些技术的发展方向、应用前景和将产生的影响。该报告对各热点的主要观点如下:(1)复杂的安全问题 ",KYXH201406010
美国国立卫生研究院发布基因组数据共享政策,宋凌霄:32820409,2, ,"<正>2014年8月27日,美国国立卫生研究院(NIH)发布了最终版的""基因组数据共享""(Genomic Data Sharing,GDS)政策。该项政策旨在促进基因组数据共享并加快数据向知识、产品和流程的转化,同时保护相关研究参与者的隐私。NIH从2015年1月25日开始对申报的项目申请执行GDS政策,这项政策适用于所有NIH资助的大规模人类和非人类的基因组科研项目,包括受NIH拨款和合同支持的研究,以及在NIH院内研 ",KYXH201406011
一种科学计算应用的快速I/O方法——双路并行I/O,曹立强:20057701|沈卫超:20546418|夏芳:20939283,7,科学数据管理; 数据模型; 数据格式; I/O性能优化;,"许多并行科学计算应用使用HDF5等数据格式管理计算数据与元数据。一般条件下,科学计算数据与元数据有不同的存储特征。数据存储规模较大,可以在并行文件系统中获得较高的I/O效率。元数据存储规模较小,难以发挥并行文件系统带宽。一旦数据与元数据混合存储,元数据I/O将较多的干扰数据I/O,降低总的I/O效率。针对数据与元数据的不同I/O特征,本文设计双路I/O系统,该系统优化元数据的存储位置。将元数据存储于容量较小、但是延迟较低的固态盘文件系统中,在降低元数据I/O延迟的同时提高数据I/O的连续性。实验表明,双路并行I/O可以提高数据读带宽3倍左右。 ",KYXH201405001
面向科学计算云服务平台的访问控制模型CAQF,王小宁:24594154|肖海力:17692223|卢莎莎:27886749,9,科学计算; 云服务; 访问控制; 信息安全;,"本文针对科学计算云服务平台在运行和管理中面临的授权问题,在传统访问控制模型的基础上综合考虑了资源层次虚拟化的特点和科学计算领域的特点,提出了访问控制模型CAQF(Clusters,Applications,Queues and Files),并基于SCE中间件实现了该模型。CAQF模型分析了科学计算领域中资源的基本特征和虚拟化关系,明确了资源之间的关系,并定义了灵活的访问控制策略,可以有效的满足科学计算云服务平台在集群变更管理、专用队列/应用设置和技术支持场景的需求。 ",KYXH201405002
大规模科学数据三维可视化系统的建设,"钱莹1,2:22394423|陈冲1,2:25177722|崔涛1,2:30337656",6,4K投影机; 3D可视化;,"科学与工程计算国家重点实验室的""高性能科学计算可视化系统""于2013年6月建成并投入使用。它是中国科学院的首套单机4K(4096×2160)显示分辨率的仿真投影系统。该系统主要由以下部件组成:巴可4K投影机,巴可双层玻璃屏幕,巴可XDS图形控制器,SGI图形工作站及NVIDIA图形处理系统等。本文主要介绍整套系统的建设情况,旨为其他有相同建设需求和应用背景的用户提供一些经验。 ",KYXH201405003
克希霍夫偏移成像分块策略对文件I/O的影响,邓笋根:23856393,5,地震勘探; Kirchhoff叠前时间偏移; 算法分块; I/O;,"现在三维地震勘探数据通常都在TB量级,地震勘探处理中文件I/O的时间花费越来越引起了人们的关注。常规的偏移成像算法分块通常按照先inline再xline的顺序来分块,这样分块看上去比较简单直接,而且算法实现上比较容易。但这样分块会导致整个偏移过程中总的文件I/O量与原输入数据相比特别大。常规分块算法对小规模地震数据文件处理时,增加的文件I/O所花费的时间与偏移的时间相比不是很明显,因此因分块导致的文件I/O量的增加常常被人们所忽视。当处理的地震数据量大时,如现在的TB量级的三维地震数据,常规的分块算法导致I/O量的增加就突出了,通常达到了原数据的700~800倍,相当于读入700~800TB的数据,由此所消耗的读取时间也是惊人的,若换算到由单结点去读取,则需要花费4个月的时间。为此,我们提出二维分块算法,其基本思想来源于偏移成像的有效地震道分布依赖于定义的偏移孔径,将成像分块的方式从常规的inline优先改为inline和xline方向同等,形成一个个接近正方形的成像区域。在结点能装载的成像区域同等情况下,二维分块算法完成成像所需要读入的地震道数量比常规分块算法要明显的少。 ",KYXH201405004
基于合并树的天文数值模拟时序数据可视化分析,"李逢安1,2:32312246|高阳1:31262706|单桂华1:09596097",7,天文; 时序数据; 可视化; 合并树;,"时序数据广泛存在于各种科学领域尤其是天文科学研究之中,信息可视化是对数据进行分析的有力工具,然而现有的可视化技术却无法较好地分析具有大规模数据量且时间跨度长的天文时序数据。合并树提供了一种新的对于天文时序数据可视化分析的手段,能够在快速显示数据整体信息的情况下同时查看细节信息。实例分析充分验证了该方法的有效性和易用性,它为大规模的天文数据分析提供了有效的工具。 ",KYXH201405005
面向LICOM2的并行I/O优化,"季旭1,2:08821526|武海平3:08239546|邹寅隆1,2:32356844|梁亚雄1,2:32356845|薛巍1,2,3:08184092|尹万旺4:01921791|林鹏飞5:22355836|刘海龙5:09604806|俞永强5:09533632",12,海洋环流模式; 并行I/O优化; ADIOS;,"全球变暖导致自然灾害频度和强度都有所增加,发展高精度地球系统模式,对防灾减灾、促进经济发展有重要意义。随模式分辨率提高,地球系统模式的I/O性能正逐渐成为制约模式可扩展性和计算效率的瓶颈。本文针对地球系统模式的I/O问题,以代表性的海洋环流模式LICOM2为研究对象,全面分析了地球系统模式的典型I/O特点,研究通用的高并发I/O技术。本文设计实现了LICOM2系统的ADIOS并行读写方案,都取得了显著的优化效果。LICOM2系统ADIOS优化在天河1A系统内网测试,在288-6480并行度下I/O时间占比均不到4%,在6480并行度下写带宽达8.46GB/s。本文通过在天河1A上的大量测试,对提高LICOM2系统的I/O性能做了进一步的研究,不同系统配置会对I/O性能有影响。 ",KYXH201405006
基于PSWAT的水文模拟平台的设计与实现,黄志明1:32356846|陆忠华1:09559436|陈曦2:09699241|邓笋根1:23856393,8,中国科学院超级计算环境; 水文模拟; PSWAT应用; RESTAPI; 流水线工具;,"我们在中国科学院超级计算环境提供的云服务开发接口的基础上,研究和实现了基于PSWAT(Parallel Soil and Water Assessment Tool)的水文模拟Portal系统,该系统能够方便快速的处理PSWAT水文应用,提供了作业提交、查询、状态实时查看、结果文件的批量下载以及流水线工具等功能。测试和实际应用表明,该水文模拟平台具有简单易用、符合研究人员操作习惯等特性,方便用户高效、安全的完成计算任务。 ",KYXH201405007
NWChem与GAMESS-US软件在有机小分子计算中的性能分析,张宝花:26964042|金钟:20625365,8,有机分子; 结构优化; NWChem; GAMESS-US; 性能分析;,"本文围绕13个不同规模的有机小分子体系,考察了NWChem与GAMESS-US软件在DFT/B3LYP理论级别及不同基组下计算的能量和结构变化、优化步数及自洽迭代时间等,探讨了优化算法及处理技巧。同时,本文对NWChem软件并行性能分析的结果表明,对于中到大体系,计算规模为32处理器/核及以上时可以获得更好的计算效率。通过本项研究有助于更好的使用NWChem与GAMESSUS软件。文中提供的软件测试和分析思路同样适用于其他量化软件,同时NWChem并行分析也为量子化学程序提供了软件并行效率改进方面的参考。 ",KYXH201405008
GRAPES_MESO模式标准初始化(SI)系统并行化研究,房田文1:32356847|胡江凯2:25088689|陈德训1:01263278|陈峰峰2:32356848,5,GRAPES_MESO; SI; 并行化;,"分辨率的增加使得数值预报系统的运行时间大大增加,对预报业务的时效性带来了很大的挑战。以往满足时效性需求的串行程序往往因为耗时增加而成为整个系统的瓶颈,为此需要对串行程序进行并行化改造,以缩短运行时间,满足预报业务的时效性要求。根据GRAPES_MESO模式SI系统的程序结构和特点,将SI拆分为两个独立的模块,并采用不同的并行机制进行了并行化处理,试验结果表明,本文所设计的并行方法稳定可靠,加速比近线性,取得了良好的效果。 ",KYXH201405009
红细胞形态的MPI+OpenMP并行自适应相场模拟,"刘旸1,2:32356849|张鉴1:24282823|陆忠华1:09559436",7,自适应网格; 相场模型; MPI+OpenMP; 红细胞形态;,"本文针对红细胞形态的相场模型研究并行自适应算法。我们依据界面追踪的原则设计了自适应网格的更新准则,并基于离散能量下降准则设计了时间步长的自适应算法。在基于MPI的块结构自适应网格管理软件包PARAMESH的基础上设计并实现了MPI+OpenMP的混合并行算法。通过红细胞稳定态的自适应计算验证了自适应算法的正确性并测试了混合并行实现的效率。测试结果显示混合并行算法具有良好的可扩展性。 ",KYXH201405010
基于Nagios的监控平台的设计与实现,和荣:32356850|肖海力:17692223,9,Nagios; 监控; 分布式; 超级计算环境;,"为了更好地运维中国科学院超级计算环境,掌握各个服务器的工作情况,需要对环境中的服务器进行实时监控,并将出现的问题反馈给管理员以便得到及时解决。Nagios是一个监控系统运行和网络信息的监控系统,并且所有监控及检测功能都是由插件来实现的,用户可以很方便的扩展自己服务的检测方法。本文基于Nagios设计并实现一个监控平台,直观正确的反映服务器的网络连接、磁盘、负载等信息以及集群使用情况。 ",KYXH201405011
国内外科学工作流综述研究,"吴响1,2:30172221|邓笋根1:23856393|陆忠华1:09559436",10,科学工作流; 流程组合; 来源管理;,"科学工作流管理系统(Scientific Workflow Management Systems,SWfMS)为科学家提供一个对复杂科学计算流程进行描述、运行、重运行和监控的有效平台,向科学家隐藏了底层与计算相关以及与数据操作的相关细节,从而减轻了科学家的负担,提高了科学家进行科学发现的效率。本文对国内外围绕科学工作流(Scientific Workflow,SWF)开展的若干关键技术进行了综述,介绍了SWF语言、SWF流程组合以及来源管理等,并对近期的最新研究进行了分析,在此基础上指出了该领域存在的一些不足,给出了一些建议。 ",KYXH201405012
2013年度中国科学院超级计算发展指数发布,刘利萍:30750136|陆忠华:09559436,5, ,"<正>2014年8月22日,在青海西宁举办的第四届中国科学院超级计算应用大会(SCA2014)上,中国科学院超级计算中心发布了2013年度中国科学院超级计算发展指数(CAS SCDI),该指数的评价指标数据基于自主开发的""CAS SCDI数据收集系统""Web在线收集,院超级计算环境用户群体中共计181个课题组提交了超级计算应用成果。 ",KYXH201405013
获取复杂材料原子间作用势的新方法及对金属间化合物研究的应用,申江1:06329960|钱萍1:10966642|陈难先2:08820119,10,晶格反演; 原子间相互作用势; 层间势; 界面势;,"本文中,我们用新的晶格反演方法获得了系列原子间相互作用势;用晶格反演方法改进EAM(Embedded Atom Method,嵌入原子方法)势,并对晶格反演EAM势和多重晶格反演EAM势进行了探索,对Ni-Al、Fe-Al、Co-Al、Ti-Al等二元合金的力学及热力学性质进行了原子级模拟计算。我们采用晶格反演方法获得层状材料的层间势,重点对石墨烯材料进行了研究。同时,我们用第三类晶格反演方法获得各种金属/化合物界面原子相互作用势并进行了系列性应用,并利用晶格反演对势在金属间化合物中进行应用拓展,对重要的稀土和锕系金属间化合物的结构和热力学性质进行了原子级模拟计算。这对含有无序子晶格结构体系的处理提供了新的方法。 ",KYXH201404001
晶体弹性常数的新算法、数据库与材料设计,于荣:25096370|刘麟汗:32097127,7,晶体; 弹性; 算法; 数据库; 材料设计;,"晶体弹性是材料的基本属性,是材料科学、固体物理、固体化学,以及地质科学等研究领域中的重要考虑因素。由于单晶弹性常数的实验测量比较困难,在数万种无机晶体中只有约1%的晶体的单晶弹性常数是已知的,因此经常需要从理论上计算晶体弹性。我们基于从应变到应力空间的映射,设计开发了新的单晶弹性常数算法与软件。与此前的算法相比,新算法的计算效率高,普适性好。我们在此基础上通过海量计算建立了晶体弹性数据库,并陆续收集了已知的实验数据。以材料的硬度为例,通过数据库进行数据挖掘,揭示了最软弹性形变模式控制材料硬度的""木桶效应""。论文还展示了这一木桶效应在材料设计中的应用。结果表明,通过氮或铼的合金化强化最软的弹性模式,可以进一步提高这种硬质材料的硬度。 ",KYXH201404002
第一性原理计算方法在拓扑材料研究中的应用,刘军伟:32097128|王建峰:32097129|史武军:32097130|段文晖:08170208,7,第一性原理方法; 拓扑绝缘体; 拓扑晶体绝缘体;,"第一性原理计算方法是随着计算机计算能力的增强而发展起来的计算材料性质的最为有效的方法之一,而拓扑绝缘体等拓扑材料的理论预言和实验验证极大地促进了拓扑概念在凝聚态物理中的发展。本文简单介绍第一性原理计算在拓扑材料的相应研究中所发挥的巨大作用。第一性原理计算不仅准确地预言了Bi2Se3类三维拓扑绝缘体、SnTe类拓扑晶体绝缘体及磁性原子掺杂的(Bi,Sb)2Te3类量子反常霍尔绝缘体等拓扑材料,同时在研究这些材料的具体性质中,如缺陷、表面稳定性及其表面态等,也发挥了重要的作用。 ",KYXH201404003
镁合金长周期堆垛有序相的计算模拟, ,13,Mg-Zn-Y合金; LPSO相; 14H; 微观结构;,"镁合金长周期堆垛有序相(Long Period Stacking Ordered,LPSO)微观结构的清晰描述对镁合金LPSO相形成及强化机制的研究具有十分重要的意义。借助第一原理计算及高分辨成像模拟研究,我们得到了难以通过实验方法获得的关于镁合金LPSO相原子尺度微观结构的清晰描述。研究发现,Zn、Y合金元素在LPSO相中易于形成多种ZnmYn(Mg)团簇。基于Zn6Y8(Mg)团簇,我们构建了14H相晶体学模型Mg142Zn12Y16,其高分辨模拟像几乎再现了高分辨实验像。基于该模型,我们计算确定了14H相的热力学稳定性、弹性常数及弹性模量。此外,基于Mg-Zn-Y合金LPSO相的计算研究,我们推断X6Z8(Mg)团簇可看作镁合金Mg-X-Z中LPSO相形成的""特征结构单元"",理论上可基于该""结构单元""构建相应镁合金LPSO相模型并通过计算方法判别该合金中LPSO相形成的可能性(X、Z为任一合金化元素)。 ",KYXH201404004
含氢燃料燃烧的大涡模拟,杨天培:27398519|周学进:32097131|姜羲:09574263,13,氢能; 大涡模拟; 并行计算; 混合模型; 涡扩散模型; 线性涡模型;,"大涡模拟方法采用计算机数值模拟技术研究流动和燃烧问题,近年来受到人们越来越多的重视并已经开始用于解决实际问题。本文以氢能应用为背景,简要介绍氢的特性、大涡模拟方法以及燃烧大涡模拟计算技术,展示了含氢燃料燃烧大涡模拟领域的现有研究工作,分析取得的进展并指出存在的问题。最后结合作者的研究工作进行分析,指出含氢燃料燃烧大涡模拟领域的发展前景以及需要着重研究的方向。 ",KYXH201404005
我国重要自然宿主及媒介昆虫病毒性病原调查本体的构建与应用,"吕抒真1,2,3:32097132|范兆军2:13619277|李天宪2:11201303|阎保平1:05977888",9,本体; 病毒分类; 流行病学调查; 语义查询; 情报监测;,"本文介绍了采用七步法和Protégé工具构建我国重要宿主与媒介昆虫病毒性病原调查本体,针对病毒性病原调查项目所涉及数据集合中的概念、属性、关系等进行规范化描述,解决了由于数据来源不同产生的一词多义、一义多词等异构问题,实现了数据标准化存储和学科间知识共享。同时基于该本体库、利用Jena API,实现了本体交互、术语查询和语义查询等功能,与传统关键字查询相比,扩展的语义查询结果可以更好满足用户需要。此外,探讨了该本体在对多种病毒性病原和自然宿主、媒介昆虫、地域、生境之间关系的自动文本挖掘方面的应用。该本体的构建,为病毒病原流行病学调查领域本底数据的有序组织和语义层面的利用发挥了有效的支撑作用。 ",KYXH201404006
面向中医药方剂配伍规律的信息分析技术概述,朱晓博:25729625|李园白:16265240|杨阳:16943372,8,方剂配伍; 信息方法; 数据挖掘;,"本文从方剂配伍规律的信息分析研究方向与信息分析技术常用方法两个方面来概述,需要注意的是在方剂配伍规则研究中,计算机所得出的结果必须依靠领域专家用领域知识对其进行去粗取精、去伪存真的加工,才能从中找出真正有用的知识。目前利用信息技术方法对方剂配伍规律的研究取得了一定成绩,但挖掘层次多集中在药对、药组或药症、症证关联等局部信息的揭示上,从理—法—方—药整体层次对方剂的综合配伍规律进行探讨不多。随着新技术和研究的不断深入,相信方剂配伍规律的研究方法会更加丰富,对指导临床和新药开发具有重要意义。 ",KYXH201404007
基于语义关联图的词义消歧方法,车超:32097134|郑晓军:27293186,5,语义关联图; 词义消歧; 知网;,"为了充分利用和整合词义消歧不同的知识库和语义资源,本文提出了一种基于语义关联图的方法。该方法以语义关系作为边,以词语的概念作为节点建立语义关联图,然后通过计算词义与上下文词语在语义关联图中的关联强度来确定歧义词的词义。语义关联图能够将多种消歧知识源比如词典、标注语料和生语料中的知识整合在一起,扩大了消歧知识的来源。本文方法在Senseval-3汉语词汇样本消歧任务中选择两个词,与一种基于知识的方法和有指导的方法进行了对比实验,实验结果验证了本文方法的有效性。 ",KYXH201404008
信息技术在海洋观测浮标系统安全保障体系的应用,刘长华1:14056708|冯立强1:32097135|贾思洋1:31827721|张曙伟2:08282318,7,信息技术; 海洋观测浮标; 浮标数据采集系统; 浮标系统安全保障体系;,"海洋观测浮标为海洋环境信息的长期获得提供了成熟的技术手段,信息化技术在海洋观测浮标上的应用为浮标的安全运行起到了核心保障作用。本文介绍了海洋观测浮标的系统构成,详细阐述了信息化技术在浮标安全运行保障方面的应用,对浮标系统的数据采集部分、通讯部分和异常报警功能从技术设计思路、选择方案等方面进行了信息化手段应用的讨论,并针对通讯方面的多种实现手段做了详细比较。由于海洋观测浮标安全运行方面对信息化需求的日益增加,视频应用所需要的大数据量和技术手段成为下一步发展亟待解决的问题。 ",KYXH201404009
国内外高性能计算应用发展概况分析,顾蓓蓓:25052617|武虹:09638501|迟学斌:10348221|赵青:32097136,10,超级计算中心; 高性能计算; 应用; 可持续发展;,"高性能计算的应用水平作为国内外超级计算发展的重要标杆,已日愈受到高度关注和重视,并且""用好超级计算机比研制超级计算机更难""也已逐渐成为国内外业界的普遍共识。本文通过对比分析国内外高性能计算应用发展的现状,尤其是以典型超级计算中心为研究个体,探讨促进我国高性能计算应用可持续发展的相关问题与建议。 ",KYXH201404010
欧盟就大数据战略研究与创新议程征求意见,姜禾:10340699,2, ,"<正>2014年4月,欧盟软件与服务技术平台NESSI(Networked European Software and Services Initiative)、欧洲Big项目(Big Data Public Private Forum)发布了一份有关在欧盟区域内实现大数据价值的战略研究与创新议程。该议程阐述了未来5至10年在欧盟促进大数据价值实现需解决的研究挑战与需求,征求公众意见。1合同性公私合作伙伴计划议程建议建立""合同性公私合作伙伴计划""(contractual Public Private Partnership,cPPP),以在 ",KYXH201404011
